sequence	16S_rRNA_Count	metadata_NSTI
ASV000990	11	0.060101999999999996
ASV001050	11	0.060492
ASV004148	11	0.033188999999999996
ASV001623	11	0.05630399999999999
ASV001740	11	0.056523000000000004
ASV002381	11	0.053912
ASV002495	11	0.060345
ASV002988	11	0.056565
ASV005758	11	0.072835
ASV006739	11	0.064577
ASV000379	11	0.042503
ASV000214	11	0.034624
ASV000224	11	0.005023
ASV000227	11	0.003365
ASV000286	11	0.03098
ASV000323	11	0.044728
ASV000347	11	0.006718000000000001
ASV000375	11	0.044275
ASV000378	11	0.042543
ASV000201	11	0.042332
ASV000429	11	0.036966000000000006
ASV000444	11	0.048546
ASV000471	11	0.06251799999999999
ASV000499	11	0.050556
ASV000502	11	0.042819
ASV000520	11	0.042282
ASV000546	11	0.020449000000000002
ASV000065	11	0.034814
ASV000454	11	0.031193000000000002
ASV000945	11	0.029404000000000003
ASV002706	11	0.03311
ASV007872	11	0.046276
ASV002638	11	0.048286
ASV000001	11	0.0017
ASV000017	11	0.0033539999999999998
ASV000019	11	0.031143999999999998
ASV000238	11	0.058504999999999995
ASV000086	11	0.003357
ASV000110	11	0.048310000000000006
ASV000113	11	0.003357
ASV000114	11	0.0063289999999999996
ASV000152	11	0.048546
ASV000163	11	0.050235
ASV000173	11	0.06043099999999999
ASV000029	11	0.004935
ASV011289	3	0.123893
ASV002117	3	0.018096
ASV001035	3	0.019697
ASV000730	3	0.01998
ASV005028	3	0.024649
ASV000077	3	0.020211
ASV002403	3	0.021933
ASV000468	3	0.021933
ASV002126	3	0.049352999999999994
ASV005503	3	0.054814999999999996
ASV002156	3	0.075615
ASV001132	3	0.021377
ASV000754	3	0.023072
ASV000112	3	0.019668
ASV000377	3	0.018003
ASV000102	3	0.016332
ASV000004	3	0.017995
ASV000523	3	0.016325
ASV000802	3	0.024812
ASV000731	3	0.017997
ASV001679	3	0.019679
ASV001793	3	0.023045
ASV000852	3	0.035139
ASV000646	3	0.044032999999999996
ASV000898	3	0.045941
ASV011328	3	0.051234
ASV006220	3	0.049427
ASV007874	3	0.057317999999999994
ASV011288	3	0.05137100000000001
ASV002111	3	0.053364999999999996
ASV000196	3	0.051385
ASV003091	3	0.053337999999999997
ASV003312	3	0.053814
ASV001761	3	0.073975
ASV002780	3	0.07196699999999999
ASV002239	3	0.058936
ASV001212	3	0.059144
ASV003193	3	0.065635
ASV004101	3	0.06138300000000001
ASV000538	3	0.016386
ASV012151	3	0.069332
ASV003534	3	0.06682
ASV002678	3	0.065304
ASV003876	3	0.06715700000000001
ASV001387	3	0.072956
ASV003474	3	0.07299
ASV000773	3	0.075343
ASV001194	3	0.075415
ASV002896	3	0.077097
ASV004823	3	0.079305
ASV003909	3	0.081688
ASV005605	3	0.08985900000000001
ASV000517	3	0.016738
ASV000088	3	0.018522
ASV007545	3	0.018525
ASV001038	3	0.06723
ASV001363	3	0.070906
ASV004138	3	0.03948
ASV001326	3	0.041193
ASV001361	3	0.041103
ASV001554	3	0.064842
ASV000593	3	0.072679
ASV000335	3	0.074656
ASV000245	3	0.057562999999999996
ASV001360	3	0.05945399999999999
ASV004653	3	0.048035
ASV003315	3	0.070037
ASV003016	3	0.040074
ASV004729	3	0.082245
ASV000791	3	0.077795
ASV001221	3	0.014637
ASV000669	3	0.014728999999999999
ASV001140	3	0.047722
ASV001139	3	0.067911
ASV000255	3	0.058789
ASV000197	3	0.016253999999999998
ASV000475	3	0.016756999999999998
ASV000767	3	0.052163
ASV000833	3	0.027163999999999997
ASV009365	3	0.028825999999999997
ASV001054	3	0.039424
ASV001869	3	0.048713
ASV001697	3	0.043049000000000004
ASV001213	3	0.044774
ASV000887	3	0.016567
ASV001762	3	0.053982
ASV001820	3	0.062859
ASV003341	3	0.060642999999999996
ASV002506	3	0.039748
ASV000946	3	0.055117
ASV001795	3	0.046622000000000004
ASV002573	3	0.06468099999999999
ASV016339	3	0.042276
ASV000225	3	0.013037
ASV002894	3	0.044152
ASV011260	3	0.062843
ASV001729	3	0.050325999999999996
ASV001008	3	0.030642000000000003
ASV000692	3	0.040472
ASV001964	3	0.06589400000000001
ASV003160	3	0.032376
ASV000854	3	0.035898
ASV007565	3	0.03596
ASV000712	3	0.04501
ASV003476	3	0.082549
ASV001133	3	0.048454000000000004
ASV007876	3	0.066209
ASV000532	3	0.014974000000000001
ASV001637	3	0.016724
ASV001588	3	0.081085
ASV000710	3	0.050082
ASV001651	3	0.047267
ASV004905	3	0.08152100000000001
ASV000411	3	0.016261
ASV006991	3	0.069745
ASV003523	3	0.06412899999999999
ASV003067	3	0.062110000000000005
ASV000278	3	0.0567
ASV000554	3	0.054147
ASV000674	3	0.057011
ASV001061	3	0.058703
ASV007248	3	0.064164
ASV002756	3	0.023642
ASV000146	3	0.02198
ASV000100	3	0.021972
ASV002337	3	0.006581999999999999
ASV000013	3	0.0016940000000000002
ASV002321	3	0.020361
ASV003176	3	0.025639999999999996
ASV003136	1	0.062766
ASV002386	1	0.06105
ASV000664	1	0.008385
ASV001123	1	0.029210000000000003
ASV001295	1	0.027366
ASV003383	1	0.027389
ASV012411	1	0.010074
ASV000388	1	0.030997000000000004
ASV000116	1	0.006594
ASV001646	1	0.047245999999999996
ASV012167	1	0.045665
ASV000450	1	0.001698
ASV002590	1	0.142289
ASV000634	1	0.085466
ASV000457	1	0.006670999999999999
ASV001149	1	0.008346
ASV000205	6	0.006532
ASV002654	6	0.009859999999999999
ASV002270	3	0.064886
ASV006261	3	0.094821
ASV000624	3	0.08782899999999999
ASV001534	3	0.042365
ASV000633	3	0.09765700000000001
ASV001200	3	0.066115
ASV001051	3	0.07408200000000001
ASV000463	3	0.075978
ASV001216	3	0.10586400000000001
ASV001170	3	0.077311
ASV004320	3	0.082775
ASV003041	3	0.060771000000000006
ASV003665	3	0.070747
ASV002715	3	0.082625
ASV012156	3	0.086122
ASV008862	3	0.104224
ASV002958	3	0.094878
ASV001090	3	0.060657
ASV004492	1	0.180089
ASV000240	1	0.010985
ASV002816	3	0.197829
ASV009368	12	0.09801599999999999
ASV002085	1	0.102578
ASV004427	1	0.129469
ASV007572	1	0.132427
ASV000527	1	0.027618
ASV000814	1	0.039105
ASV001101	1	0.016422
ASV001311	1	0.013651
ASV001541	1	0.044864999999999995
ASV016285	1	0.021937
ASV016318	1	0.086038
ASV016329	1	0.036018
ASV001053	1	0.050837
ASV000703	1	0.050747
ASV002651	1	0.056737
ASV000349	1	0.025103999999999998
ASV000638	1	0.030532
ASV002181	1	0.05280599999999999
ASV000039	1	0.059635
ASV000265	1	0.06136799999999999
ASV011318	8	0.139744
ASV000825	1	0.06088300000000001
ASV006241	1	0.04274
ASV001060	1	0.060974
ASV002935	1	0.034082
ASV000132	1	0.057474000000000004
ASV000483	1	0.048431999999999996
ASV000167	1	0.050245
ASV000389	1	0.05206
ASV000882	1	0.05388
ASV003361	1	0.05572100000000001
ASV000353	1	0.025922000000000004
ASV000992	1	0.027630000000000002
ASV000736	1	0.032764
ASV001950	1	0.034493
ASV001573	1	0.13639
ASV000118	1	0.044638
ASV000244	1	0.050029000000000004
ASV012150	1	0.027610000000000003
ASV009406	1	0.03866
ASV002482	1	0.042239
ASV005680	1	0.026767000000000003
ASV000594	1	0.042274
ASV012160	1	0.04233
ASV002070	1	0.063337
ASV002393	1	0.023377000000000002
ASV003528	1	0.031805
ASV000023	1	0.001695
ASV000162	1	0.00336
ASV003914	1	0.12023199999999999
ASV001503	1	0.000102
ASV001981	1	0.209742
ASV016348	1	0.209742
ASV002818	1	0.062265
ASV002870	1	0.044167000000000005
ASV000781	1	0.045108999999999996
ASV000804	1	0.036159
ASV000246	1	0.034388999999999996
ASV001600	1	0.041010000000000005
ASV005587	1	0.15886199999999998
ASV003387	1	0.003261
ASV001802	1	0.005913
ASV003162	1	0.023611
ASV000652	2	0.07317
ASV001777	1	0.235769
ASV004483	1	0.234354
ASV016288	1	0.239229
ASV003299	1	0.053982
ASV001006	1	0.210851
ASV006697	1	0.210851
ASV008315	1	0.210851
ASV012428	1	0.210851
ASV016282	1	0.210851
ASV006780	1	0.076606
ASV001502	1	0.066214
ASV000641	1	0.10159299999999999
ASV002582	1	0.039241000000000005
ASV000952	1	0.005137
ASV000752	1	0.036738
ASV003085	1	0.631143
ASV007573	1	0.5264840000000001
ASV004217	1	0.313128
ASV004467	1	0.185839
ASV001973	1	0.185839
ASV001889	1	0.185839
ASV005993	1	0.185839
ASV002596	1	0.185839
ASV001485	1	0.185839
ASV000103	1	0.185839
ASV000575	1	0.185839
ASV011321	1	0.185839
ASV001836	1	0.185839
ASV000340	1	0.185839
ASV000321	1	0.185839
ASV016346	1	0.185839
ASV008582	1	0.185839
ASV008871	1	0.185839
ASV003318	1	0.185839
ASV003140	1	0.185839
ASV000230	1	0.185839
ASV000054	1	0.185839
ASV008869	1	0.185839
ASV000287	1	0.185839
ASV000665	1	0.038345
ASV000817	1	0.061627999999999995
ASV000343	1	0.063838
ASV000650	1	0.062391999999999996
ASV000218	1	0.05267
ASV000513	1	0.057963
ASV001088	1	0.061803
ASV001288	1	0.060328999999999994
ASV003185	1	0.065456
ASV002028	1	0.061059
ASV002242	1	0.063914
ASV000414	1	0.0016940000000000002
ASV002388	1	0.019727
ASV001694	1	0.082287
ASV000958	1	0.016953
ASV002499	1	0.153274
ASV002905	1	0.053678
ASV003564	1	0.059564
ASV016360	1	0.20603600000000002
ASV000171	1	0.073115
ASV000361	1	0.070685
ASV001096	1	0.025611000000000002
ASV002154	1	0.067288
ASV000759	1	0.081399
ASV002379	1	0.020057
ASV005035	1	0.06134
ASV009946	1	0.016672
ASV003166	1	0.064435
ASV005177	1	0.505269
ASV004789	1	0.505269
ASV005888	1	0.505269
ASV007575	1	0.505269
ASV012432	1	0.505269
ASV000918	1	0.272636
ASV000403	1	0.398318
ASV002671	1	0.34988400000000003
ASV002699	1	0.34988400000000003
ASV003012	1	0.34988400000000003
ASV002095	1	0.442586
ASV004120	1	0.442586
ASV002215	1	0.442586
ASV008585	1	0.442586
ASV006537	1	0.223437
ASV000932	1	0.06630599999999999
ASV002084	1	0.040001
ASV006310	1	0.620238
ASV001606	1	0.37603600000000004
ASV002476	1	0.37603600000000004
ASV003784	1	0.37603600000000004
ASV001446	1	0.37603600000000004
ASV002035	1	0.37603600000000004
ASV001177	1	0.37603600000000004
ASV000758	1	0.07685399999999999
ASV005563	1	0.69812
ASV011320	1	0.417204
ASV002858	1	0.099832
ASV002023	1	0.10603299999999999
ASV002157	1	0.023833
ASV001217	1	0.481706
ASV012438	1	0.313157
ASV001958	1	0.335332
ASV006738	1	0.0703
ASV004856	1	0.257313
ASV000659	1	0.061523
ASV006176	2	0.178145
ASV003766	2	0.241552
ASV000749	2	0.20954
ASV002340	2	0.225017
ASV001198	2	0.42377700000000007
ASV002676	2	0.198205
ASV001681	2	0.17111099999999999
ASV000623	2	0.199969
ASV000472	2	0.203129
ASV002511	2	0.20566700000000002
ASV000395	2	0.18090499999999998
ASV000441	2	0.18090499999999998
ASV002952	2	0.18090499999999998
ASV003845	2	0.18090499999999998
ASV003855	2	0.18090499999999998
ASV001222	2	0.18090499999999998
ASV001037	2	0.043621
ASV000315	2	0.0435
ASV002796	2	0.035595999999999996
ASV000655	2	0.034194999999999996
ASV005494	2	0.035447
ASV000803	2	0.04375
ASV001226	2	0.06406
ASV003515	2	0.062255
ASV002394	2	0.051258000000000005
ASV002978	2	0.065341
ASV003432	2	0.044226
ASV003196	2	0.072125
ASV007577	1	0.275431
ASV003904	1	0.102595
ASV007536	1	0.130357
ASV007786	1	0.10756099999999999
ASV001245	1	0.116167
ASV001871	1	0.116952
ASV000053	1	0.170344
ASV000220	1	0.17516400000000001
ASV000566	1	0.17955
ASV003982	1	0.184029
ASV000138	1	0.187159
ASV000313	1	0.190302
ASV006997	1	0.179964
ASV000596	1	0.162823
ASV007878	1	0.188289
ASV000756	1	0.16361900000000001
ASV003495	1	0.184527
ASV011812	1	0.191727
ASV002255	1	0.166845
ASV001065	1	0.161065
ASV002228	1	0.16124000000000002
ASV000680	1	0.184383
ASV008410	1	0.200667
ASV005307	1	0.20519400000000002
ASV016343	1	0.217298
ASV012418	1	0.175979
ASV006783	1	0.19024100000000002
ASV009413	1	0.132465
ASV005862	1	0.08536
ASV003586	1	0.070529
ASV011280	1	0.125606
ASV001370	1	0.06940700000000001
ASV002474	1	0.053877999999999995
ASV012423	1	0.061069000000000005
ASV007003	1	0.085315
ASV008318	1	0.076388
ASV011305	1	0.095974
ASV008068	1	0.080842
ASV012443	1	0.089411
ASV004993	1	0.053739
ASV008406	1	0.094971
ASV003537	1	0.088006
ASV004165	1	0.08634299999999999
ASV006700	1	0.059227999999999996
ASV001716	1	0.055314
ASV007864	1	0.077764
ASV009407	1	0.076429
ASV016358	1	0.076803
ASV001542	1	0.049541
ASV001653	1	0.047938
ASV001432	1	0.044399
ASV000911	1	0.046265
ASV000012	1	0.033145999999999995
ASV001144	1	0.047966
ASV004962	1	0.056225
ASV002510	1	0.053874
ASV000893	1	0.041199
ASV002063	1	0.037519
ASV000880	1	0.043308
ASV000459	1	0.050544
ASV002201	1	0.058091
ASV002163	1	0.055763
ASV001695	1	0.014266
ASV000198	1	0.0059
ASV011267	1	0.018206
ASV002504	1	0.025016
ASV011253	1	0.01731
ASV001030	1	0.004314
ASV002125	1	0.033888
ASV007513	1	0.08504199999999999
ASV001173	1	0.048777
ASV000531	1	0.048316000000000005
ASV009409	1	0.063957
ASV009412	1	0.069745
ASV008411	1	0.135312
ASV001010	1	0.049663
ASV008876	1	0.207727
ASV001365	1	0.207727
ASV001423	1	0.207727
ASV002462	1	0.207727
ASV011262	1	0.207727
ASV009943	1	0.096083
ASV000608	1	0.06563
ASV000568	1	0.091629
ASV001264	1	0.09352200000000001
ASV007806	1	0.011693
ASV000640	1	0.061672000000000005
ASV000120	1	0.011692000000000001
ASV000139	1	0.013384
ASV000275	1	0.008331
ASV000529	1	0.010006000000000001
ASV002155	1	0.015090000000000001
ASV011809	1	0.034591000000000004
ASV007067	1	0.327236
ASV000864	1	0.22898200000000002
ASV011264	1	0.239747
ASV009964	1	0.233659
ASV005193	1	0.270458
ASV006177	1	0.270458
ASV006239	1	0.270458
ASV007517	1	0.270458
ASV012407	1	0.270458
ASV002782	1	0.270458
ASV003594	1	0.270458
ASV005580	1	0.270458
ASV007799	1	0.270458
ASV006146	1	0.270458
ASV007247	1	0.270458
ASV001395	1	0.148633
ASV001121	1	0.139954
ASV007002	1	0.13639500000000002
ASV000975	1	0.132653
ASV011279	1	0.144708
ASV007549	1	0.139023
ASV007812	1	0.14191099999999998
ASV001063	1	0.132234
ASV006184	1	0.137965
ASV001252	1	0.130138
ASV011259	1	0.146228
ASV012442	1	0.14369300000000002
ASV007879	1	0.134751
ASV007862	1	0.135523
ASV016280	1	0.141541
ASV012431	1	0.11193399999999999
ASV012450	1	0.133919
ASV012427	1	0.117422
ASV011270	1	0.144764
ASV007579	1	0.11876600000000001
ASV000307	1	0.114352
ASV008412	1	0.123547
ASV016356	1	0.129776
ASV007534	1	0.132977
ASV006742	1	0.110574
ASV011849	1	0.11091
ASV012406	1	0.108771
ASV007798	1	0.14311300000000002
ASV001533	1	0.116199
ASV000290	1	0.108822
ASV000662	1	0.110276
ASV006179	1	0.140674
ASV016340	1	0.119423
ASV002630	1	0.152373
ASV009945	1	0.11438699999999999
ASV001612	1	0.11254000000000002
ASV006136	1	0.14041800000000002
ASV005555	1	0.132546
ASV007780	1	0.15391300000000002
ASV000530	1	0.10101
ASV011317	1	0.136388
ASV008320	1	0.106454
ASV002051	1	0.143826
ASV008241	1	0.126694
ASV007539	1	0.123975
ASV007796	1	0.107964
ASV012166	1	0.10613399999999999
ASV011293	1	0.11664200000000001
ASV000682	1	0.12754100000000002
ASV004014	1	0.129332
ASV001117	1	0.10454300000000001
ASV011255	1	0.111126
ASV002970	1	0.11216300000000001
ASV003874	1	0.11711600000000001
ASV001249	1	0.115299
ASV003362	1	0.116546
ASV001474	1	0.120226
ASV000494	1	0.11816700000000001
ASV007511	1	0.114775
ASV004336	1	0.129031
ASV002627	1	0.124464
ASV004231	1	0.121121
ASV003591	1	0.11773199999999999
ASV000547	1	0.121519
ASV000747	1	0.11648900000000001
ASV005052	4	0.081122
ASV007568	4	0.140193
ASV006785	5	0.114804
ASV000987	5	0.001689
ASV007558	5	0.005004
ASV002014	5	0.001693
ASV006178	5	0.008342
ASV011291	1	0.225623
ASV007556	1	0.221637
ASV004732	1	0.12440799999999999
ASV006784	1	0.147295
ASV001867	1	0.11976600000000001
ASV012159	1	0.073847
ASV006143	1	0.098011
ASV001371	1	0.074658
ASV002498	1	0.08431699999999999
ASV002285	1	0.028888999999999998
ASV000916	1	0.029291
ASV001593	1	0.034817
ASV002416	1	0.039863
ASV002869	1	0.050008
ASV001411	1	0.042352999999999995
ASV001838	1	0.051134
ASV006698	1	0.061776
ASV016276	1	0.049627
ASV001613	1	0.057567999999999994
ASV007866	1	0.048025
ASV001147	1	0.045567
ASV007790	1	0.051263
ASV000923	1	0.0309
ASV001161	1	0.050936
ASV007251	1	0.070857
ASV001841	1	0.031395
ASV011296	1	0.041367
ASV001572	1	0.056159
ASV007817	1	0.046054000000000005
ASV002864	1	0.060538999999999996
ASV000006	1	0.0067659999999999994
ASV000099	1	0.009794
ASV001711	1	0.023429
ASV002460	1	0.039543
ASV001018	1	0.014947
ASV000269	1	0.040067
ASV001547	1	0.016986
ASV001524	1	0.043789
ASV005527	1	0.032718000000000004
ASV016349	1	0.025549000000000002
ASV000585	1	0.067623
ASV004290	1	0.016977000000000003
ASV000514	1	0.038695
ASV000073	1	0.040412000000000003
ASV000021	1	0.010091
ASV001962	1	0.042147000000000004
ASV017996	1	0.29438800000000004
ASV009356	1	0.26327399999999995
ASV000635	1	0.21944699999999998
ASV008475	1	0.23879899999999998
ASV009956	1	0.252344
ASV016344	1	0.228041
ASV007510	1	0.21518099999999998
ASV012409	1	0.221187
ASV005374	1	0.213892
ASV007564	1	0.237145
ASV011325	1	0.231694
ASV000653	1	0.056964
ASV000447	1	0.050448
ASV001901	1	0.023128
ASV005323	1	0.005007
ASV001389	1	0.310145
ASV002660	1	0.040198000000000005
ASV000787	1	0.08114299999999999
ASV006746	1	0.24380900000000003
ASV016345	1	0.24380900000000003
ASV002427	1	0.037681
ASV007249	1	0.076769
ASV006190	1	0.054235000000000005
ASV002057	1	0.059975
ASV006695	1	0.05511799999999999
ASV002332	1	0.053978
ASV016330	1	0.049689
ASV012448	1	0.06434
ASV000838	1	0.011146
ASV002355	1	0.13526400000000002
ASV001155	1	0.126415
ASV000430	1	0.13207
ASV000507	1	0.127143
ASV002585	1	0.135318
ASV004421	1	0.134997
ASV000686	1	0.098808
ASV000368	1	0.042703
ASV001880	1	0.044608
ASV000044	1	0.0017010000000000003
ASV000505	1	0.0033740000000000003
ASV000234	1	0.011373999999999999
ASV001028	1	0.022754
ASV000242	1	0.005006
ASV002797	2	0.011614
ASV012154	1	0.193275
ASV001242	1	0.239641
ASV008858	1	0.239641
ASV007535	1	0.239641
ASV000939	1	0.265936
ASV001567	1	0.268252
ASV000273	1	0.648546
ASV001677	1	0.648546
ASV004137	1	0.648546
ASV002259	1	0.22114499999999998
ASV002009	1	0.18540399999999999
ASV000734	2	0.089853
ASV000253	2	0.058599
ASV000988	2	0.072416
ASV002771	2	0.08656900000000001
ASV002078	2	0.026869999999999998
ASV011283	1	0.16635
ASV003647	1	0.174029
ASV004144	1	0.17263199999999998
ASV000385	1	0.372019
ASV002448	1	0.372019
ASV001106	1	0.256844
ASV002360	1	0.214929
ASV006137	1	0.214929
ASV003615	1	0.060236000000000005
ASV001315	1	0.055535
ASV011292	1	0.067487
ASV000997	1	0.048862
ASV001127	1	0.054837000000000004
ASV004332	1	0.049176
ASV002502	1	0.041833999999999996
ASV000926	1	0.346442
ASV000961	1	0.264374
ASV001631	1	0.264374
ASV001946	1	0.264374
ASV000491	1	0.061555
ASV000270	1	0.163909
ASV002122	1	0.00015
ASV009405	6	0.10642
ASV003053	6	0.08470599999999999
ASV001685	6	0.033716
ASV006747	6	0.081631
ASV007231	6	0.033598
ASV012422	6	0.0912
ASV003616	3	0.231798
ASV000407	3	0.100606
ASV001375	1	0.043494
ASV002686	4	0.10583
ASV003889	1	0.069944
ASV001219	1	0.037383
ASV002662	1	0.303033
ASV002220	1	0.368616
ASV000618	1	0.102398
ASV001104	1	0.063237
ASV001759	1	0.22678800000000002
ASV004469	1	0.038217
ASV000536	1	0.352311
ASV006216	1	0.178566
ASV011278	1	0.060971000000000004
ASV005203	1	0.037409
ASV000723	2	0.01872
ASV001164	1	0.133305
ASV001965	1	0.043982
ASV005814	1	0.116121
ASV003356	1	0.070625
ASV000896	1	0.013082
ASV002269	1	0.615754
ASV001022	1	0.072376
ASV001460	1	0.064881
ASV001766	1	0.563294
ASV001141	1	0.533233
ASV002235	1	0.533233
ASV001357	1	0.533233
ASV001259	1	0.533233
ASV000810	1	0.10319
ASV001275	1	0.11321600000000001
ASV002747	1	0.081789
ASV000492	1	0.08695
ASV007550	1	0.229569
ASV003013	1	0.06582
ASV000569	1	0.097962
ASV006779	1	0.191446
ASV004555	1	0.243996
ASV016347	1	0.02557
ASV002034	1	0.003397
ASV004933	1	0.018822
ASV000046	1	0.003386
ASV003973	1	0.013608000000000002
ASV003671	1	0.119237
ASV003771	1	0.013366999999999999
ASV017993	1	0.030883999999999998
ASV002081	1	0.026146
ASV001250	1	0.021345
ASV001686	1	0.00015
ASV001907	1	0.07169400000000001
ASV001330	1	0.07387300000000001
ASV001979	1	0.049175
ASV001671	1	0.047486
ASV008589	1	0.10463399999999999
ASV000090	1	0.015093
ASV000999	1	0.042595999999999995
ASV001186	1	0.031013
ASV007516	1	0.126315
ASV006743	1	0.172219
ASV000104	1	0.212725
ASV000519	1	0.212725
ASV007863	1	0.18831199999999998
ASV000364	1	0.043233999999999995
ASV003490	1	0.032216
ASV002024	1	0.12495999999999999
ASV003561	1	0.036775999999999996
ASV011254	1	0.038611
ASV011324	1	0.066113
ASV007537	1	0.042948
ASV009955	1	0.194675
ASV001041	1	0.0066170000000000005
ASV000135	3	0.001695
ASV003980	10	19.523984
ASV000801	10	30.550527000000002
ASV002288	10	27.790759
ASV003493	10	2.025633
ASV008476	4	0.000103
ASV006245	1	0.060769000000000004
ASV009951	1	0.064252
ASV016334	1	0.060527
ASV001143	1	0.053073
ASV001156	1	0.051279
ASV008474	1	0.059894
ASV002733	1	0.058612
ASV006378	1	0.053142999999999996
ASV006992	1	0.06424099999999999
ASV012420	1	0.047739
ASV006748	1	0.049553
ASV013711	1	0.05533300000000001
ASV004871	1	0.437199
ASV005149	1	0.224373
ASV000839	1	0.220047
ASV007583	1	0.43136599999999997
ASV001609	1	0.43136599999999997
ASV002951	1	0.150077
ASV006998	1	0.15013800000000002
ASV006240	1	0.138743
ASV007553	1	0.152245
ASV001992	1	0.13786199999999998
ASV009362	1	0.140408
ASV008357	1	0.149582
ASV012433	1	0.134918
ASV008319	1	0.132785
ASV000580	1	0.116552
ASV006696	1	0.52025
ASV009367	1	0.471341
ASV006744	1	0.469947
ASV005729	1	0.45778
ASV005003	1	0.516372
ASV002876	1	16.903796
ASV007815	1	13.131113000000001
ASV001513	1	0.470513
ASV001858	1	0.473525
ASV001717	1	0.179605
ASV005454	1	0.09850700000000001
ASV003439	1	0.10578699999999999
ASV001584	1	0.07954299999999999
ASV003862	1	0.054965
ASV000851	1	0.07559099999999999
ASV005142	1	0.074754
ASV003147	1	0.044150999999999996
ASV004991	1	0.079016
ASV003416	1	0.070845
ASV000479	1	0.047792
ASV016291	1	0.058883000000000005
ASV001355	1	0.613751
ASV004282	1	0.613751
ASV008591	2	0.479534
ASV007554	2	0.5383859999999999
ASV016279	2	0.427122
ASV000264	2	0.246142
ASV000553	4	0.212439
ASV006453	2	0.26665700000000003
ASV008583	1	0.428734
ASV005275	1	0.428734
ASV000847	1	0.428734
ASV002438	1	0.428734
ASV002164	1	0.428734
ASV009953	1	0.428734
ASV001566	1	0.428734
ASV002602	1	0.428734
ASV003306	1	0.124135
ASV002861	1	0.11817000000000001
ASV003026	1	0.096637
ASV002048	1	0.105065
ASV000415	1	0.127305
ASV008586	1	0.10507899999999999
ASV002567	1	0.130501
ASV003345	1	0.127627
ASV002485	1	0.106484
ASV011850	1	0.102502
ASV005574	1	0.09965700000000001
ASV005722	1	0.109421
ASV012158	1	0.133885
ASV002189	1	0.11292999999999999
ASV011281	1	0.111821
ASV008314	1	0.12196300000000002
ASV007461	1	0.146483
ASV009417	1	0.119698
ASV006996	1	0.112238
ASV004324	1	0.131466
ASV005897	1	0.10143200000000001
ASV011811	1	0.123366
ASV001969	1	0.11920399999999999
ASV011298	1	0.11699200000000001
ASV006993	1	0.102414
ASV009364	1	0.127325
ASV011304	1	0.11382
ASV012410	1	0.101235
ASV004516	1	0.108833
ASV004009	1	0.117372
ASV001850	1	0.108477
ASV001705	1	0.102034
ASV003468	1	0.107097
ASV006786	1	0.089422
ASV005108	1	0.113782
ASV009363	1	0.11571
ASV001910	1	0.10716300000000001
ASV002405	1	0.10156
ASV008101	1	0.104526
ASV001806	1	0.130885
ASV001678	1	0.101704
ASV001339	1	0.10860399999999999
ASV000481	1	0.093613
ASV005551	1	0.116327
ASV000202	1	0.106224
ASV002552	1	0.10875399999999999
ASV000714	1	0.104059
ASV001077	1	0.10335499999999999
ASV000134	1	0.106315
ASV004010	1	0.094898
ASV009941	1	0.10866500000000001
ASV000822	1	0.11012999999999999
ASV008872	1	0.089121
ASV001972	1	0.11078900000000001
ASV007800	1	0.082415
ASV007515	1	0.128414
ASV000435	1	0.113274
ASV009418	1	0.100151
ASV006692	1	0.10663900000000001
ASV002295	1	0.116496
ASV008861	1	0.07895
ASV002279	1	0.105465
ASV001943	1	0.125657
ASV005146	1	0.0831
ASV006221	1	0.12556099999999998
ASV007594	1	0.098381
ASV003283	1	0.09944800000000001
ASV008870	1	0.09121
ASV003779	1	0.082999
ASV007875	1	0.093292
ASV006702	1	0.089108
ASV003473	1	0.091322
ASV000426	1	0.090059
ASV001059	1	0.096614
ASV004046	1	0.097125
ASV002371	1	0.10330999999999999
ASV011330	1	0.10648900000000001
ASV007782	1	0.12015999999999999
ASV003255	1	0.110327
ASV009948	1	0.116578
ASV006299	1	0.09927899999999999
ASV005977	1	0.10141499999999999
ASV006741	1	0.077047
ASV012155	1	0.113435
ASV001936	1	0.10637200000000001
ASV005681	1	0.10361300000000001
ASV000788	1	0.085908
ASV001021	1	0.088078
ASV000883	1	0.07644400000000001
ASV002593	1	0.076258
ASV004887	1	0.097749
ASV002770	1	0.10691800000000001
ASV005217	1	0.084343
ASV006740	1	0.10864700000000001
ASV001023	1	0.09741
ASV001273	1	0.09668
ASV004273	1	0.091185
ASV002200	1	0.089765
ASV002877	1	0.097808
ASV017995	1	0.11197599999999999
ASV000359	1	0.072946
ASV004611	1	0.1162
ASV000753	1	0.095085
ASV003286	1	0.08646799999999999
ASV016336	1	0.124368
ASV001016	1	0.09276799999999999
ASV002749	1	0.08215800000000001
ASV004002	1	0.072865
ASV002146	1	0.079899
ASV001082	1	0.07786799999999999
ASV004565	1	0.094445
ASV000881	1	0.096523
ASV004676	1	0.081976
ASV001377	1	0.080542
ASV007543	1	0.11178800000000001
ASV007570	1	0.89381
ASV002791	1	0.629484
ASV006242	1	0.6444840000000001
ASV007784	1	0.626765
ASV011261	1	0.661385
ASV007563	1	0.686459
ASV003656	1	0.41745
ASV001195	1	0.418458
ASV011316	1	0.395759
ASV006102	1	0.389997
ASV006219	1	0.154102
ASV003348	1	0.310531
ASV001312	1	0.035818
ASV002098	1	0.035517
ASV001029	1	0.036157
