Group,RD01LCW3,RD21B2,RD21B3,RD30W1,RD30W2,RD30W3,RD30LCW1,RD30LCW2,RD30LCW3,RD30LC1,RD01LC1,RD30LC2,RD30LC3,RD30P1,RD30P2,RD30P3,RD30WP1,RD30WP2,RD30WP3,RD30B1,RD30B2,RD01LC2,RD30B3,RD42W1,RD42W2,RD42W3,RD42LCW1,RD42LCW2,RD42LCW3,RD42LC1,RD01LC3,RD42LC3,RD42P2,RD42P3,RD42WP1,RD42WP2,RD42WP3,RD42B1,RD42B2,RD42B3,RD01P1,RD01P2,RD01P3,RD01WP1,RD01WP2,RD01WP3,RD00I2,RD01B1,RD01B2,RD01B3,RD03W1,RD03W2,RD03W3,RD03LCW1,RD03LCW2,RD03LCW3,RD00I3,RD03LC1,RD03LC2,RD03LC3,RD03P1,RD03P2,RD03P3,RD03WP1,RD03WP2,RD03WP3,RD03B1,RD00I4,RD03B2,RD03B3,RD07W1,RD07W2,RD07W3,RD07LCW1,RD07LCW2,RD07LCW3,RD07LC1,RD01W1,RD07LC2,RD07LC3,RD07P1,RD07P2,RD07P3,RD07WP1,RD07WP2,RD07WP3,RD07B1,RD07B2,RD01W2,RD07B3,RD14W1,RD14W2,RD14W3,RD14LCW1,RD14LCW2,RD14LCW3,RD14LC1,RD14LC2,RD01W3,RD14LC3,RD14P1,RD14P2,RD14P3,RD14WP1,RD14WP2,RD14WP3,RD14B1,RD14B2,RD14B3,RD01LCW1,RD21W1,RD21W2,RD21W3,RD21LCW1,RD21LCW2,RD21LCW3,RD21LC1,RD21LC2,RD21LC3,RD01LCW2,RD21P1,RD21P2,RD21P3,RD21WP1,RD21WP2,RD21WP3,RD21B1
ASV27 Rhizobiales_Incertae_Sedis,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.8918202981106265,3.784189633918261,3.9318256327243257,4.07753744390572,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.718498871295094,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.007333185232471,4.736198448394496,5.247024072160486,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,2.833213344056216,4.219507705176107,4.406719247264253,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.02535169073515,-9.210340371976182,2.995732273553991,3.5553480614894135,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,0.0,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,3.1354942159291497,3.295836866004329,0.0,4.442651256490317,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.465908118654584,3.5263605246161616,4.653960350157523,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182
ASV28 Roseivirga,-9.210340371976182,4.418840607796598,4.553876891600541,4.912654885736052,4.343805421853684,5.030437921392435,3.58351893845611,4.418840607796598,3.295836866004329,6.774223886357614,-9.210340371976182,6.551080335043404,6.218600119691729,2.302585092994046,3.784189633918261,3.4965075614664802,3.6888794541139363,3.6888794541139363,3.784189633918261,4.948759890378168,3.7376696182833684,-9.210340371976182,4.672828834461906,4.2626798770413155,3.8501476017100584,3.970291913552122,2.302585092994046,2.8903717578961645,2.8903717578961645,4.430816798843313,-9.210340371976182,4.990432586778736,2.1972245773362196,3.7612001156935624,3.828641396489095,3.258096538021482,2.5649493574615367,3.970291913552122,3.8918202981106265,4.189654742026425,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,1.3862943611198906,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,1.3862943611198906,1.0986122886681098,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.382026634673881,5.225746673713202,4.499809670330265,5.1298987149230735,5.062595033026967,4.23410650459726,5.652489180268651,-9.210340371976182,4.454347296253507,5.0238805208462765,1.791759469228055,4.060443010546419,5.765191102784844,4.59511985013459,3.332204510175204,3.970291913552122,4.736198448394496,3.2188758248682006,-9.210340371976182,4.02535169073515,5.1647859739235145,5.786897381366708,4.584967478670572,5.209486152841421,5.062595033026967,4.976733742420574,5.25227342804663,4.912654885736052,-9.210340371976182,5.823045895483019,4.653960350157523,4.330733340286331,5.497168225293202,4.9344739331306915,4.955827057601261,4.8283137373023015,4.007333185232471,3.6109179126442243,3.9318256327243257,-9.210340371976182,5.820082930352362,5.723585101952381,5.25227342804663,5.627621113690637,6.144185634125646,5.209486152841421,6.484635235635252,5.627621113690637,5.940171252720432,-9.210340371976182,4.356708826689592,4.110873864173311,5.087596335232384,4.532599493153256,4.31748811353631,4.02535169073515,4.04305126783455
ASV29 Vibrio alginolyticus,4.634728988229636,2.9444389791664403,2.6390573296152584,4.04305126783455,3.9512437185814275,3.828641396489095,4.499809670330265,4.454347296253507,4.663439094112067,5.043425116919247,4.23410650459726,5.093750200806762,4.356708826689592,4.02535169073515,4.564348191467836,3.1780538303479458,3.9889840465642745,4.584967478670572,5.117993812416755,2.8903717578961645,2.0794415416798357,4.634728988229636,2.4849066497880004,5.062595033026967,4.820281565605037,4.31748811353631,4.61512051684126,5.075173815233827,5.062595033026967,5.717027701406222,5.247024072160486,5.075173815233827,4.1588830833596715,4.219507705176107,4.356708826689592,5.062595033026967,5.187385805840755,3.1354942159291497,3.1780538303479458,2.3978952727983707,4.927253685157205,4.962844630259907,5.231108616854587,4.836281906951478,5.3706380281276624,4.0943445622221,4.02535169073515,2.6390573296152584,2.3978952727983707,2.1972245773362196,4.248495242049359,4.997212273764115,4.9344739331306915,5.817111159963204,3.295836866004329,4.007333185232471,3.6109179126442243,4.290459441148391,4.7535901911063645,5.351858133476067,4.919980925828125,4.875197323201151,4.812184355372417,4.7535901911063645,5.537334267018537,5.093750200806762,3.044522437723423,3.295836866004329,2.1972245773362196,2.0794415416798357,3.784189633918261,5.135798437050262,4.04305126783455,5.099866427824199,4.574710978503383,4.77912349311153,4.663439094112067,3.4339872044851463,4.624972813284271,4.564348191467836,3.713572066704308,4.812184355372417,4.8283137373023015,4.394449154672439,5.049856007249537,4.605170185988092,2.8903717578961645,1.6094379124341003,3.970291913552122,2.8903717578961645,4.477336814478207,3.6375861597263857,3.258096538021482,4.477336814478207,3.713572066704308,5.0106352940962555,3.912023005428146,4.04305126783455,4.30406509320417,4.74493212836325,4.442651256490317,4.219507705176107,4.189654742026425,5.0369526024136295,5.0369526024136295,4.663439094112067,2.0794415416798357,2.9444389791664403,1.3862943611198906,4.343805421853684,4.890349128221754,4.356708826689592,4.02535169073515,5.049856007249537,4.77912349311153,5.25227342804663,4.356708826689592,3.6635616461296463,4.997212273764115,4.382026634673881,4.532599493153256,4.219507705176107,4.0943445622221,4.189654742026425,4.77912349311153,4.060443010546419,1.791759469228055
ASV30 Pedomicrobium,1.791759469228055,-9.210340371976182,0.6931471805599453,1.0986122886681098,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.04305126783455,3.828641396489095,3.5263605246161616,3.6375861597263857,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.477336814478207,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.0986122886681098,0.0,3.1780538303479458,4.653960350157523,5.170483995038151,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,0.0,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,0.0,-9.210340371976182,3.6635616461296463,4.795790545596741,5.075173815233827,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,4.836281906951478,-9.210340371976182,3.9889840465642745,4.04305126783455,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.58351893845611,4.07753744390572,-9.210340371976182,4.875197323201151,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.897839799950911,4.23410650459726,5.75890177387728,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.0986122886681098
ASV31 Alteromonas,5.8377304471659395,-9.210340371976182,-9.210340371976182,2.772588722239781,2.1972245773362196,3.091042453358316,3.091042453358316,2.1972245773362196,2.6390573296152584,5.375278407684165,5.030437921392435,4.174387269895637,5.0689042022202315,2.0794415416798357,3.7376696182833684,2.5649493574615367,2.6390573296152584,3.258096538021482,2.302585092994046,-9.210340371976182,-9.210340371976182,6.093569770045136,-9.210340371976182,1.3862943611198906,1.791759469228055,2.3978952727983707,0.0,0.6931471805599453,2.833213344056216,3.8066624897703196,6.206575926724928,4.59511985013459,1.791759469228055,2.995732273553991,2.1972245773362196,2.302585092994046,0.6931471805599453,-9.210340371976182,-9.210340371976182,0.6931471805599453,5.017279836814924,4.9344739331306915,4.852030263919617,5.017279836814924,4.812184355372417,4.127134385045092,4.127134385045092,-9.210340371976182,-9.210340371976182,0.0,3.713572066704308,4.61512051684126,3.912023005428146,6.261491684321042,5.1298987149230735,5.480638923341991,3.5263605246161616,4.897839799950911,5.564520407322694,6.610696044717759,4.532599493153256,4.605170185988092,4.2626798770413155,4.624972813284271,4.356708826689592,4.0943445622221,-9.210340371976182,3.1780538303479458,0.0,-9.210340371976182,2.302585092994046,3.4339872044851463,2.772588722239781,5.978885764901122,5.3706380281276624,5.69035945432406,6.052089168924417,1.0986122886681098,5.883322388488279,5.991464547107982,0.6931471805599453,3.8066624897703196,4.02535169073515,4.127134385045092,3.8501476017100584,3.6888794541139363,-9.210340371976182,-9.210340371976182,3.2188758248682006,-9.210340371976182,3.2188758248682006,3.258096538021482,1.9459101490553132,4.812184355372417,3.970291913552122,4.700480365792417,5.805134968916488,5.231108616854587,1.791759469228055,5.8522024797744745,3.295836866004329,3.970291913552122,3.5263605246161616,3.9318256327243257,4.007333185232471,3.6109179126442243,-9.210340371976182,-9.210340371976182,-9.210340371976182,5.652489180268651,3.1780538303479458,3.258096538021482,3.332204510175204,3.8066624897703196,4.07753744390572,4.0943445622221,5.480638923341991,5.872117789475416,5.10594547390058,5.3230099791384085,3.295836866004329,3.258096538021482,3.044522437723423,3.6375861597263857,3.828641396489095,2.9444389791664403,-9.210340371976182
ASV32 Reyranella,-9.210340371976182,-9.210340371976182,0.6931471805599453,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.4657359027997265,3.332204510175204,3.713572066704308,3.6109179126442243,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.59511985013459,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.5553480614894135,4.795790545596741,4.68213122712422,-9.210340371976182,1.0986122886681098,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,1.3862943611198906,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.5553480614894135,4.74493212836325,4.812184355372417,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.532599493153256,-9.210340371976182,3.6375861597263857,3.8501476017100584,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,3.5263605246161616,3.4965075614664802,-9.210340371976182,4.74493212836325,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.1588830833596715,2.995732273553991,4.499809670330265,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182
ASV33 Paucibacter,-9.210340371976182,-9.210340371976182,1.0986122886681098,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,3.8501476017100584,4.219507705176107,3.8501476017100584,3.871201010907891,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,5.003946305945459,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.5263605246161616,4.882801922586371,5.017279836814924,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,1.0986122886681098,0.6931471805599453,0.0,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,2.995732273553991,4.553876891600541,4.6443908991413725,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,4.174387269895637,-9.210340371976182,3.1780538303479458,3.4011973816621555,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.0986122886681098,-9.210340371976182,0.0,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.044522437723423,3.5553480614894135,-9.210340371976182,4.454347296253507,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.454347296253507,3.091042453358316,4.875197323201151,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,0.6931471805599453
ASV34 Oricola cellulosilytica,0.0,6.803505257608338,6.666956792429207,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.791759469228055,0.0,0.6931471805599453,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,0.0,-9.210340371976182,0.0,6.99117688712121,6.5638555265321274,1.6094379124341003,6.541029999189903,-9.210340371976182,-9.210340371976182,0.0,0.0,-9.210340371976182,-9.210340371976182,1.6094379124341003,-9.210340371976182,2.1972245773362196,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,6.773080375655535,6.678342114654332,6.1903154058531475,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,0.6931471805599453,-9.210340371976182,1.6094379124341003,-9.210340371976182,1.3862943611198906,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,0.6931471805599453,2.9444389791664403,-9.210340371976182,3.4011973816621555,1.6094379124341003,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.0986122886681098,-9.210340371976182,1.3862943611198906,-9.210340371976182,1.6094379124341003,1.9459101490553132,-9.210340371976182,0.6931471805599453,1.6094379124341003,1.0986122886681098,0.0,0.6931471805599453,7.044032897274685,5.831882477283517,-9.210340371976182,6.338594078203183,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.044522437723423,2.5649493574615367,-9.210340371976182,1.3862943611198906,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,6.320768294250582,6.354370040797351,5.560681631015528,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,2.302585092994046,1.3862943611198906,-9.210340371976182,-9.210340371976182,0.6931471805599453,0.0,-9.210340371976182,-9.210340371976182,0.6931471805599453,6.102558594613569
ASV35 Sphingomonas,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,3.6109179126442243,3.4657359027997265,3.4011973816621555,2.8903717578961645,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,4.189654742026425,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,2.9444389791664403,4.532599493153256,4.700480365792417,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.0986122886681098,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,2.833213344056216,4.23410650459726,4.48863636973214,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.110873864173311,-9.210340371976182,3.091042453358316,3.2188758248682006,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,2.70805020110221,3.367295829986474,-9.210340371976182,4.219507705176107,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.0943445622221,2.8903717578961645,4.762173934797756,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182
ASV36 Lysobacter maris,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,5.0238805208462765,-9.210340371976182,5.7899601708972535,-9.210340371976182,-9.210340371976182,7.470793774195062,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,6.459904454377535,-9.210340371976182,5.62040086571715,-9.210340371976182,-9.210340371976182,7.698936199813447,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,2.0794415416798357,-9.210340371976182,3.6375861597263857,-9.210340371976182,-9.210340371976182,5.8377304471659395,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.02535169073515,-9.210340371976182,5.062595033026967,-9.210340371976182,-9.210340371976182,6.369900982828227,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,5.641907070938114,-9.210340371976182,5.986452005284438,-9.210340371976182,-9.210340371976182,7.150701457592526,2.302585092994046,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182
ASV37 Leptothrix,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.784189633918261,3.713572066704308,3.6888794541139363,3.6375861597263857,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.9889840465642745,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.044522437723423,4.553876891600541,4.7535901911063645,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,0.0,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.0986122886681098,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,2.772588722239781,4.007333185232471,4.143134726391533,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.9512437185814275,-9.210340371976182,3.044522437723423,3.6109179126442243,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.2188758248682006,3.4011973816621555,-9.210340371976182,4.1588830833596715,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,3.4965075614664802,3.044522437723423,4.634728988229636,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,0.0,-9.210340371976182
