Group,RD01LCW3,RD21B2,RD21B3,RD30W1,RD30W2,RD30W3,RD30LCW1,RD30LCW2,RD30LCW3,RD30LC1,RD01LC1,RD30LC2,RD30LC3,RD30P1,RD30P2,RD30P3,RD30WP1,RD30WP2,RD30WP3,RD30B1,RD30B2,RD01LC2,RD30B3,RD42W1,RD42W2,RD42W3,RD42LCW1,RD42LCW2,RD42LCW3,RD42LC1,RD01LC3,RD42LC3,RD42P2,RD42P3,RD42WP1,RD42WP2,RD42WP3,RD42B1,RD42B2,RD42B3,RD01P1,RD01P2,RD01P3,RD01WP1,RD01WP2,RD01WP3,RD00I2,RD01B1,RD01B2,RD01B3,RD03W1,RD03W2,RD03W3,RD03LCW1,RD03LCW2,RD03LCW3,RD00I3,RD03LC1,RD03LC2,RD03LC3,RD03P1,RD03P2,RD03P3,RD03WP1,RD03WP2,RD03WP3,RD03B1,RD00I4,RD03B2,RD03B3,RD07W1,RD07W2,RD07W3,RD07LCW1,RD07LCW2,RD07LCW3,RD07LC1,RD01W1,RD07LC2,RD07LC3,RD07P1,RD07P2,RD07P3,RD07WP1,RD07WP2,RD07WP3,RD07B1,RD07B2,RD01W2,RD07B3,RD14W1,RD14W2,RD14W3,RD14LCW1,RD14LCW2,RD14LCW3,RD14LC1,RD14LC2,RD01W3,RD14LC3,RD14P1,RD14P2,RD14P3,RD14WP1,RD14WP2,RD14WP3,RD14B1,RD14B2,RD14B3,RD01LCW1,RD21W1,RD21W2,RD21W3,RD21LCW1,RD21LCW2,RD21LCW3,RD21LC1,RD21LC2,RD21LC3,RD01LCW2,RD21P1,RD21P2,RD21P3,RD21WP1,RD21WP2,RD21WP3,RD21B1
ASV1 Vibrio,8.794218683679489,8.975630184290507,8.878776071707552,8.496786381638575,8.577347114235984,8.642944396721798,8.766394277049736,8.496990484098719,8.48920515487607,8.962519832949532,7.978310969867722,9.0173622349937,8.494333897270154,7.903226808730733,8.562740006372207,7.635303886259415,8.03398273468322,8.729558869558568,8.994420665751292,9.050171619823361,8.77909581088053,8.760296220470051,8.717190933223135,8.700514248543275,8.897682313454224,8.646289764750648,8.289790583181643,8.74957394808293,9.010180657052349,9.283311984432006,9.028698584086985,8.761863373274727,7.813591552952433,8.153061946801051,8.537975730598767,8.581669210600602,8.757469141470748,8.855948534052018,8.81269461292015,8.372860820526318,8.882530508433623,8.936824154997302,8.97449144816442,8.792245847467877,8.988321188323683,8.125039097367745,8.267448958304849,9.484785217645943,9.273878392780171,9.281916570465405,8.37516869138682,8.984443032465352,9.071423072789514,9.598320165743328,7.847371836159788,8.319473692442186,7.7702232041587855,8.28374674710613,8.798756582859841,9.354094335620879,9.001962272862446,8.627302414096267,8.785539527561276,8.724044745953469,9.189218875354072,8.965462328515967,9.096947684621092,7.278628942320682,9.23600811872476,8.75557997214314,8.324821298768782,9.194007717355285,8.408716715080153,9.101306450952048,8.636219897837877,8.708639655987193,8.742893471512136,7.1808311990445555,8.54907938027856,9.124455632819013,7.206377291472252,8.81936971001847,8.894944460956886,8.731336360533149,8.770594329891145,8.512783482927537,9.546312483555713,8.821289805136113,7.952263308657046,9.125326997649227,8.550434525196039,8.690137586397595,7.829630389150193,8.667335849845957,7.847762537473608,8.677780256064185,8.196436811235028,8.388450315523512,8.280204233279974,8.740016691519521,8.577911926450943,8.45765547870004,8.36240897761537,9.021115038865434,9.078978053779355,8.728102205062104,9.048762176320128,8.965973184210347,8.546557800046141,8.437283808187935,9.056956065076825,8.808518618782816,8.506738733512378,9.096835671179361,8.854379458771108,9.080687163749312,8.113726085970747,8.666474894131992,8.90354343566472,8.492285555710053,8.651898894268529,8.494538500851432,8.37816098272068,8.499029220788566,8.862766742283796,7.9391588179567965,8.132706489693264
ASV2 Alteromonas,8.731336360533149,4.2626798770413155,2.5649493574615367,5.488937726156687,5.030437921392435,5.971261839790462,5.030437921392435,4.532599493153256,5.204006687076795,7.05617528410041,7.5883236773352225,6.208590026096629,7.0707241072602764,5.313205979041787,6.480044561926653,5.087596335232384,5.627621113690637,6.626717749249025,5.135798437050262,4.477336814478207,3.332204510175204,8.52793528794814,2.833213344056216,4.356708826689592,4.276666119016055,4.672828834461906,3.6109179126442243,4.382026634673881,5.272999558563747,5.749392985908253,8.830104317913793,6.836259277277067,5.375278407684165,5.8916442118257715,5.680172609017068,5.8971538676367405,3.871201010907891,3.970291913552122,3.5263605246161616,2.833213344056216,7.970394907191429,7.725771441587952,7.83241092718792,7.535830462798367,8.019941687677365,6.940222469119639,6.829793737512425,4.127134385045092,4.394449154672439,5.10594547390058,6.630683385642372,7.240649694255466,6.760414691083428,9.0442857876461,7.4977617006225685,8.193953023563742,6.455198563340122,7.722234744709607,8.028129059431759,9.253591413970497,7.581209826196346,7.443663683115591,7.409741954080923,7.372118028337787,7.924072324923417,7.069874128458572,2.995732273553991,5.908082938168931,3.9318256327243257,2.0794415416798357,5.14166355650266,6.556778356158042,5.697093486505405,8.783702698635217,8.014004994779459,8.443331342817782,8.91085558740525,4.584967478670572,8.327000740241713,8.84159284680318,4.418840607796598,6.813444599510896,7.081708586105575,6.804614520062624,7.304515946460155,6.714170529909472,4.394449154672439,2.995732273553991,5.680172609017068,3.1780538303479458,5.153291594497779,5.8888779583328805,4.477336814478207,7.424761761823209,6.556778356158042,7.446585099157725,8.568836424568076,7.837159650001675,5.393627546352362,8.621373010325902,6.169610732491456,6.295266001439646,6.186208623900494,6.298949246855942,7.001245622069476,6.447305862541213,2.70805020110221,3.1780538303479458,2.0794415416798357,8.445052513638554,5.823045895483019,6.12029741895095,5.940171252720432,6.063785208687608,6.3080984415095305,6.660575149839686,8.116417072794205,8.483222671845084,8.081475040137052,7.742835955430749,6.236369590203704,6.021023349349527,6.354370040797351,6.261491684321042,6.98933526597456,5.4638318050256105,3.044522437723423
ASV3 Bacillus,8.022568946988255,-9.210340371976182,-9.210340371976182,7.793999089503996,7.643961949002529,7.909122183211411,8.12533508671429,7.515889085215125,7.616283561580385,8.4040244933106,5.480638923341991,7.470224135899966,7.409741954080923,5.575949103146316,7.084226422097916,6.049733455231958,5.4510384535657,6.437751649736401,6.6240652277998935,0.0,-9.210340371976182,6.663132695990803,0.0,7.295735072749282,7.470793774195062,6.922643891475888,6.838405200847344,7.45182223652793,7.7823903355874595,8.265392930852224,6.139884552226255,7.213768308118642,6.089044875446846,7.07326971745971,5.918893854273146,5.968707559985366,6.018593214496234,-9.210340371976182,0.6931471805599453,0.6931471805599453,7.147559271189454,7.187657164114956,7.450660796211539,5.910796644040527,6.593044534142437,5.631211781821365,0.6931471805599453,-9.210340371976182,1.0986122886681098,0.0,7.586803535162581,7.895436006942965,8.032035314398824,7.5480289699350145,6.030685260261263,6.1463292576688975,1.0986122886681098,6.7580945044277305,6.927557906278317,7.356279876550748,6.513230110912307,6.588926477533519,6.535241271013659,5.921578419643816,5.846438775057725,5.342334251964811,-9.210340371976182,1.0986122886681098,-9.210340371976182,0.0,7.114769448366463,8.330622620332868,7.582738488914411,7.494430215031565,6.877296071497429,6.637258031284457,6.93537044601511,6.590301048196686,6.937314081223682,6.822197390620491,4.672828834461906,6.520621127558696,7.001245622069476,5.44673737166631,5.940171252720432,5.755742213586912,-9.210340371976182,0.0,7.264730177929867,-9.210340371976182,7.6544432264701125,7.9291264873067995,6.594413459749778,7.664815785285735,6.612041034833092,7.004881989712859,6.652863029353347,6.095824562432225,7.463363045520021,6.484635235635252,6.742880635791903,7.036148493750536,7.037027614686276,6.016157159698354,6.587550014824796,6.371611847231857,-9.210340371976182,0.0,-9.210340371976182,7.358830898342354,8.077136638538454,7.845807502637805,7.6246189861593985,8.03689677268507,7.8528278122817445,7.91644286012226,7.367077059881012,6.625392368007956,7.2485040723706105,7.488293515159428,7.02197642307216,7.141245122350491,7.1180162044653335,6.39024066706535,6.75110146893676,6.021023349349527,0.6931471805599453
ASV4 Vibrio,6.93828448401696,7.259116128097101,7.286191714702382,6.61338421837956,6.6039438246004725,6.682108597449809,6.498282149476434,6.410174881966167,6.373319789577012,6.682108597449809,6.194405391104672,6.882437470997847,6.222576268071369,5.976350909297934,6.767343125265392,5.638354669333745,6.406879986069314,6.729824070489475,6.942156705699469,7.240649694255466,7.191429330036379,7.088408778675395,7.238496840894365,6.741700694652055,6.893656354602635,6.516193076042964,5.8916442118257715,6.666956792429207,6.849066282633458,7.00850518208228,7.601402334583733,6.473890696352274,5.973809611869261,6.1903154058531475,7.094234845924755,6.71174039505618,6.7580945044277305,7.044905117129371,6.984716320118266,6.921658184151129,7.134890851565884,7.154615356913663,7.142827401161621,7.2633296174768365,7.181591944611865,6.255750041753367,6.853299093186078,7.353081920515432,7.422373700986824,7.224753405767971,6.456769655572163,6.892641641172089,6.8690144506657065,7.487173694213739,5.976350909297934,6.39024066706535,6.289715570908998,6.255750041753367,6.996681488176539,7.506042178518122,7.217443431696533,6.75343791859778,7.009408932708637,7.221835825288449,7.2813856635702825,7.046647277848756,7.719573989259581,5.8944028342648505,8.054204897064407,7.688913336864796,6.304448802421981,7.0630481633881725,6.322565239927284,6.97354301952014,6.674561391814426,6.6039438246004725,6.8690144506657065,5.293304824724492,6.74993119378857,7.390798521735676,5.241747015059643,6.912742820493176,7.009408932708637,7.228388451573604,6.823286122355687,6.580639137284949,7.810758116529357,7.2633296174768365,5.82600010738045,7.616283561580385,6.48768401848461,6.637258031284457,5.575949103146316,6.398594934535208,5.796057750765372,6.450470422144176,6.278521424165844,6.331501849893691,6.144185634125646,6.542471960506805,6.519147287940395,6.498282149476434,6.304448802421981,7.454141078146678,7.080867896690782,6.543911845564792,7.085901464365611,7.264730177929867,6.855408798609928,6.551080335043404,7.00033446027523,6.769641976852503,6.440946540632921,6.80128303447162,6.704414354964107,6.71901315438526,5.7430031878094825,6.439350371100098,6.756932389247553,6.651571873589727,6.687108607866515,6.616065185132817,6.361302477572996,6.967909201801884,6.856461984594587,5.966146739123692,6.345636360828596
ASV5 Sediminibacterium salmoneum,2.0794415416798357,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,4.941642422609304,4.820281565605037,5.10594547390058,4.382026634673881,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,0.0,5.645446897643238,0.0,-9.210340371976182,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.90527477843843,5.552959584921617,6.100318952020064,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.6094379124341003,0.0,0.0,-9.210340371976182,1.0986122886681098,-9.210340371976182,-9.210340371976182,-9.210340371976182,4.605170185988092,5.583496308781699,5.7430031878094825,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,0.0,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,5.594711379601839,-9.210340371976182,4.110873864173311,4.48863636973214,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,-9.210340371976182,1.0986122886681098,-9.210340371976182,1.6094379124341003,-9.210340371976182,1.9459101490553132,-9.210340371976182,-9.210340371976182,4.543294782270004,4.553876891600541,1.0986122886681098,5.948034989180646,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.0986122886681098,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,1.3862943611198906,1.791759469228055,1.3862943611198906,-9.210340371976182,-9.210340371976182,1.0986122886681098,0.6931471805599453,5.303304908059076,4.859812404361672,6.419994928147142,0.0,0.0,-9.210340371976182,0.0,-9.210340371976182,0.0,-9.210340371976182,0.6931471805599453
ASV6 Pseudoalteromonas,5.313205979041787,0.0,-9.210340371976182,7.736743682453495,6.270988431858299,3.6635616461296463,6.104793232414985,7.0825485693553,5.14166355650266,6.588926477533519,7.275172319452771,7.5256399750415355,5.8916442118257715,5.3471075307174685,5.831882477283517,5.5909869805108565,6.056784013228625,5.003946305945459,6.598509028614515,-9.210340371976182,-9.210340371976182,7.030857476116121,-9.210340371976182,7.48324441607385,6.565264970035361,3.970291913552122,5.41610040220442,7.322510433997394,5.71042701737487,6.912742820493176,7.474204806496124,6.124683390894205,5.267858159063328,6.728628613084702,6.725033642166843,4.77912349311153,6.391917113392602,-9.210340371976182,-9.210340371976182,0.0,7.194436851100335,7.242082359256962,7.068172000388042,6.9363427358340495,3.7612001156935624,6.113682179832232,4.23410650459726,1.0986122886681098,0.0,-9.210340371976182,6.959398512133975,5.673323267171493,3.295836866004329,6.3080984415095305,5.840641657373398,4.59511985013459,4.04305126783455,6.675823221634848,7.56734567601324,7.76004068088038,7.123672785204607,6.763884908562435,6.709304340258298,6.907755278982137,5.236441962829949,6.366470447731438,0.0,3.367295829986474,0.0,0.0,6.6240652277998935,5.501258210544727,3.332204510175204,5.771441123130016,6.284134161070802,4.844187086458591,7.255591274253665,5.799092654460526,6.837332814685591,6.525029657843462,4.634728988229636,6.437751649736401,6.184148890937483,6.3818160174060985,4.941642422609304,6.0867747269123065,0.0,0.0,3.828641396489095,-9.210340371976182,7.422971251049421,5.8998973535824915,1.9459101490553132,5.5093883366279774,6.07073772800249,4.890349128221754,6.78105762593618,5.958424693029782,2.833213344056216,5.6240175061873385,6.478509642208569,5.802118375377063,6.517671272912275,6.834108738813838,4.955827057601261,6.775366090936392,-9.210340371976182,0.0,0.0,5.44673737166631,7.9561263512135,5.75890177387728,4.07753744390572,5.752572638825633,7.54274354536855,5.1647859739235145,6.104793232414985,6.693323668269949,6.156978985585555,6.4425401664681985,6.650279048587422,5.713732805509369,6.5722825426940075,6.18826412308259,4.574710978503383,6.013715156042802,0.0
ASV7 Sunxiuqinia,-9.210340371976182,7.026426808699636,7.029087564149662,7.069874128458572,6.472346294500901,6.939253946041508,5.267858159063328,5.3612921657094255,4.795790545596741,4.07753744390572,-9.210340371976182,4.919980925828125,3.4965075614664802,5.91350300563827,7.501634457883413,5.926926025970411,6.666956792429207,7.201916317531627,7.578145472419466,7.222566018822171,6.6039438246004725,-9.210340371976182,6.794586580876499,6.920671504248683,6.933423025730715,6.650279048587422,3.9318256327243257,5.560681631015528,4.962844630259907,4.3694478524670215,-9.210340371976182,3.9318256327243257,6.139884552226255,7.134890851565884,7.1316985104669115,6.962243464266207,6.838405200847344,6.818924065275521,6.748759547491679,6.536691597591305,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,0.6931471805599453,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,-9.210340371976182,0.0,0.0,0.6931471805599453,-9.210340371976182,0.0,-9.210340371976182,-9.210340371976182,0.0,-9.210340371976182,3.1780538303479458,5.153291594497779,4.7535901911063645,2.6390573296152584,1.791759469228055,1.9459101490553132,4.897839799950911,0.0,2.9444389791664403,3.1354942159291497,5.0238805208462765,7.337587743538596,7.709308333385869,7.825644732219989,7.519692404116539,7.237059026124737,5.0238805208462765,4.955827057601261,-9.210340371976182,1.0986122886681098,6.148468295917647,6.280395838960195,5.739792912179234,5.117993812416755,4.820281565605037,4.543294782270004,3.6635616461296463,4.787491742782046,-9.210340371976182,6.716594773520978,7.256297239690681,7.160845906664299,7.176254532017144,7.53689712956617,7.7475968386928855,7.16703787691222,7.29641326877392,7.290292882446597,6.777646593635117,0.0,7.30854279753919,7.062191632286556,6.794586580876499,5.703782474656201,5.991464547107982,5.056245805348308,4.48863636973214,5.384495062789089,4.7535901911063645,0.0,7.348587530927593,7.167809184316444,6.97914527506881,7.421775793644647,7.987864096085687,6.710523109452428,6.6052979209482015
ASV8 Alcanivorax,4.762173934797756,5.236441962829949,5.272999558563747,5.327876168789581,4.844187086458591,5.552959584921617,5.8377304471659395,5.2574953720277815,5.476463551931511,7.660114319173928,5.187385805840755,6.8690144506657065,6.913737350659685,5.683579767338681,6.659293919683638,5.19295685089021,5.0689042022202315,6.169610732491456,6.380122536899765,5.579729825986222,4.499809670330265,5.707110264748875,4.700480365792417,5.123963979403259,4.836281906951478,4.912654885736052,4.709530201312334,5.820082930352362,6.171700597410915,7.450079569807499,6.1903154058531475,8.961879012677683,6.184148890937483,7.518607216815252,5.4680601411351315,5.877735781779639,5.384495062789089,4.820281565605037,4.709530201312334,4.882801922586371,4.770684624465665,4.5217885770490405,4.51085950651685,4.700480365792417,5.075173815233827,3.9889840465642745,4.143134726391533,6.784457062637643,6.70073110954781,6.733401891837359,4.90527477843843,4.820281565605037,5.313205979041787,5.834810737062605,4.394449154672439,4.543294782270004,3.6109179126442243,6.541029999189903,6.406879986069314,6.959398512133975,5.655991810819852,5.272999558563747,5.7430031878094825,5.272999558563747,5.517452896464707,4.9344739331306915,6.131226489483141,3.367295829986474,6.333279628139691,5.908082938168931,4.844187086458591,5.337538079701318,5.093750200806762,5.783825182329737,5.2832037287379885,4.969813299576001,6.658011045870748,2.6390573296152584,7.0431599159883405,7.317212408359839,4.23410650459726,5.955837369464831,6.154858094016418,5.666426688112432,5.8377304471659395,5.60947179518496,6.6895992691789665,5.963579343618446,3.258096538021482,6.46302945692067,5.293304824724492,5.187385805840755,4.68213122712422,5.638354669333745,5.043425116919247,5.746203190540153,8.282230063296685,7.954723334497908,4.189654742026425,6.945051063725834,6.1675164908883415,5.786897381366708,5.82600010738045,5.993961427306569,6.156978985585555,5.666426688112432,5.455321115357702,5.241747015059643,4.948759890378168,4.204692619390966,5.860786223465865,5.545177444479562,5.247024072160486,6.0330862217988015,5.356586274672012,5.932245187448011,6.663132695990803,7.6638772587034705,6.697034247666484,4.276666119016055,6.274762021241939,6.269096283706261,5.976350909297934,5.54907608489522,6.1070228877422545,4.948759890378168,4.718498871295094
ASV9 Thiobacimonas profunda,6.853299093186078,6.154858094016418,5.736572297479192,5.087596335232384,4.912654885736052,5.318119993844216,6.621405651764134,5.723585101952381,6.023447592961033,6.555356891810665,5.337538079701318,6.4692503167957724,5.749392985908253,2.5649493574615367,3.9889840465642745,3.4339872044851463,3.367295829986474,4.31748811353631,5.2832037287379885,5.771441123130016,5.501258210544727,6.142037405587356,5.598421958998375,4.997212273764115,4.882801922586371,4.890349128221754,6.0014148779611505,6.104793232414985,6.274762021241939,7.2305631534092925,5.981414211254481,5.908082938168931,3.332204510175204,3.7612001156935624,4.59511985013459,3.6375861597263857,4.3694478524670215,5.552959584921617,5.877735781779639,5.062595033026967,6.363028103540465,6.520621127558696,6.777646593635117,6.270988431858299,6.577861357721047,5.488937726156687,5.313205979041787,6.3080984415095305,6.261491684321042,6.049733455231958,6.169610732491456,5.855071922202427,6.226536669287466,6.163314804034641,5.351858133476067,5.19295685089021,4.219507705176107,5.932245187448011,6.502790045915623,7.176254532017144,5.849324779946859,5.886104031450156,5.2574953720277815,5.568344503761097,5.602118820879701,4.962844630259907,6.679599185844383,4.23410650459726,7.037027614686276,5.986452005284438,6.118097198041348,6.214608098422191,5.823045895483019,6.3561076606958915,5.8916442118257715,6.2422232654551655,6.333279628139691,5.288267030694535,6.1675164908883415,6.535241271013659,4.276666119016055,5.60947179518496,5.53338948872752,5.60947179518496,5.488937726156687,5.062595033026967,6.890609120147166,5.981414211254481,5.942799375126701,6.419994928147142,5.924255797414532,5.7430031878094825,5.337538079701318,6.480044561926653,5.937536205082426,6.541029999189903,4.912654885736052,5.111987788356544,6.210600077024653,7.053585727193677,4.382026634673881,4.564348191467836,4.890349128221754,4.31748811353631,5.087596335232384,5.003946305945459,5.8289456176102075,6.052089168924417,5.375278407684165,6.586171654854675,5.840641657373398,5.303304908059076,4.890349128221754,6.811244378601294,6.756932389247553,6.883462586413092,6.466144724237619,5.8888779583328805,7.145196134997171,6.495265555937008,4.983606621708336,5.176149732573829,4.700480365792417,4.897839799950911,4.634728988229636,4.330733340286331,5.278114659230517
ASV10 Thalassospira lucentensis,6.335054251498059,2.0794415416798357,1.791759469228055,5.204006687076795,4.844187086458591,5.087596335232384,5.996452088619021,5.365976015021851,5.043425116919247,8.19229373114764,4.962844630259907,7.05444965813294,7.165493475060845,5.493061443340548,4.948759890378168,4.343805421853684,4.787491742782046,5.407171771460119,6.104793232414985,2.772588722239781,2.302585092994046,5.84354441703136,2.1972245773362196,5.181783550292085,5.4116460518550396,4.867534450455582,4.442651256490317,5.497168225293202,5.703782474656201,6.47543271670409,5.877735781779639,6.0330862217988015,3.7376696182833684,5.247024072160486,5.003946305945459,5.187385805840755,5.41610040220442,1.6094379124341003,0.6931471805599453,-9.210340371976182,5.4116460518550396,5.153291594497779,5.517452896464707,5.860786223465865,5.7745515455444085,4.990432586778736,1.9459101490553132,1.6094379124341003,2.302585092994046,0.6931471805599453,6.063785208687608,6.704414354964107,6.480044561926653,6.901737206656574,5.723585101952381,6.137727054086234,1.0986122886681098,6.3473892096560105,6.522092798170152,7.198931240688173,6.3578422665081,6.035481432524756,5.91350300563827,6.516193076042964,6.4457198193855785,5.855071922202427,1.9459101490553132,-9.210340371976182,3.1354942159291497,2.3978952727983707,5.937536205082426,6.870053411798126,6.238324625039508,6.7464121285733745,6.19644412779452,6.282266746896006,5.817111159963204,4.6443908991413725,5.857933154483459,6.163314804034641,6.198478716492308,5.808142489980444,6.045005314036012,6.326149473155099,6.0473721790462776,5.780743515792329,2.6390573296152584,2.5649493574615367,5.58724865840025,3.332204510175204,6.063785208687608,6.186208623900494,5.0689042022202315,5.955837369464831,5.730099782973574,6.53813982376767,5.0106352940962555,5.123963979403259,5.6131281063880705,6.22455842927536,6.852242569051878,5.2574953720277815,5.337538079701318,5.746203190540153,6.144185634125646,5.916202062607435,1.6094379124341003,1.0986122886681098,1.791759469228055,5.942799375126701,5.958424693029782,5.981414211254481,4.6913478822291435,6.53813982376767,6.274762021241939,6.492239835020471,6.131226489483141,5.337538079701318,6.669498089857879,5.869296913133774,6.779921907472252,5.1298987149230735,5.342334251964811,5.594711379601839,5.736572297479192,5.262690188904886,2.302585092994046
