Sample Name	Protocol REF	Parameter Value[instrument]	Parameter Value[manufacturer]	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Factor Value[project]
S0080	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788215	SRX2974517	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187281	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0081	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788228	SRX2974504	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187282	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0082	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788224	SRX2974508	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187283	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0083	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788313	SRX2974419	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187284	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0084	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788312	SRX2974420	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187285	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0085	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787993	SRX2974739	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187286	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0086	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787994	SRX2974738	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187287	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0087	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788249	SRX2974483	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187288	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0088	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788250	SRX2974482	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187289	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0089	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788251	SRX2974481	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187290	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0090	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788252	SRX2974480	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187291	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0091	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788253	SRX2974479	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187292	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0092	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788254	SRX2974478	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187293	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0093	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788025	SRX2974707	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187294	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0094	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788225	SRX2974507	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187295	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0095	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788414	SRX2974798	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187296	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0096	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788413	SRX2974799	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187297	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0097	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788412	SRX2974800	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187298	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0098	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788411	SRX2974801	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187299	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0099	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788410	SRX2974802	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187300	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0100	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788409	SRX2974803	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187301	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0101	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788408	SRX2974804	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187302	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0102	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788407	SRX2974805	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187303	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0103	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788426	SRX2974786	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187304	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0104	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788425	SRX2974787	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187305	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0105	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788087	SRX2974645	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187306	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0106	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788088	SRX2974644	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187307	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0107	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788085	SRX2974647	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187308	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0108	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788086	SRX2974646	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187309	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0109	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788083	SRX2974649	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187310	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0110	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788084	SRX2974648	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187311	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0111	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788081	SRX2974651	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187312	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0112	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788082	SRX2974650	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187313	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0114	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788089	SRX2974643	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187314	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0115	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788090	SRX2974642	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187315	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0116	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788221	SRX2974511	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187316	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0117	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788220	SRX2974512	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187317	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0118	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788223	SRX2974509	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187318	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0119	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788222	SRX2974510	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187319	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0120	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788217	SRX2974515	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187320	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0122	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788216	SRX2974516	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187321	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0123	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788219	SRX2974513	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187322	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0124	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788218	SRX2974514	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187323	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0125	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788227	SRX2974505	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187324	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0126	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788226	SRX2974506	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187325	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0127	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788320	SRX2974412	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187326	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0128	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788321	SRX2974411	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187327	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0129	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788322	SRX2974410	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187328	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0130	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788323	SRX2974409	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187329	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0131	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788316	SRX2974416	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187330	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0132	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788317	SRX2974415	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187331	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0133	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788318	SRX2974414	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187332	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0134	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788319	SRX2974413	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187333	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0135	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788314	SRX2974418	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187334	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0136	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788315	SRX2974417	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187335	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0137	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788452	SRX2974760	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187336	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0138	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788451	SRX2974761	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187337	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0139	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788450	SRX2974762	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187338	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0140	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788449	SRX2974763	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187339	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0141	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788456	SRX2974756	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187340	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0142	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788455	SRX2974757	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187341	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0143	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788454	SRX2974758	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187342	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0144	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788453	SRX2974759	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187343	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0145	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788448	SRX2974764	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187344	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0147	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788447	SRX2974765	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187345	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0148	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788112	SRX2974620	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187346	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0149	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788113	SRX2974619	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187347	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0150	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788110	SRX2974622	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187348	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0151	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788111	SRX2974621	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187349	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0152	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788116	SRX2974616	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187350	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0153	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788117	SRX2974615	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187351	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0154	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788114	SRX2974618	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187352	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0155	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788115	SRX2974617	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187353	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0156	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788108	SRX2974624	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187354	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0157	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788109	SRX2974623	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187355	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
