Source Name	Material Type	Term Source REF	Term Accession Number	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[geographical location]	Term Source REF	Term Accession Number	Characteristics[environment type]	Term Source REF	Term Accession Number	Characteristics[latitude]	Unit	Term Source REF	Term Accession Number	Characteristics[longitude]	Unit	Term Source REF	Term Accession Number	Characteristics[depth]	Unit	Term Source REF	Term Accession Number	Comment[cruise id]	Comment[cruise station]	Protocol REF	Comment[niskin bottle id]	Protocol REF	Sample Name	Factor Value[project]	Factor Value[collection time]
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	34.89531	degree	UO	UO:0000185	16.07692	degree	UO	UO:0000185	101.1	meter	UO	UO:0000008	D357	9	Sample collection	237826	DNA extraction	S0488	GEOTRACES	2010-11-10T12:29:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	36.4495	degree	UO	UO:0000185	13.21958	degree	UO	UO:0000185	6.3	meter	UO	UO:0000008	D357	3 reoccupied	Sample collection	237889	DNA extraction	S0489	GEOTRACES	2010-11-12T07:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	36.4495	degree	UO	UO:0000185	13.21958	degree	UO	UO:0000185	21.1	meter	UO	UO:0000008	D357	3 reoccupied	Sample collection	237887	DNA extraction	S0490	GEOTRACES	2010-11-12T07:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	36.4495	degree	UO	UO:0000185	13.21958	degree	UO	UO:0000185	40.7	meter	UO	UO:0000008	D357	3 reoccupied	Sample collection	237886	DNA extraction	S0491	GEOTRACES	2010-11-12T07:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	36.4495	degree	UO	UO:0000185	13.21958	degree	UO	UO:0000185	61.5	meter	UO	UO:0000008	D357	3 reoccupied	Sample collection	237882	DNA extraction	S0492	GEOTRACES	2010-11-12T07:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	36.4495	degree	UO	UO:0000185	13.21958	degree	UO	UO:0000185	80.9	meter	UO	UO:0000008	D357	3 reoccupied	Sample collection	237881	DNA extraction	S0493	GEOTRACES	2010-11-12T07:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	36.4495	degree	UO	UO:0000185	13.21958	degree	UO	UO:0000185	100.9	meter	UO	UO:0000008	D357	3 reoccupied	Sample collection	237880	DNA extraction	S0494	GEOTRACES	2010-11-12T07:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.25553	degree	UO	UO:0000185	7.72506	degree	UO	UO:0000185	6.1	meter	UO	UO:0000008	D357	11	Sample collection	237937	DNA extraction	S0495	GEOTRACES	2010-11-15T02:37:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.25553	degree	UO	UO:0000185	7.72506	degree	UO	UO:0000185	21.4	meter	UO	UO:0000008	D357	11	Sample collection	237936	DNA extraction	S0496	GEOTRACES	2010-11-15T02:37:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.25553	degree	UO	UO:0000185	7.72506	degree	UO	UO:0000185	51.2	meter	UO	UO:0000008	D357	11	Sample collection	237934	DNA extraction	S0497	GEOTRACES	2010-11-15T02:37:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.25553	degree	UO	UO:0000185	7.72506	degree	UO	UO:0000185	71.3	meter	UO	UO:0000008	D357	11	Sample collection	237933	DNA extraction	S0498	GEOTRACES	2010-11-15T02:37:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.25553	degree	UO	UO:0000185	7.72506	degree	UO	UO:0000185	91.5	meter	UO	UO:0000008	D357	11	Sample collection	237932	DNA extraction	S0499	GEOTRACES	2010-11-15T02:37:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.25553	degree	UO	UO:0000185	7.72506	degree	UO	UO:0000185	121.1	meter	UO	UO:0000008	D357	11	Sample collection	237930	DNA extraction	S0500	GEOTRACES	2010-11-15T02:37:00
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT156	Station ALOHA	Sample collection	1560200314	DNA extraction	S0501	HOT	2004-02-24
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	100	meter	UO	UO:0000008	HOT156	Station ALOHA	Sample collection	1560200308	DNA extraction	S0502	HOT	2004-02-24
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT156	Station ALOHA	Sample collection	1560200304	DNA extraction	S0503	HOT	2004-02-24
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	25	meter	UO	UO:0000008	HOT158	Station ALOHA	Sample collection	1580200313	DNA extraction	S0504	HOT	2004-04-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	125	meter	UO	UO:0000008	HOT158	Station ALOHA	Sample collection	1580200306	DNA extraction	S0505	HOT	2004-04-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT158	Station ALOHA	Sample collection	1580200304	DNA extraction	S0506	HOT	2004-04-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT159	Station ALOHA	Sample collection	1590200314	DNA extraction	S0507	HOT	2004-05-18
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	115	meter	UO	UO:0000008	HOT159	Station ALOHA	Sample collection	1590200307	DNA extraction	S0508	HOT	2004-05-18
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT159	Station ALOHA	Sample collection	1590200304	DNA extraction	S0509	HOT	2004-05-18
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT160	Station ALOHA	Sample collection	1600200414	DNA extraction	S0510	HOT	2004-06-15
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	125	meter	UO	UO:0000008	HOT160	Station ALOHA	Sample collection	1600200406	DNA extraction	S0511	HOT	2004-06-15
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT160	Station ALOHA	Sample collection	1600200404	DNA extraction	S0512	HOT	2004-06-15
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT162	Station ALOHA	Sample collection	1620200414	DNA extraction	S0513	HOT	2004-08-15
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	100	meter	UO	UO:0000008	HOT162	Station ALOHA	Sample collection	1620200408	DNA extraction	S0514	HOT	2004-08-15
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT162	Station ALOHA	Sample collection	1620200404	DNA extraction	S0515	HOT	2004-08-15
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT163	Station ALOHA	Sample collection	1630200414	DNA extraction	S0516	HOT	2004-09-28
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	115	meter	UO	UO:0000008	HOT163	Station ALOHA	Sample collection	1630200407	DNA extraction	S0517	HOT	2004-09-28
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT163	Station ALOHA	Sample collection	1630200404	DNA extraction	S0518	HOT	2004-09-28
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT164	Station ALOHA	Sample collection	1640201117	DNA extraction	S0519	HOT	2004-10-10
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	115	meter	UO	UO:0000008	HOT164	Station ALOHA	Sample collection	1640201108	DNA extraction	S0520	HOT	2004-10-10
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT164	Station ALOHA	Sample collection	1640201104	DNA extraction	S0521	HOT	2004-10-10
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT165	Station ALOHA	Sample collection	1650200419	DNA extraction	S0522	HOT	2004-11-10
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	100	meter	UO	UO:0000008	HOT165	Station ALOHA	Sample collection	1650200409	DNA extraction	S0523	HOT	2004-11-10
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT165	Station ALOHA	Sample collection	1650200404	DNA extraction	S0524	HOT	2004-11-10
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT166	Station ALOHA	Sample collection	1660200514	DNA extraction	S0525	HOT	2004-12-14
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	100	meter	UO	UO:0000008	HOT166	Station ALOHA	Sample collection	1660200508	DNA extraction	S0526	HOT	2004-12-14
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT166	Station ALOHA	Sample collection	1660200504	DNA extraction	S0527	HOT	2004-12-14
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT144	Station ALOHA	Sample collection	1440200914	DNA extraction	S0528	HOT	2003-01-17
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	125	meter	UO	UO:0000008	HOT144	Station ALOHA	Sample collection	1440200906	DNA extraction	S0529	HOT	2003-01-17
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT144	Station ALOHA	Sample collection	1440200904	DNA extraction	S0530	HOT	2003-01-17
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT145	Station ALOHA	Sample collection	1450200318	DNA extraction	S0531	HOT	2003-02-25
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	115	meter	UO	UO:0000008	HOT145	Station ALOHA	Sample collection	1450200308	DNA extraction	S0532	HOT	2003-02-25
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT145	Station ALOHA	Sample collection	1450200305	DNA extraction	S0533	HOT	2003-02-25
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT146	Station ALOHA	Sample collection	1460200314	DNA extraction	S0534	HOT	2003-03-28
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	125	meter	UO	UO:0000008	HOT146	Station ALOHA	Sample collection	1460200307	DNA extraction	S0535	HOT	2003-03-28
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT146	Station ALOHA	Sample collection	1460200304	DNA extraction	S0536	HOT	2003-03-28
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT147	Station ALOHA	Sample collection	1470200314	DNA extraction	S0537	HOT	2003-04-23
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	125	meter	UO	UO:0000008	HOT147	Station ALOHA	Sample collection	1470200306	DNA extraction	S0538	HOT	2003-04-23
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT147	Station ALOHA	Sample collection	1470200304	DNA extraction	S0539	HOT	2003-04-23
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT148	Station ALOHA	Sample collection	1480200316	DNA extraction	S0540	HOT	2003-05-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	115	meter	UO	UO:0000008	HOT148	Station ALOHA	Sample collection	1480200307	DNA extraction	S0541	HOT	2003-05-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT148	Station ALOHA	Sample collection	1480200304	DNA extraction	S0542	HOT	2003-05-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT149	Station ALOHA	Sample collection	1490200314	DNA extraction	S0543	HOT	2003-06-19
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	100	meter	UO	UO:0000008	HOT149	Station ALOHA	Sample collection	1490200308	DNA extraction	S0544	HOT	2003-06-19
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT149	Station ALOHA	Sample collection	1490200304	DNA extraction	S0545	HOT	2003-06-19
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT150	Station ALOHA	Sample collection	1500200314	DNA extraction	S0546	HOT	2003-07-19
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	125	meter	UO	UO:0000008	HOT150	Station ALOHA	Sample collection	1500200306	DNA extraction	S0547	HOT	2003-07-19
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT150	Station ALOHA	Sample collection	1500200304	DNA extraction	S0548	HOT	2003-07-19
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT151	Station ALOHA	Sample collection	1510200316	DNA extraction	S0549	HOT	2003-08-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	115	meter	UO	UO:0000008	HOT151	Station ALOHA	Sample collection	1510200307	DNA extraction	S0550	HOT	2003-08-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	175	meter	UO	UO:0000008	HOT151	Station ALOHA	Sample collection	1510200304	DNA extraction	S0551	HOT	2003-08-20
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	5	meter	UO	UO:0000008	HOT153	Station ALOHA	Sample collection	1530200314	DNA extraction	S0552	HOT	2003-11-09
HOT project Pacific Ocean Gyre seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean Gyre	GAZ	GAZ:00011770	ocean biome	ENVO	ENVO:01000048	22.75	degree	UO	UO:0000185	-158	degree	UO	UO:0000185	100	meter	UO	UO:0000008	HOT153	Station ALOHA	Sample collection	1530200308	DNA extraction	S0553	HOT	2003-11-09
