sequence,pcaG,pcaH,PETase,tphA2,tphA3,tphB
ASV004257,0,0,0,0,0,0
ASV004258,0,0,0,0,0,0
ASV004259,0,0,0,2,0,0
ASV004260,0,0,0,0,0,0
ASV004261,0,0,0,0,0,0
ASV004262,0,0,0,0,0,0
ASV004263,0,0,0,0,0,0
ASV004264,0,0,0,0,0,0
ASV004265,0,0,0,2,0,0
ASV004266,0,0,0,0,0,0
ASV004267,2,1,0,1,0,0
ASV004268,0,0,0,0,0,0
ASV004269,0,0,0,0,0,0
ASV004270,0,0,0,0,0,0
ASV004271,0,0,0,0,0,0
ASV004272,0,1,0,1,0,0
ASV004273,2,1,0,0,0,0
ASV004274,0,0,0,0,0,0
ASV004275,0,0,0,0,0,0
ASV004276,0,0,0,0,0,0
ASV004277,0,0,0,0,0,0
ASV004278,0,0,0,0,0,0
ASV004279,1,1,0,1,0,0
ASV004280,0,0,0,0,0,0
ASV004281,2,2,0,0,0,1
ASV004282,0,0,0,0,0,0
ASV004283,0,0,0,0,0,0
ASV004284,1,1,0,0,0,0
ASV004285,2,1,0,1,0,0
ASV004286,0,0,0,0,0,0
ASV004287,0,0,0,0,0,0
ASV004288,1,1,0,1,0,0
ASV004289,0,0,0,0,0,0
ASV004290,0,0,0,0,0,0
ASV004291,0,0,0,0,0,0
ASV004292,0,0,0,0,0,0
ASV004293,0,0,0,0,0,0
ASV004294,0,0,0,0,0,0
ASV004295,0,0,0,0,0,0
ASV004296,0,0,0,0,0,0
ASV004297,0,0,0,0,0,0
ASV004298,0,0,0,0,0,0
ASV004299,1,1,0,1,0,0
ASV004300,0,0,0,0,0,0
ASV004301,0,0,0,2,0,0
ASV004302,0,0,0,0,0,0
ASV004303,0,0,0,1,0,0
ASV004304,0,0,0,0,0,0
ASV004305,1,0,0,2,0,0
ASV004306,0,0,0,0,0,0
ASV004307,2,2,1,1,0,0
ASV004308,0,0,0,0,0,0
ASV004309,3,3,0,1,0,0
ASV004310,0,0,0,0,0,0
ASV004311,0,0,0,0,0,0
ASV004312,0,0,2,0,0,0
ASV004313,0,0,0,0,0,0
ASV004314,0,0,0,0,0,0
ASV004315,0,0,0,0,0,0
ASV004316,3,1,1,0,0,0
ASV004317,0,0,0,3,0,0
ASV004318,0,0,0,0,0,0
ASV004319,0,0,0,0,0,0
ASV004320,0,0,0,0,0,0
ASV004321,0,0,0,0,0,0
ASV004322,0,0,0,0,0,0
ASV004323,0,0,0,0,0,0
ASV004324,0,0,0,0,0,0
ASV004325,0,0,0,0,0,0
ASV004326,0,0,0,0,0,0
ASV004327,0,0,0,0,0,0
ASV004328,0,0,0,0,0,0
ASV004329,0,0,0,0,0,0
ASV004330,2,2,0,1,0,0
ASV004331,0,0,0,1,0,0
ASV004332,0,0,0,0,0,0
ASV004333,0,0,0,0,0,0
ASV004334,0,1,0,0,0,1
ASV004335,0,0,0,0,0,0
ASV004336,0,0,0,0,0,0
ASV004337,0,0,0,0,0,0
ASV004338,0,0,0,0,0,0
ASV004339,0,0,0,0,0,0
ASV004340,0,0,0,0,0,0
ASV004341,0,0,0,0,0,0
ASV004342,0,0,0,0,0,0
ASV004343,0,0,0,0,0,0
ASV004344,0,0,2,0,0,0
ASV004345,0,0,0,0,0,0
ASV004346,0,0,0,0,0,0
ASV004347,0,0,0,0,0,0
ASV004348,2,1,0,1,0,0
ASV004349,0,0,0,0,0,0
ASV004350,0,0,0,0,0,0
ASV004351,0,0,0,0,0,0
ASV004352,3,3,0,2,0,0
ASV004353,0,0,0,0,0,0
ASV004354,0,0,0,0,0,0
ASV004355,0,0,0,0,0,0
ASV004356,0,0,0,0,0,0
ASV004357,2,1,0,1,0,0
ASV004358,0,0,0,0,0,0
ASV004359,2,2,0,1,0,0
ASV004360,0,0,0,0,0,0
ASV004361,0,0,0,0,0,0
ASV004362,0,0,0,0,0,0
ASV004363,0,0,0,0,0,0
ASV004364,0,0,0,0,0,0
ASV004365,0,0,0,0,0,0
ASV004366,1,1,0,0,0,0
ASV004367,0,0,0,0,0,0
ASV004368,0,0,0,1,0,1
ASV004369,0,0,0,0,0,0
ASV004370,0,0,0,0,0,0
ASV004371,3,3,0,2,0,0
ASV004372,0,0,0,1,0,0
ASV004373,0,0,0,0,0,0
ASV004374,0,0,0,0,0,0
ASV004375,0,0,0,0,0,0
ASV004376,0,0,0,0,0,0
ASV004377,0,0,0,1,0,1
ASV004378,0,0,0,0,0,0
ASV004379,0,0,0,0,0,0
ASV004380,0,0,0,0,0,0
ASV004381,0,0,0,0,0,0
ASV004382,0,0,0,0,0,0
ASV004383,0,0,0,2,0,0
ASV004384,0,0,0,0,0,0
ASV004385,0,0,0,0,0,0
ASV004386,0,0,0,1,0,0
ASV004387,0,0,0,0,0,0
ASV004388,0,0,0,0,0,0
ASV004389,1,1,0,1,0,0
ASV004390,0,0,0,0,0,0
ASV004391,2,2,0,0,0,0
ASV004392,0,0,0,0,0,0
ASV004393,0,0,0,0,0,0
ASV004394,0,0,0,0,0,0
ASV004395,0,0,0,0,0,0
ASV004396,0,0,0,0,0,0
ASV004397,4,4,0,2,0,0
ASV004398,0,0,0,0,0,0
ASV004399,0,0,0,0,0,0
ASV004400,0,0,0,0,0,0
ASV004401,0,1,0,2,1,0
ASV004402,0,0,0,0,0,0
ASV004403,2,2,0,1,0,0
ASV004404,0,0,0,0,0,0
ASV004405,0,0,0,0,0,0
ASV004406,0,0,0,0,0,0
ASV004407,2,2,0,0,0,0
ASV004408,0,0,0,0,0,0
ASV004409,0,0,0,0,0,0
ASV004410,0,0,0,0,0,0
ASV004411,0,0,0,0,0,0
ASV004412,0,0,0,0,0,0
ASV004413,1,1,0,1,0,0
ASV004414,0,0,0,0,0,0
ASV004415,2,2,0,1,0,0
ASV004416,1,1,0,1,0,0
ASV004417,0,0,0,0,0,0
ASV004418,0,0,0,0,0,0
ASV004419,0,0,0,0,0,0
ASV004420,1,1,0,0,0,0
ASV004421,0,0,0,2,0,1
ASV004422,0,0,0,0,0,0
ASV004423,0,0,0,5,0,0
ASV004424,0,0,0,0,0,0
ASV004425,0,0,0,0,0,0
ASV004426,2,2,0,1,0,0
ASV004427,0,1,0,0,0,0
ASV004428,0,0,0,0,0,0
ASV004429,0,0,0,0,0,0
ASV004430,1,1,0,1,0,0
ASV004431,0,0,0,0,0,0
ASV004432,0,0,0,0,0,0
ASV004433,0,0,0,1,0,0
ASV004434,0,0,0,1,0,0
ASV004435,0,0,0,0,0,0
ASV004436,3,3,0,1,0,0
ASV004437,0,0,0,0,0,0
ASV004438,0,0,0,0,0,0
ASV004439,0,0,0,0,0,0
ASV004440,0,0,0,0,0,0
ASV004441,0,0,0,0,0,0
ASV004442,0,0,0,0,0,0
ASV004443,0,0,0,0,0,0
ASV004444,0,0,0,0,0,0
ASV004445,0,0,0,1,0,0
ASV004446,0,0,0,0,0,0
ASV004447,0,0,0,0,0,0
ASV004448,0,0,0,0,0,0
ASV004449,0,0,0,0,0,0
ASV004450,0,0,0,0,0,0
ASV004451,0,0,0,0,0,0
ASV004452,0,0,0,0,0,0
ASV004453,2,1,0,1,0,0
ASV004454,0,0,0,0,0,0
ASV004455,0,0,0,0,0,0
ASV004456,0,0,0,0,0,0
ASV004457,0,0,0,0,0,0
ASV004458,0,0,0,0,0,0
ASV004459,0,0,0,0,0,0
ASV004460,0,0,0,0,0,0
ASV004461,0,0,0,0,0,0
ASV004462,0,0,0,0,0,0
ASV004463,0,0,0,0,0,0
ASV004464,0,0,0,0,0,0
ASV004465,0,0,0,0,0,0
ASV004466,2,1,0,1,0,0
ASV004467,0,0,0,0,0,0
ASV004468,0,0,0,0,0,0
ASV004469,0,0,0,0,0,0
ASV004470,0,0,0,0,0,0
ASV004471,0,0,0,0,0,0
ASV004472,2,2,0,1,0,0
ASV004473,0,0,0,0,0,0
ASV004474,0,0,0,0,0,0
ASV004475,0,0,0,0,0,0
ASV004476,0,0,0,0,0,1
ASV004477,0,0,0,0,0,0
ASV004478,0,0,0,0,0,0
ASV004479,0,0,0,0,0,1
ASV004480,2,1,0,1,0,0
ASV004481,0,0,0,0,0,0
ASV004482,0,0,0,0,0,0
ASV004483,0,0,0,0,0,0
ASV004484,0,0,0,0,0,0
ASV004485,0,0,0,0,0,0
ASV004486,0,0,0,0,0,0
ASV004487,0,0,0,0,0,0
ASV004488,3,3,0,2,0,0
ASV004489,0,0,0,0,0,0
ASV004490,0,0,0,0,0,0
ASV004491,2,2,0,1,0,0
ASV004492,0,0,0,0,0,0
ASV004493,0,0,0,0,0,0
ASV004494,0,0,0,1,0,1
ASV004495,0,0,0,0,0,0
ASV004496,0,0,0,0,0,0
ASV004497,0,0,0,0,0,0
ASV004498,0,0,0,0,0,0
ASV004499,2,2,0,0,0,0
ASV004500,0,0,0,1,0,0
ASV004501,0,0,0,0,0,0
ASV004502,0,1,0,1,0,1
ASV004503,0,0,0,0,0,0
ASV004504,0,0,0,0,0,0
ASV004505,0,0,0,0,0,0
ASV004506,0,0,0,0,0,0
ASV004507,0,0,0,0,0,1
ASV004508,0,1,0,0,0,0
ASV004509,0,0,0,0,0,0
ASV004510,0,0,0,0,0,0
ASV004511,0,0,0,0,0,0
ASV004512,0,0,0,0,0,0
ASV004513,0,0,0,0,0,0
ASV004514,3,3,0,1,0,0
ASV004515,0,0,0,1,0,1
ASV004516,0,0,0,0,0,0
ASV004517,0,0,0,0,0,0
ASV004518,2,2,0,1,0,0
ASV004519,3,3,0,1,0,0
ASV004520,0,0,0,0,0,0
ASV004521,0,0,0,0,0,0
ASV004522,1,1,0,0,0,0
ASV004523,0,0,0,0,0,0
ASV004524,0,0,0,0,0,0
ASV004525,0,0,0,0,0,0
ASV004526,0,0,0,0,0,0
ASV004527,0,0,0,0,0,0
ASV004528,0,0,0,0,0,0
ASV004529,0,0,0,0,0,0
ASV004530,1,0,0,2,0,1
ASV004531,0,0,0,0,0,4
ASV004532,0,0,0,0,0,0
ASV004533,0,0,0,0,0,0
ASV004534,0,0,0,0,0,0
ASV004535,0,0,0,0,0,0
ASV004536,0,0,0,0,0,0
ASV004537,0,0,0,0,0,0
ASV004538,0,0,0,0,0,0
ASV004539,0,0,0,0,0,0
ASV004540,0,0,0,0,0,0
ASV004541,0,0,0,0,0,0
ASV004542,0,0,0,0,0,0
ASV004543,0,0,0,0,0,0
ASV004544,0,0,0,0,0,0
ASV004545,0,0,0,0,0,0
ASV004546,0,0,0,0,0,0
ASV004547,0,0,0,0,0,0
ASV004548,0,0,0,0,0,0
ASV004549,0,0,0,0,0,0
ASV004550,1,1,0,1,0,0
ASV004551,0,0,0,0,0,0
ASV004552,2,2,0,1,0,0
ASV004553,0,0,0,0,0,0
ASV004554,0,0,0,0,0,0
ASV004555,0,0,0,0,0,0
ASV004556,0,0,0,0,0,0
ASV004557,0,0,0,0,0,0
ASV004558,0,0,0,0,0,0
ASV004559,2,2,1,1,0,0
ASV004560,0,0,0,1,0,0
ASV004561,0,0,0,0,0,0
ASV004562,2,2,0,0,0,1
ASV004563,3,3,0,2,0,0
ASV004564,0,0,0,0,0,0
ASV004565,2,2,0,1,0,0
ASV004566,0,0,0,0,0,0
ASV004567,0,0,0,0,0,0
ASV004568,0,0,0,0,0,0
ASV004569,0,0,0,0,0,0
ASV004570,3,3,0,2,0,0
ASV004571,2,2,0,1,0,0
ASV004572,0,0,0,0,0,0
ASV004573,0,0,0,0,0,0
ASV004574,0,0,0,0,0,0
ASV004575,0,0,0,0,0,0
ASV004576,0,0,0,0,0,0
ASV004577,0,0,0,1,0,1
ASV004578,0,0,0,0,0,0
ASV004579,0,0,0,0,0,0
ASV004580,0,0,0,0,0,0
ASV004581,0,0,0,0,0,0
ASV004582,0,0,0,0,0,0
ASV004583,0,0,0,0,0,0
ASV004584,0,0,0,0,0,0
ASV004585,0,0,0,0,0,0
ASV004586,0,0,0,0,0,0
ASV004587,0,0,0,0,0,0
ASV004588,0,0,0,0,0,0
ASV004589,0,0,0,0,0,0
ASV004590,0,0,0,0,0,0
ASV004591,0,0,0,0,0,0
ASV004592,0,0,0,0,0,0
ASV004593,0,0,0,0,0,0
ASV004594,0,0,0,1,0,0
ASV004595,0,0,0,0,0,0
ASV004596,0,0,0,0,0,0
ASV004597,2,2,0,2,0,1
ASV004598,0,0,0,0,0,0
ASV004599,0,0,0,0,0,0
ASV004600,0,0,0,0,0,0
ASV004601,0,0,0,0,0,0
ASV004602,0,0,0,0,0,0
ASV004603,0,0,0,0,0,0
ASV004604,0,0,0,0,0,0
ASV004605,0,0,0,1,0,0
ASV004606,1,1,0,0,0,0
ASV004607,0,0,0,0,0,1
ASV004608,2,2,0,0,0,0
ASV004609,3,3,0,1,0,0
ASV004610,0,0,0,0,0,0
ASV004611,2,2,0,1,0,0
ASV004612,0,0,0,0,0,0
ASV004613,0,0,0,0,0,1
ASV004614,0,0,0,0,0,0
ASV004615,0,0,0,0,0,0
ASV004616,0,0,0,1,0,0
ASV004617,0,0,0,0,0,0
ASV004618,0,0,0,0,0,0
ASV004619,1,1,0,0,0,0
ASV004620,3,3,0,2,0,0
ASV004621,0,0,0,0,0,0
ASV004622,1,1,0,0,0,0
ASV004623,0,0,0,0,0,0
ASV004624,0,0,0,0,0,0
ASV004625,0,0,0,0,0,0
ASV004626,0,0,0,0,0,0
ASV004627,0,0,0,0,0,0
ASV004628,0,0,0,0,0,0
ASV004629,0,0,0,1,0,0
ASV004630,0,0,0,0,0,0
ASV004631,0,0,0,0,0,0
ASV004632,0,0,0,0,0,0
ASV004633,0,0,0,0,0,0
ASV004634,0,0,0,1,0,0
ASV004635,0,0,0,0,0,0
ASV004636,0,0,0,0,0,0
ASV004637,0,0,0,0,0,0
ASV004638,2,2,0,0,0,0
ASV004639,2,2,0,1,0,0
ASV004640,0,0,0,0,0,0
ASV004641,2,2,0,1,0,0
ASV004642,0,0,0,0,0,0
ASV004643,0,0,0,0,0,0
ASV004644,0,0,0,0,0,0
ASV004645,0,0,0,0,0,0
ASV004646,1,1,0,0,0,0
ASV004647,0,0,0,0,0,0
ASV004648,0,0,0,0,0,0
ASV004649,0,0,0,0,0,0
ASV004650,0,0,0,0,0,0
ASV004651,0,0,0,0,0,0
ASV004652,2,1,0,0,0,0
ASV004653,0,0,0,0,0,0
ASV004654,0,0,0,0,0,0
ASV004655,0,0,0,0,0,0
ASV004656,0,0,0,0,0,0
ASV004657,3,3,0,1,0,0
ASV004658,0,0,0,0,0,0
ASV004659,0,0,0,0,0,0
ASV004660,0,0,0,0,0,0
ASV004661,0,0,0,0,0,0
ASV004662,0,0,0,0,0,0
ASV004663,0,0,0,0,0,0
ASV004664,0,0,0,0,0,0
ASV004665,0,0,0,0,0,0
ASV004666,0,0,0,0,0,0
ASV004667,0,0,0,0,0,0
ASV004668,0,0,0,0,0,0
ASV004669,0,0,0,0,0,0
ASV004670,0,0,0,0,0,0
ASV004671,0,0,0,0,0,0
ASV004672,0,0,0,0,0,0
ASV004673,0,0,0,0,0,0
ASV004674,0,0,0,0,0,0
ASV004675,0,0,0,0,0,0
ASV004676,2,2,0,2,0,0
ASV004677,0,0,0,1,0,0
ASV004678,0,0,0,4,0,1
ASV004679,0,0,0,0,0,0
ASV004680,0,0,0,0,0,0
ASV004681,0,0,0,0,0,0
ASV004682,0,0,0,0,0,0
ASV004683,0,0,0,0,0,0
ASV004684,0,0,0,0,0,0
ASV004685,1,1,0,1,0,0
ASV004686,0,0,0,0,0,0
ASV004687,0,0,0,1,0,1
ASV004688,2,2,0,2,0,0
ASV004689,0,0,0,2,0,0
ASV004690,0,0,0,0,0,0
ASV004691,0,0,0,0,0,0
ASV004692,0,0,0,0,0,0
ASV004693,0,0,0,0,0,0
ASV004694,4,4,0,2,0,0
ASV004695,0,0,0,0,0,0
ASV004696,0,0,0,0,0,0
ASV004697,0,0,0,0,0,0
ASV004698,0,0,0,0,0,0
ASV004699,0,1,0,0,0,0
ASV004700,0,0,0,0,0,0
ASV004701,0,0,0,0,0,0
ASV004702,0,0,0,0,0,0
ASV004703,0,0,0,0,0,0
ASV004704,0,0,0,0,0,0
ASV004705,3,3,0,1,0,0
ASV004706,3,3,0,1,0,0
ASV004707,0,0,0,0,0,0
ASV004708,0,0,0,0,0,0
ASV004709,0,0,0,0,0,0
ASV004710,0,0,0,0,0,0
ASV004711,3,3,0,1,0,0
ASV004712,0,0,0,0,0,0
ASV004713,0,0,0,0,0,0
ASV004714,0,0,0,0,0,0
ASV004715,0,0,0,0,0,0
ASV004716,0,0,0,0,0,0
ASV004717,0,0,0,0,0,0
ASV004718,0,0,0,0,0,0
ASV004719,0,0,0,1,0,0
ASV004720,0,0,0,0,0,1
ASV004721,1,1,0,0,0,0
ASV004722,0,0,0,0,0,0
ASV004723,0,0,0,0,0,0
ASV004724,0,0,0,0,0,0
ASV004725,0,0,0,0,0,0
ASV004726,0,0,0,0,0,0
ASV004727,2,2,0,1,0,1
ASV004728,0,0,0,0,0,0
ASV004729,0,0,0,0,0,0
ASV004730,0,0,2,0,0,0
ASV004731,0,0,0,0,0,0
ASV004732,0,0,0,0,0,0
ASV004733,0,0,0,0,0,0
ASV004734,0,0,0,0,0,0
ASV004735,0,0,0,0,0,0
ASV004736,0,0,0,2,0,0
ASV004737,0,0,0,0,0,0
ASV004738,0,0,2,0,0,0
ASV004739,0,0,0,0,0,1
ASV004740,0,0,0,0,0,0
ASV004741,0,0,0,0,0,0
ASV004742,0,0,0,0,0,0
ASV004743,0,0,0,0,0,0
ASV004744,0,0,0,2,0,0
ASV004745,0,0,0,0,0,0
ASV004746,0,0,0,0,0,0
ASV004747,0,0,0,0,0,0
ASV004748,0,0,0,0,0,0
ASV004749,0,0,0,0,0,0
ASV004750,2,2,0,0,0,0
ASV004751,0,0,0,0,0,0
ASV004752,0,0,0,0,0,0
ASV004753,3,3,0,1,0,0
ASV004754,0,0,0,0,0,0
ASV004755,0,0,0,0,0,0
ASV004756,0,0,0,0,0,0
ASV004757,0,0,0,2,0,0
ASV004758,0,0,0,0,0,0
ASV004759,3,3,0,1,0,0
ASV004760,0,0,0,0,0,0
ASV004761,0,0,0,0,0,0
ASV004762,0,0,0,0,0,0
ASV004763,0,0,0,0,0,0
ASV004764,0,0,0,0,0,0
ASV004765,0,2,0,1,0,0
ASV004766,0,0,0,0,0,0
ASV004767,0,0,0,0,0,0
ASV004768,0,0,0,0,0,0
ASV004769,0,0,0,1,0,0
ASV004770,0,1,0,2,0,0
ASV004771,0,0,0,0,0,0
ASV004772,0,0,0,0,0,0
ASV004773,2,2,0,1,0,1
ASV004774,0,0,0,0,0,1
ASV004775,0,0,0,0,0,0
ASV004776,0,0,0,0,0,0
ASV004777,0,0,0,0,0,0
ASV004778,0,0,0,0,0,0
ASV004779,0,0,0,1,0,1
ASV004780,0,0,0,0,0,0
ASV004781,0,0,0,1,0,0
ASV004782,0,0,0,0,0,0
ASV004783,2,1,0,0,0,0
ASV004784,0,0,0,0,0,0
ASV004785,0,0,0,0,0,0
ASV004786,2,2,0,1,0,0
ASV004787,2,2,0,0,0,0
ASV004788,0,0,0,0,0,0
ASV004789,0,0,0,0,0,0
ASV004790,1,1,0,1,0,0
ASV004791,0,0,0,0,0,0
ASV004792,0,0,0,0,0,0
ASV004793,0,0,0,0,0,0
ASV004794,0,0,0,0,0,0
ASV004795,0,0,0,1,0,0
ASV004796,3,3,0,1,0,0
ASV004797,0,0,0,1,0,1
ASV004798,0,0,0,0,0,0
ASV004799,0,0,0,1,0,0
ASV004800,0,0,0,0,0,0
ASV004801,1,1,0,1,0,0
ASV004802,0,0,0,0,0,0
ASV004803,0,0,0,0,0,0
ASV004804,0,0,0,0,0,0
ASV004805,0,0,0,0,0,0
ASV004806,0,0,0,0,0,0
ASV004807,1,1,0,1,0,0
ASV004808,0,0,0,0,0,0
ASV004809,0,0,0,0,0,0
ASV004810,0,0,0,0,0,0
ASV004811,2,2,0,1,0,0
ASV004812,0,0,0,0,0,0
ASV004813,2,1,0,0,0,0
ASV004814,0,0,0,0,0,0
ASV004815,0,0,0,0,0,0
ASV004816,0,0,0,0,0,0
ASV004817,0,0,0,0,0,0
ASV004818,0,0,0,0,0,0
ASV004819,0,0,0,0,0,0
ASV004820,0,0,0,0,0,0
ASV004821,1,1,0,1,0,0
ASV004822,0,0,0,0,0,0
ASV004823,0,0,0,0,0,0
ASV004824,0,0,0,0,0,0
ASV004825,0,0,0,0,0,0
ASV004826,0,0,0,0,0,0
ASV004827,1,1,0,1,0,0
ASV004828,0,0,0,0,0,0
ASV004829,0,0,0,1,0,1
ASV004830,0,0,0,0,0,0
ASV004831,0,0,0,0,0,0
ASV004832,0,0,0,0,0,0
ASV004833,2,2,0,1,0,0
ASV004834,0,0,0,0,0,0
ASV004835,0,0,0,0,0,0
ASV004836,0,0,0,0,0,0
ASV004837,0,0,0,0,0,0
ASV004838,0,0,0,0,0,0
ASV004839,1,1,0,1,0,0
ASV004840,0,0,0,0,0,0
ASV004841,1,1,0,1,0,0
ASV004842,0,0,0,0,0,0
ASV004843,0,0,0,0,0,0
ASV004844,0,0,0,0,0,0
ASV004845,0,0,0,0,0,0
ASV004846,0,0,0,0,0,0
ASV004847,0,0,0,0,0,0
ASV004848,0,0,0,0,0,0
ASV004849,0,0,0,0,0,0
ASV004850,0,0,0,0,0,0
ASV004851,0,0,0,0,0,0
ASV004852,3,3,0,2,0,0
ASV004853,0,0,0,0,0,0
ASV004854,0,0,0,0,0,1
ASV004855,0,0,0,0,0,1
ASV004856,0,0,0,0,0,0
ASV004857,0,0,0,0,0,0
ASV004858,0,0,0,0,0,0
ASV004859,0,0,0,0,0,0
ASV004860,0,0,0,0,0,0
ASV004861,0,0,0,0,0,0
ASV004862,2,1,0,1,0,0
ASV004863,0,0,0,0,0,0
ASV004864,0,0,0,0,0,0
ASV004865,0,0,0,0,0,0
ASV004866,0,0,0,0,0,0
ASV004867,0,0,0,1,0,0
ASV004868,0,0,0,0,0,0
ASV004869,0,0,0,0,0,0
ASV004870,0,0,0,0,0,0
ASV004871,0,0,0,0,0,0
ASV004872,0,0,0,0,0,0
ASV004873,0,0,0,0,0,0
ASV004874,0,0,0,0,0,0
ASV004875,0,0,0,0,0,0
ASV004876,0,0,0,0,0,0
ASV004877,0,0,0,0,0,1
ASV004878,0,0,0,0,0,0
ASV004879,0,0,0,0,0,0
ASV004880,0,0,0,0,0,1
ASV004881,0,0,0,0,0,0
ASV004882,0,0,0,0,0,0
ASV004883,0,0,0,0,0,0
ASV004884,0,0,0,0,0,0
ASV004885,0,0,0,0,0,0
ASV004886,0,0,0,0,0,0
ASV004887,2,2,0,1,0,1
ASV004888,0,0,0,0,0,0
ASV004889,0,0,0,0,0,0
ASV004890,3,3,0,1,0,0
ASV004891,0,0,0,0,0,0
ASV004892,0,0,0,0,0,0
ASV004893,0,0,0,0,0,0
ASV004894,0,0,0,0,0,0
ASV004895,3,3,0,1,0,0
ASV004896,2,2,0,1,0,0
ASV004897,0,0,0,0,0,1
ASV004898,0,0,0,0,0,0
ASV004899,0,0,0,0,0,0
ASV004900,0,0,0,0,0,0
ASV004901,0,0,0,0,0,0
ASV004902,2,1,0,1,0,0
ASV004903,0,0,0,0,0,0
ASV004904,0,0,0,0,0,0
ASV004905,0,0,0,0,0,0
ASV004906,0,0,0,0,0,0
ASV004907,0,0,0,0,0,0
ASV004908,0,0,0,1,0,0
ASV004909,0,0,0,0,0,0
ASV004910,0,0,0,0,0,0
ASV004911,0,0,0,0,0,0
ASV004912,0,0,0,0,0,0
ASV004913,0,0,0,0,0,0
ASV004914,0,0,0,3,0,0
ASV004915,0,0,0,0,0,0
ASV004916,0,0,0,0,0,0
ASV004917,0,0,0,2,0,0
ASV004918,0,0,0,0,0,1
ASV004919,0,0,0,0,0,0
ASV004920,2,2,0,0,0,0
ASV004921,0,0,0,0,0,0
ASV004922,0,0,0,3,0,0
ASV004923,0,0,0,0,0,0
ASV004924,0,0,0,0,0,0
ASV004925,0,0,0,0,0,0
ASV004926,0,0,0,0,0,0
ASV004927,0,0,0,0,0,0
ASV004928,0,0,0,0,0,0
ASV004929,0,0,0,1,0,0
ASV004930,0,0,0,0,0,0
ASV004931,0,0,0,0,0,0
ASV004932,0,0,0,0,0,1
ASV004933,0,0,0,0,0,0
ASV004934,0,0,0,0,0,0
ASV004935,0,0,0,0,0,0
ASV004936,0,0,0,0,0,0
ASV004937,0,0,0,0,0,0
ASV004938,0,0,0,0,0,0
ASV004939,0,0,0,0,0,0
ASV004940,0,0,0,0,0,0
ASV004941,0,0,0,0,0,0
ASV004942,0,0,0,0,0,0
ASV004943,0,0,0,0,0,0
ASV004944,0,0,0,0,0,0
ASV004945,0,0,0,0,0,0
ASV004946,0,0,0,0,0,0
ASV004947,0,0,0,0,0,0
ASV004948,0,0,0,0,0,0
ASV004949,0,0,0,0,0,0
ASV004950,0,0,0,0,0,0
ASV004951,0,0,0,0,0,0
ASV004952,3,3,0,1,0,0
ASV004953,3,3,0,1,0,0
ASV004954,0,0,0,0,0,0
ASV004955,0,0,0,0,0,0
ASV004956,0,0,0,0,0,0
ASV004957,0,0,0,0,0,0
ASV004958,0,0,0,0,0,0
ASV004959,0,0,0,0,0,0
ASV004960,0,0,0,0,0,0
ASV004961,0,0,0,0,0,0
ASV004962,0,0,0,0,0,0
ASV004963,0,0,0,0,0,0
ASV004964,0,0,0,0,0,0
ASV004965,0,0,0,1,0,1
ASV004966,0,0,0,0,0,0
ASV004967,2,2,0,2,0,0
ASV004968,0,0,0,0,0,0
ASV004969,0,0,0,0,0,0
ASV004970,0,0,0,1,0,0
ASV004971,0,0,0,0,0,0
ASV004972,0,0,0,0,0,0
ASV004973,0,0,0,0,0,0
ASV004974,0,0,0,0,0,0
ASV004975,3,3,0,1,0,0
ASV004976,0,0,0,0,0,0
ASV004977,3,3,0,1,0,0
ASV004978,0,0,0,0,0,0
ASV004979,0,0,0,0,0,0
ASV004980,0,0,0,0,0,0
ASV004981,2,1,0,1,0,0
ASV004982,2,2,0,1,0,1
ASV004983,0,0,0,0,0,0
ASV004984,0,0,0,0,0,0
ASV004985,0,0,0,0,0,0
ASV004986,0,0,0,1,0,0
ASV004987,2,2,0,2,0,0
ASV004988,0,0,0,0,0,0
ASV004989,0,0,0,0,0,0
ASV004990,2,2,0,1,0,0
ASV004991,0,0,0,0,0,0
ASV004992,0,0,0,0,0,0
ASV004993,0,0,0,0,0,0
ASV004994,0,0,0,0,0,0
ASV004995,0,0,0,0,0,0
ASV004996,0,0,0,0,0,0
ASV004997,0,0,0,0,0,0
ASV004998,0,0,0,0,0,0
ASV004999,0,0,0,2,0,0
ASV005000,0,0,0,0,0,0
ASV005001,0,0,0,0,0,0
ASV005002,0,0,0,0,0,0
ASV005003,0,0,0,0,0,0
ASV005004,0,0,0,0,0,0
ASV005005,3,3,0,2,0,0
ASV005006,3,3,0,2,0,0
ASV005007,0,0,0,0,0,0
ASV005008,0,0,0,0,0,0
ASV005009,0,0,0,0,0,0
ASV005010,0,0,0,0,0,0
ASV005011,0,0,0,0,0,0
ASV005012,2,2,0,0,0,1
ASV005013,0,0,0,0,0,0
ASV005014,0,0,0,0,0,0
ASV005015,0,0,0,0,0,0
ASV005016,0,0,0,0,0,0
ASV005017,0,0,0,1,0,0
ASV005018,0,0,0,0,0,0
ASV005019,0,0,0,0,0,0
ASV005020,2,2,0,2,0,0
ASV005021,0,0,0,0,0,0
ASV005022,0,0,0,0,0,0
ASV005023,0,0,0,0,0,0
ASV005024,0,0,0,0,0,0
ASV005025,0,0,0,0,0,0
ASV005026,0,0,0,0,0,0
ASV005027,0,0,0,0,0,0
ASV005028,0,0,0,0,0,0
ASV005029,3,3,0,1,0,0
ASV005030,0,0,0,0,0,0
ASV005031,0,1,0,0,0,1
ASV005032,0,0,0,0,0,0
