ASV000020,2
ASV000043,2
ASV000098,2
ASV000126,2
ASV000272,2
ASV000486,2
ASV000610,1
ASV000621,2
ASV000859,2
ASV001181,2
ASV001422,2
ASV001672,2
ASV001694,1
ASV001853,2
ASV001854,2
ASV002089,2
ASV002319,2
ASV002442,2
ASV002444,1
ASV002594,2
ASV002737,2
ASV002886,2
ASV002887,2
ASV002893,2
ASV003071,2
ASV003151,1
ASV003511,2
ASV003774,2
ASV003868,1
ASV003951,1
ASV004030,1
ASV004106,1
ASV004307,1
ASV004312,2
ASV004316,1
ASV004344,2
ASV004559,1
ASV004730,2
ASV004738,2
ASV005178,2
ASV005194,2
ASV005219,2
ASV005294,2
ASV005304,2
ASV005761,2
ASV005769,2
ASV005789,2
ASV005905,2
ASV006256,1
ASV006452,2
ASV006460,1
ASV006758,2
ASV006801,2
ASV006826,2
ASV007101,2
ASV007925,1
ASV008182,2
ASV008485,2
ASV008802,2
ASV008806,2
ASV008825,2
ASV008847,2
ASV008855,2
ASV008860,2
ASV008863,2
ASV009119,2
ASV009377,2
ASV009381,2
ASV009408,2
ASV009426,2
ASV009448,2
ASV009483,2
ASV009555,2
ASV009940,2
ASV009947,2
ASV009960,2
ASV009965,2
ASV009972,2
ASV009988,2
ASV009994,2
ASV010004,2
ASV010052,2
ASV010061,2
ASV010100,2
ASV010556,1
ASV010710,1
ASV010979,1
ASV011523,2
ASV011883,2
ASV012056,2
ASV012061,2
ASV012068,2
ASV012082,2
ASV012585,2
ASV012633,2
ASV012665,2
ASV012666,2
ASV012702,2
ASV012771,2
ASV012788,2
ASV012904,2
ASV012910,2
ASV013503,2
ASV013508,2
ASV013542,2
ASV013553,2
ASV013564,2
ASV013593,2
ASV013603,2
ASV013647,2
ASV013658,2
ASV013670,2
ASV013707,2
ASV013716,2
ASV013745,2
ASV013760,1
ASV013924,1
ASV013926,2
ASV014246,2
ASV014290,2
ASV014297,2
ASV014303,2
ASV014304,2
ASV014331,2
ASV014338,2
ASV014361,2
ASV014756,2
ASV014805,2
ASV014823,2
ASV014860,1
ASV016099,1
ASV016415,2
ASV016459,2
ASV016936,2
ASV016970,1
ASV017001,2
ASV017089,2
ASV017122,2
ASV017151,2
ASV017177,2
ASV017219,2
ASV017766,2
ASV017793,2
ASV017817,2
ASV017821,2
ASV017822,2
ASV017829,2
ASV017831,2
ASV017843,2
ASV017868,2
ASV017882,1
ASV017895,2
ASV017987,2
ASV018037,2
ASV018061,2
ASV018079,2
