,sample,function,taxon,taxon_abun,taxon_rel_abun,genome_function_count,taxon_function_abun,taxon_rel_function_abun
0,Day21BHET2,K15750,ASV002824,0.01,0.021834061135371403,1,0.01,0.021834061135371403
1,Day30LowCrysWater1,K15750,ASV002824,0.01,0.01782848992690332,1,0.01,0.01782848992690332
2,Day01LowCrys1,K15750,ASV002505,0.01,0.018871485185884086,1,0.01,0.018871485185884086
3,Day01LowCrys1,K15750,ASV002725,0.01,0.018871485185884086,1,0.01,0.018871485185884086
4,Day30PET3,K15750,ASV004008,0.02,0.038372985418265455,1,0.02,0.038372985418265455
5,Day30BHET1,K15750,ASV009587,0.01,0.021881838074398446,1,0.01,0.021881838074398446
6,Day30BHET3,K15750,ASV002505,0.01,0.021872265966754338,1,0.01,0.021872265966754338
7,Day30BHET3,K15750,ASV009654,0.01,0.021872265966754338,1,0.01,0.021872265966754338
8,Day42NoC2,K15750,ASV004008,0.01,0.019592476489028347,1,0.01,0.019592476489028347
9,Day42PET2,K15750,ASV002505,0.01,0.017901897601145758,1,0.01,0.017901897601145758
10,Day42WeatherPET1,K15750,ASV002505,0.01,0.01960784313725504,1,0.01,0.01960784313725504
11,Day42BHET1,K15750,ASV002824,0.01,0.02292000916800384,1,0.01,0.02292000916800384
12,Day42BHET2,K15750,ASV002824,0.01,0.023923444976076763,1,0.01,0.023923444976076763
13,Day01PET1,K15750,ASV002725,0.01,0.02333177788147495,1,0.01,0.02333177788147495
14,Day01PET2,K15750,ASV010258,0.01,0.023702299123015195,1,0.01,0.023702299123015195
15,Day01WeatherPET1,K15750,ASV003582,0.01,0.026831231553528616,1,0.01,0.026831231553528616
16,Day01WeatherPET2,K15750,ASV003582,0.01,0.029334115576415257,1,0.01,0.029334115576415257
17,Inoc2,K15750,ASV002505,0.01,0.019409937888198964,1,0.01,0.019409937888198964
18,Inoc2,K15750,ASV002725,0.01,0.019409937888198964,1,0.01,0.019409937888198964
19,Inoc2,K15750,ASV010405,0.01,0.019409937888198964,1,0.01,0.019409937888198964
20,Day01BHET3,K15750,ASV002505,0.01,0.04056795131845756,1,0.01,0.04056795131845756
21,Day03NoC3,K15750,ASV007482,0.01,0.01839249586168856,1,0.01,0.01839249586168856
22,Inoc3,K15750,ASV003582,0.01,0.019260400616332815,1,0.01,0.019260400616332815
23,Inoc3,K15750,ASV015499,0.01,0.019260400616332815,1,0.01,0.019260400616332815
24,Day03LowCrys2,K15750,ASV002725,0.01,0.01921598770176792,1,0.01,0.01921598770176792
25,Day03WeatherPET1,K15750,ASV007699,0.02,0.04653327128897216,1,0.02,0.04653327128897216
26,Day03WeatherPET2,K15750,ASV003582,0.01,0.030284675953967225,1,0.01,0.030284675953967225
27,Day03WeatherPET3,K15750,ASV003582,0.01,0.02847380410022793,1,0.01,0.02847380410022793
28,Inoc4,K15750,ASV002505,0.05,0.0907441016333928,1,0.05,0.0907441016333928
29,Day07NoC1,K15750,ASV004008,0.01,0.01789549033643522,1,0.01,0.01789549033643522
30,Day07LowCrys1,K15750,ASV004008,0.01,0.020230629172567394,1,0.01,0.020230629172567394
31,Day07PET1,K15750,ASV016322,0.03,0.05296610169491529,1,0.03,0.05296610169491529
32,Day07PET1,K15750,ASV016353,0.03,0.05296610169491529,1,0.03,0.05296610169491529
33,Day07PET3,K15750,ASV008134,0.02,0.039580447259054456,1,0.02,0.039580447259054456
34,Day07WeatherPET1,K15750,ASV003582,0.01,0.01979414093428363,1,0.01,0.01979414093428363
35,Day07BHET2,K15750,ASV002824,0.01,0.02302025782688789,1,0.01,0.02302025782688789
36,Day14NoC1,K15750,ASV002824,0.01,0.016321201240411445,1,0.01,0.016321201240411445
37,Day14LowCrysWater2,K15750,ASV016824,0.01,0.01852194850898326,1,0.01,0.01852194850898326
38,Day14LowCrysWater3,K15750,ASV004008,0.01,0.02240645305848104,1,0.01,0.02240645305848104
39,Day14WeatherPET2,K15750,ASV012868,0.01,0.022758306781975664,1,0.01,0.022758306781975664
40,Day14BHET2,K15750,ASV005413,0.01,0.021781746896101257,1,0.01,0.021781746896101257
41,Day01LowCrysWater1,K15750,ASV005413,0.01,0.025131942699171024,1,0.01,0.025131942699171024
42,Day01LowCrysWater1,K15750,ASV013036,0.01,0.025131942699171024,1,0.01,0.025131942699171024
43,Day01LowCrysWater1,K15750,ASV013050,0.01,0.025131942699171024,1,0.01,0.025131942699171024
44,Day21LowCrys1,K15750,ASV002824,0.01,0.015954052329291705,1,0.01,0.015954052329291705
45,Day21WeatherPET3,K15750,ASV002725,0.04,0.0739234891886898,1,0.04,0.0739234891886898
46,Day21BHET1,K15750,ASV002725,0.01,0.02015722636565208,1,0.01,0.02015722636565208
