,sample,function,taxon,taxon_abun,taxon_rel_abun,genome_function_count,taxon_function_abun,taxon_rel_function_abun
355,Day07PET3,PETase,ASV000098,0.01,0.019790224,2,0.02,0.039580447
357,Day07PET3,PETase,ASV000859,0.01,0.019790224,2,0.02,0.039580447
360,Day07PET3,PETase,ASV016415,0.01,0.019790224,2,0.02,0.039580447
359,Day07PET3,PETase,ASV004106,0.01,0.019790224,1,0.01,0.019790224
361,Day07WeatherPET1,PETase,ASV000020,0.24,0.475059382,2,0.48,0.950118765
362,Day07WeatherPET1,PETase,ASV000043,0.18,0.356294537,2,0.36,0.712589074
363,Day07WeatherPET1,PETase,ASV000098,0.11,0.21773555,2,0.22,0.435471101
364,Day07WeatherPET1,PETase,ASV000126,0.01,0.019794141,2,0.02,0.039588282
365,Day07WeatherPET1,PETase,ASV000486,0.01,0.019794141,2,0.02,0.039588282
366,Day07WeatherPET1,PETase,ASV001422,0.01,0.019794141,2,0.02,0.039588282
367,Day07WeatherPET1,PETase,ASV004738,0.01,0.019794141,2,0.02,0.039588282
368,Day07WeatherPET1,PETase,ASV005194,0.01,0.019794141,2,0.02,0.039588282
369,Day07WeatherPET1,PETase,ASV016459,0.01,0.019794141,2,0.02,0.039588282
370,Day07WeatherPET2,PETase,ASV000020,0.19,0.425722608,2,0.38,0.851445216
371,Day07WeatherPET2,PETase,ASV000043,0.1,0.224064531,2,0.2,0.448129061
373,Day07WeatherPET2,PETase,ASV000126,0.03,0.067219359,2,0.06,0.134438718
374,Day07WeatherPET2,PETase,ASV000272,0.02,0.044812906,2,0.04,0.089625812
377,Day07WeatherPET2,PETase,ASV008182,0.02,0.044812906,2,0.04,0.089625812
372,Day07WeatherPET2,PETase,ASV000098,0.01,0.022406453,2,0.02,0.044812906
375,Day07WeatherPET2,PETase,ASV000621,0.01,0.022406453,2,0.02,0.044812906
376,Day07WeatherPET2,PETase,ASV000859,0.01,0.022406453,2,0.02,0.044812906
378,Day07WeatherPET3,PETase,ASV000020,2.84,5.813715455,2,5.68,11.62743091
379,Day07WeatherPET3,PETase,ASV000043,1.4,2.86591607,2,2.8,5.731832139
380,Day07WeatherPET3,PETase,ASV000098,0.38,0.777891505,2,0.76,1.555783009
381,Day07WeatherPET3,PETase,ASV000126,0.24,0.491299898,2,0.48,0.982599795
383,Day07WeatherPET3,PETase,ASV000859,0.04,0.081883316,2,0.08,0.163766633
384,Day07WeatherPET3,PETase,ASV001672,0.03,0.061412487,2,0.06,0.122824974
386,Day07WeatherPET3,PETase,ASV003511,0.02,0.040941658,2,0.04,0.081883316
382,Day07WeatherPET3,PETase,ASV000486,0.01,0.020470829,2,0.02,0.040941658
387,Day07WeatherPET3,PETase,ASV004738,0.01,0.020470829,2,0.02,0.040941658
388,Day07WeatherPET3,PETase,ASV005219,0.01,0.020470829,2,0.02,0.040941658
389,Day07WeatherPET3,PETase,ASV005294,0.01,0.020470829,2,0.02,0.040941658
390,Day07WeatherPET3,PETase,ASV012056,0.01,0.020470829,2,0.02,0.040941658
391,Day07WeatherPET3,PETase,ASV012061,0.01,0.020470829,2,0.02,0.040941658
392,Day07WeatherPET3,PETase,ASV012068,0.01,0.020470829,2,0.02,0.040941658
393,Day07WeatherPET3,PETase,ASV012082,0.01,0.020470829,2,0.02,0.040941658
385,Day07WeatherPET3,PETase,ASV003151,0.01,0.020470829,1,0.01,0.020470829
497,Day14BHET1,PETase,ASV000020,0.01,0.022011886,2,0.02,0.044023773
498,Day14BHET1,PETase,ASV000610,0.01,0.022011886,1,0.01,0.022011886
499,Day14BHET2,PETase,ASV000098,0.01,0.021781747,2,0.02,0.043563494
500,Day14BHET3,PETase,ASV000043,0.03,0.067765981,2,0.06,0.135531963
503,Day14ExtractionControl,PETase,ASV000020,0.01,0.010607829,2,0.02,0.021215657
504,Day14ExtractionControl,PETase,ASV004316,0.02,0.021215657,1,0.02,0.021215657
418,Day14LowCrys1,PETase,ASV000020,0.06,0.099535501,2,0.12,0.199071002
419,Day14LowCrys1,PETase,ASV000098,0.01,0.01658925,2,0.02,0.0331785
420,Day14LowCrys2,PETase,ASV000020,0.07,0.122763942,2,0.14,0.245527885
421,Day14LowCrys2,PETase,ASV000043,0.01,0.017537706,2,0.02,0.035075412
422,Day14LowCrys2,PETase,ASV000098,0.01,0.017537706,2,0.02,0.035075412
423,Day14LowCrys2,PETase,ASV001181,0.01,0.017537706,2,0.02,0.035075412
427,Day14LowCrys3,PETase,ASV000020,0.02,0.037016472,2,0.04,0.074032945
428,Day14LowCrys3,PETase,ASV000486,0.02,0.037016472,2,0.04,0.074032945
429,Day14LowCrys3,PETase,ASV004106,0.01,0.018508236,1,0.01,0.018508236
413,Day14LowCrysWater1,PETase,ASV001694,0.01,0.020300447,1,0.01,0.020300447
414,Day14LowCrysWater1,PETase,ASV002444,0.01,0.020300447,1,0.01,0.020300447
415,Day14LowCrysWater1,PETase,ASV004307,0.01,0.020300447,1,0.01,0.020300447
416,Day14LowCrysWater2,PETase,ASV004307,0.01,0.018521949,1,0.01,0.018521949
417,Day14LowCrysWater3,PETase,ASV000020,0.01,0.022406453,2,0.02,0.044812906
405,Day14NoC1,PETase,ASV001694,0.02,0.032642402,1,0.02,0.032642402
406,Day14NoC1,PETase,ASV003151,0.01,0.016321201,1,0.01,0.016321201
407,Day14NoC2,PETase,ASV000020,0.03,0.051876189,2,0.06,0.103752378
408,Day14NoC2,PETase,ASV000043,0.03,0.051876189,2,0.06,0.103752378
409,Day14NoC2,PETase,ASV000610,0.02,0.034584126,1,0.02,0.034584126
410,Day14NoC2,PETase,ASV001694,0.01,0.017292063,1,0.01,0.017292063
411,Day14NoC3,PETase,ASV001181,0.01,0.015183723,2,0.02,0.030367446
412,Day14NoC3,PETase,ASV004312,0.01,0.015183723,2,0.02,0.030367446
430,Day14PET1,PETase,ASV000020,0.92,1.64933668,2,1.84,3.29867336
431,Day14PET1,PETase,ASV000043,0.86,1.541771244,2,1.72,3.083542488
433,Day14PET1,PETase,ASV000126,0.15,0.268913589,2,0.3,0.537827178
432,Day14PET1,PETase,ASV000098,0.12,0.215130871,2,0.24,0.430261743
434,Day14PET1,PETase,ASV000859,0.03,0.053782718,2,0.06,0.107565436
435,Day14PET1,PETase,ASV012585,0.01,0.017927573,2,0.02,0.035855145
436,Day14PET1,PETase,ASV012633,0.01,0.017927573,2,0.02,0.035855145
437,Day14PET1,PETase,ASV017001,0.01,0.017927573,2,0.02,0.035855145
438,Day14PET2,PETase,ASV000020,3.81,7.250237869,2,7.62,14.50047574
439,Day14PET2,PETase,ASV000043,1.84,3.501427212,2,3.68,7.002854424
440,Day14PET2,PETase,ASV000098,0.43,0.818268316,2,0.86,1.636536632
441,Day14PET2,PETase,ASV000126,0.3,0.570884872,2,0.6,1.141769743
443,Day14PET2,PETase,ASV002089,0.03,0.057088487,2,0.06,0.114176974
442,Day14PET2,PETase,ASV000621,0.02,0.038058991,2,0.04,0.076117983
446,Day14PET2,PETase,ASV002887,0.02,0.038058991,2,0.04,0.076117983
444,Day14PET2,PETase,ASV002442,0.01,0.019029496,2,0.02,0.038058991
445,Day14PET2,PETase,ASV002737,0.01,0.019029496,2,0.02,0.038058991
447,Day14PET2,PETase,ASV002893,0.01,0.019029496,2,0.02,0.038058991
448,Day14PET2,PETase,ASV003511,0.01,0.019029496,2,0.02,0.038058991
449,Day14PET2,PETase,ASV012665,0.01,0.019029496,2,0.02,0.038058991
450,Day14PET2,PETase,ASV012666,0.01,0.019029496,2,0.02,0.038058991
451,Day14PET2,PETase,ASV012702,0.01,0.019029496,2,0.02,0.038058991
452,Day14PET3,PETase,ASV000020,0.23,0.417044424,2,0.46,0.834088849
453,Day14PET3,PETase,ASV000043,0.13,0.235720762,2,0.26,0.471441523
454,Day14PET3,PETase,ASV000098,0.04,0.072529465,2,0.08,0.14505893
455,Day14PET3,PETase,ASV000126,0.03,0.054397099,2,0.06,0.108794198
456,Day14PET3,PETase,ASV000621,0.03,0.054397099,2,0.06,0.108794198
459,Day14PET3,PETase,ASV003071,0.02,0.036264733,2,0.04,0.072529465
457,Day14PET3,PETase,ASV000859,0.01,0.018132366,2,0.02,0.036264733
458,Day14PET3,PETase,ASV001181,0.01,0.018132366,2,0.02,0.036264733
460,Day14PET3,PETase,ASV017089,0.01,0.018132366,2,0.02,0.036264733
461,Day14WeatherPET1,PETase,ASV000020,11.2,21.6802168,2,22.4,43.3604336
462,Day14WeatherPET1,PETase,ASV000043,4.34,8.401084011,2,8.68,16.80216802
463,Day14WeatherPET1,PETase,ASV000098,1.19,2.303523035,2,2.38,4.60704607
464,Day14WeatherPET1,PETase,ASV000126,0.5,0.967866822,2,1,1.935733643
466,Day14WeatherPET1,PETase,ASV000621,0.05,0.096786682,2,0.1,0.193573364
467,Day14WeatherPET1,PETase,ASV000859,0.03,0.058072009,2,0.06,0.116144019
468,Day14WeatherPET1,PETase,ASV001422,0.02,0.038714673,2,0.04,0.077429346
469,Day14WeatherPET1,PETase,ASV001672,0.02,0.038714673,2,0.04,0.077429346
470,Day14WeatherPET1,PETase,ASV001853,0.02,0.038714673,2,0.04,0.077429346
465,Day14WeatherPET1,PETase,ASV000486,0.01,0.019357336,2,0.02,0.038714673
471,Day14WeatherPET1,PETase,ASV001854,0.01,0.019357336,2,0.02,0.038714673
472,Day14WeatherPET1,PETase,ASV002089,0.01,0.019357336,2,0.02,0.038714673
473,Day14WeatherPET1,PETase,ASV005304,0.01,0.019357336,2,0.02,0.038714673
474,Day14WeatherPET1,PETase,ASV008485,0.01,0.019357336,2,0.02,0.038714673
475,Day14WeatherPET1,PETase,ASV012771,0.01,0.019357336,2,0.02,0.038714673
476,Day14WeatherPET1,PETase,ASV012788,0.01,0.019357336,2,0.02,0.038714673
477,Day14WeatherPET2,PETase,ASV000020,0.68,1.547564861,2,1.36,3.095129722
478,Day14WeatherPET2,PETase,ASV000043,0.52,1.183431953,2,1.04,2.366863905
480,Day14WeatherPET2,PETase,ASV000126,0.14,0.318616295,2,0.28,0.63723259
479,Day14WeatherPET2,PETase,ASV000098,0.1,0.227583068,2,0.2,0.455166136
481,Day14WeatherPET2,PETase,ASV000272,0.07,0.159308147,2,0.14,0.318616295
482,Day14WeatherPET2,PETase,ASV000621,0.03,0.06827492,2,0.06,0.136549841
483,Day14WeatherPET2,PETase,ASV000859,0.01,0.022758307,2,0.02,0.045516614
484,Day14WeatherPET2,PETase,ASV002444,0.02,0.045516614,1,0.02,0.045516614
485,Day14WeatherPET2,PETase,ASV002737,0.01,0.022758307,2,0.02,0.045516614
486,Day14WeatherPET2,PETase,ASV002893,0.01,0.022758307,2,0.02,0.045516614
487,Day14WeatherPET3,PETase,ASV000020,0.41,0.839647758,2,0.82,1.679295515
488,Day14WeatherPET3,PETase,ASV000043,0.33,0.675814049,2,0.66,1.351628097
490,Day14WeatherPET3,PETase,ASV000126,0.1,0.204792136,2,0.2,0.409584272
489,Day14WeatherPET3,PETase,ASV000098,0.07,0.143354495,2,0.14,0.28670899
491,Day14WeatherPET3,PETase,ASV001181,0.02,0.040958427,2,0.04,0.081916854
492,Day14WeatherPET3,PETase,ASV001854,0.01,0.020479214,2,0.02,0.040958427
494,Day14WeatherPET3,PETase,ASV012904,0.01,0.020479214,2,0.02,0.040958427
495,Day14WeatherPET3,PETase,ASV012910,0.01,0.020479214,2,0.02,0.040958427
496,Day14WeatherPET3,PETase,ASV017219,0.01,0.020479214,2,0.02,0.040958427
493,Day14WeatherPET3,PETase,ASV004559,0.01,0.020479214,1,0.01,0.020479214
646,Day21BHET1,PETase,ASV000020,0.01,0.020157226,2,0.02,0.040314453
1,Day21BHET2,PETase,ASV000043,0.01,0.021834061,2,0.02,0.043668122
2,Day21BHET2,PETase,ASV000098,0.01,0.021834061,2,0.02,0.043668122
3,Day21BHET3,PETase,ASV000020,0.03,0.064836827,2,0.06,0.129673655
4,Day21BHET3,PETase,ASV000043,0.01,0.021612276,2,0.02,0.043224552
518,Day21LowCrys1,PETase,ASV000020,0.01,0.015954052,2,0.02,0.031908105
519,Day21LowCrys1,PETase,ASV000043,0.01,0.015954052,2,0.02,0.031908105
520,Day21LowCrys1,PETase,ASV000486,0.01,0.015954052,2,0.02,0.031908105
521,Day21LowCrys1,PETase,ASV001853,0.01,0.015954052,2,0.02,0.031908105
522,Day21LowCrys2,PETase,ASV000020,0.03,0.056064287,2,0.06,0.112128574
523,Day21LowCrys2,PETase,ASV000486,0.01,0.018688096,2,0.02,0.037376191
524,Day21LowCrys3,PETase,ASV000020,0.01,0.018218255,2,0.02,0.036436509
525,Day21LowCrys3,PETase,ASV001181,0.01,0.018218255,2,0.02,0.036436509
515,Day21LowCrysWater2,PETase,ASV000486,0.01,0.017838031,2,0.02,0.035676061
516,Day21LowCrysWater2,PETase,ASV004307,0.01,0.017838031,1,0.01,0.017838031
517,Day21LowCrysWater2,PETase,ASV006256,0.01,0.017838031,1,0.01,0.017838031
505,Day21NoC1,PETase,ASV000020,0.02,0.033715442,2,0.04,0.067430883
506,Day21NoC1,PETase,ASV001181,0.01,0.016857721,2,0.02,0.033715442
507,Day21NoC1,PETase,ASV003951,0.01,0.016857721,1,0.01,0.016857721
508,Day21NoC2,PETase,ASV000020,0.05,0.087062511,2,0.1,0.174125022
511,Day21NoC2,PETase,ASV000486,0.02,0.034825004,2,0.04,0.069650009
509,Day21NoC2,PETase,ASV000043,0.01,0.017412502,2,0.02,0.034825004
510,Day21NoC2,PETase,ASV000126,0.01,0.017412502,2,0.02,0.034825004
513,Day21NoC2,PETase,ASV002887,0.01,0.017412502,2,0.02,0.034825004
512,Day21NoC2,PETase,ASV001694,0.01,0.017412502,1,0.01,0.017412502
514,Day21NoC3,PETase,ASV004030,0.01,0.014300014,1,0.01,0.014300014
528,Day21PET1,PETase,ASV000020,2.21,3.901147396,2,4.42,7.802294793
529,Day21PET1,PETase,ASV000043,1.24,2.188879082,2,2.48,4.377758164
530,Day21PET1,PETase,ASV000098,0.28,0.494263019,2,0.56,0.988526037
531,Day21PET1,PETase,ASV000126,0.12,0.211827008,2,0.24,0.423654016
534,Day21PET1,PETase,ASV000859,0.02,0.035304501,2,0.04,0.070609003
532,Day21PET1,PETase,ASV000486,0.01,0.017652251,2,0.02,0.035304501
533,Day21PET1,PETase,ASV000621,0.01,0.017652251,2,0.02,0.035304501
535,Day21PET1,PETase,ASV001672,0.01,0.017652251,2,0.02,0.035304501
536,Day21PET1,PETase,ASV002089,0.01,0.017652251,2,0.02,0.035304501
537,Day21PET1,PETase,ASV013503,0.01,0.017652251,2,0.02,0.035304501
538,Day21PET1,PETase,ASV013508,0.01,0.017652251,2,0.02,0.035304501
539,Day21PET1,PETase,ASV013542,0.01,0.017652251,2,0.02,0.035304501
540,Day21PET1,PETase,ASV017766,0.01,0.017652251,2,0.02,0.035304501
541,Day21PET1,PETase,ASV017793,0.01,0.017652251,2,0.02,0.035304501
542,Day21PET2,PETase,ASV000020,3.81,7.100260902,2,7.62,14.2005218
543,Day21PET2,PETase,ASV000043,1.57,2.925829296,2,3.14,5.851658591
544,Day21PET2,PETase,ASV000098,0.48,0.894521059,2,0.96,1.789042117
545,Day21PET2,PETase,ASV000126,0.29,0.540439806,2,0.58,1.080879612
554,Day21PET2,PETase,ASV006452,0.03,0.055907566,2,0.06,0.111815132
555,Day21PET2,PETase,ASV008802,0.02,0.037271711,2,0.04,0.074543422
556,Day21PET2,PETase,ASV008806,0.02,0.037271711,2,0.04,0.074543422
546,Day21PET2,PETase,ASV000486,0.01,0.018635855,2,0.02,0.037271711
547,Day21PET2,PETase,ASV000621,0.01,0.018635855,2,0.02,0.037271711
548,Day21PET2,PETase,ASV000859,0.01,0.018635855,2,0.02,0.037271711
549,Day21PET2,PETase,ASV001181,0.01,0.018635855,2,0.02,0.037271711
550,Day21PET2,PETase,ASV001422,0.01,0.018635855,2,0.02,0.037271711
551,Day21PET2,PETase,ASV001672,0.01,0.018635855,2,0.02,0.037271711
553,Day21PET2,PETase,ASV005294,0.01,0.018635855,2,0.02,0.037271711
557,Day21PET2,PETase,ASV013553,0.01,0.018635855,2,0.02,0.037271711
558,Day21PET2,PETase,ASV013564,0.01,0.018635855,2,0.02,0.037271711
559,Day21PET2,PETase,ASV013593,0.01,0.018635855,2,0.02,0.037271711
560,Day21PET2,PETase,ASV017817,0.01,0.018635855,2,0.02,0.037271711
561,Day21PET2,PETase,ASV017821,0.01,0.018635855,2,0.02,0.037271711
562,Day21PET2,PETase,ASV017822,0.01,0.018635855,2,0.02,0.037271711
563,Day21PET2,PETase,ASV017829,0.01,0.018635855,2,0.02,0.037271711
564,Day21PET2,PETase,ASV017831,0.01,0.018635855,2,0.02,0.037271711
565,Day21PET2,PETase,ASV017843,0.01,0.018635855,2,0.02,0.037271711
552,Day21PET2,PETase,ASV003151,0.01,0.018635855,1,0.01,0.018635855
566,Day21PET3,PETase,ASV000020,0.72,1.289860265,2,1.44,2.57972053
567,Day21PET3,PETase,ASV000043,0.34,0.609100681,2,0.68,1.218201362
568,Day21PET3,PETase,ASV000098,0.09,0.161232533,2,0.18,0.322465066
569,Day21PET3,PETase,ASV000126,0.04,0.071658904,2,0.08,0.143317807
570,Day21PET3,PETase,ASV000486,0.02,0.035829452,2,0.04,0.071658904
573,Day21PET3,PETase,ASV008825,0.02,0.035829452,2,0.04,0.071658904
574,Day21PET3,PETase,ASV013603,0.02,0.035829452,2,0.04,0.071658904
575,Day21PET3,PETase,ASV013647,0.02,0.035829452,2,0.04,0.071658904
571,Day21PET3,PETase,ASV002442,0.01,0.017914726,2,0.02,0.035829452
576,Day21PET3,PETase,ASV017868,0.01,0.017914726,2,0.02,0.035829452
577,Day21PET3,PETase,ASV017895,0.01,0.017914726,2,0.02,0.035829452
572,Day21PET3,PETase,ASV002444,0.01,0.017914726,1,0.01,0.017914726
578,Day21WeatherPET1,PETase,ASV000020,6.08,10.95298144,2,12.16,21.90596289
579,Day21WeatherPET1,PETase,ASV000043,2.73,4.918032787,2,5.46,9.836065574
580,Day21WeatherPET1,PETase,ASV000098,0.73,1.315078364,2,1.46,2.630156729
581,Day21WeatherPET1,PETase,ASV000126,0.5,0.900738606,2,1,1.801477211
