sample,taxon,taxon_function_abun
Day14LowCrys1,ASV000611,0.24
Day14LowCrys1,ASV000616,0.02
Day14LowCrys1,ASV000620,0.06
Day14LowCrys1,ASV000639,0.01
Day14LowCrys1,ASV000641,0.14
Day14LowCrys1,ASV000656,0.02
Day14LowCrys1,ASV000661,0.27
Day14LowCrys1,ASV000666,0.05
Day14LowCrys1,ASV000687,0.5700000000000001
Day14LowCrys1,ASV000701,0.03
Day14LowCrys1,ASV000744,0.4000000000000001
Day14LowCrys1,ASV000751,0.02
Day14LowCrys1,ASV000752,0.08
Day14LowCrys1,ASV000768,0.03
Day14LowCrys1,ASV000776,0.11
Day14LowCrys1,ASV000780,0.02
Day14LowCrys1,ASV000816,0.04
Day14LowCrys1,ASV000824,0.04
Day14LowCrys1,ASV000826,0.02
Day14LowCrys1,ASV000839,0.02
Day14LowCrys1,ASV000846,0.1
Day14LowCrys1,ASV000895,0.01
Day14LowCrys1,ASV000904,0.08
Day14LowCrys1,ASV000927,0.20000000000000004
Day14LowCrys1,ASV000941,0.02
Day14LowCrys1,ASV000956,0.08
Day14LowCrys1,ASV000974,0.05
Day14LowCrys1,ASV001000,0.05
Day14LowCrys1,ASV001077,0.16
Day14LowCrys1,ASV001116,0.02
Day14LowCrys1,ASV001130,0.11
Day14LowCrys1,ASV001138,0.01
Day14LowCrys1,ASV001210,0.02
Day14LowCrys1,ASV001284,0.04
Day14LowCrys1,ASV001325,0.08
Day14LowCrys1,ASV001443,0.02
Day14LowCrys1,ASV001450,0.02
Day14LowCrys1,ASV001463,0.02
Day14LowCrys1,ASV001465,0.03
Day14LowCrys1,ASV001478,0.04
Day14LowCrys1,ASV001490,0.1
Day14LowCrys1,ASV001508,0.04
Day14LowCrys1,ASV001551,0.01
Day14LowCrys1,ASV001558,0.03
Day14LowCrys1,ASV001578,0.08
Day14LowCrys1,ASV001666,0.060000000000000005
Day14LowCrys1,ASV001698,0.01
Day14LowCrys1,ASV001738,0.01
Day14LowCrys1,ASV001777,0.01
Day14LowCrys1,ASV001832,0.01
Day14LowCrys1,ASV001851,0.04
Day14LowCrys1,ASV001852,0.02
Day14LowCrys1,ASV001862,0.08
Day14LowCrys1,ASV001864,0.04
Day14LowCrys1,ASV001911,0.16000000000000003
Day14LowCrys1,ASV001929,0.02
Day14LowCrys1,ASV001959,0.08
Day14LowCrys1,ASV001968,0.06
Day14LowCrys1,ASV002055,0.02
Day14LowCrys1,ASV002072,0.05
Day14LowCrys1,ASV002333,0.02
Day14LowCrys1,ASV002354,0.01
Day14LowCrys1,ASV002409,0.08
Day14LowCrys1,ASV002480,0.04
Day14LowCrys1,ASV002621,0.08
Day14LowCrys1,ASV002653,0.02
Day14LowCrys1,ASV002656,0.01
Day14LowCrys1,ASV002723,0.02
Day14LowCrys1,ASV002731,0.01
Day14LowCrys1,ASV002759,0.04
Day14LowCrys1,ASV003126,0.07
Day14LowCrys1,ASV003202,0.02
Day14LowCrys1,ASV003249,0.01
Day14LowCrys1,ASV003299,0.02
Day14LowCrys1,ASV003337,0.02
Day14LowCrys1,ASV003386,0.02
Day14LowCrys1,ASV003452,0.06
Day14LowCrys1,ASV003553,0.03
Day14LowCrys1,ASV003617,0.03
Day14LowCrys1,ASV003619,0.01
Day14LowCrys1,ASV003664,0.03
Day14LowCrys1,ASV003695,0.05
Day14LowCrys1,ASV003739,0.02
Day14LowCrys1,ASV003753,0.01
Day14LowCrys1,ASV003777,0.03
Day14LowCrys1,ASV003799,0.08
Day14LowCrys1,ASV003810,0.01
Day14LowCrys1,ASV003908,0.08
Day14LowCrys1,ASV004073,0.04
Day14LowCrys1,ASV004105,0.04
Day14LowCrys1,ASV004379,0.03
Day14LowCrys1,ASV004640,0.01
Day14LowCrys1,ASV005012,0.01
Day14LowCrys1,ASV005054,0.04
Day14LowCrys1,ASV005443,0.05
Day14LowCrys1,ASV005508,0.08
Day14LowCrys1,ASV005534,0.05
Day14LowCrys1,ASV005561,0.02
Day14LowCrys1,ASV006004,0.01
Day14LowCrys1,ASV008386,0.01
Day14LowCrys1,ASV008388,0.03
Day14LowCrys1,ASV008389,0.01
Day14LowCrys1,ASV008391,0.04
Day14LowCrys1,ASV008392,0.01
Day14LowCrys1,ASV008393,0.01
Day14LowCrys1,ASV012501,0.03
Day14LowCrys1,ASV012506,0.02
Day14LowCrys1,ASV012507,0.02
Day14LowCrys1,ASV012510,0.05
Day14LowCrys1,ASV012513,0.02
Day14LowCrys1,ASV012514,0.06999999999999999
Day14LowCrys1,ASV012515,0.04
Day14LowCrys1,ASV012516,0.05
Day14LowCrys2,ASV000001,2.0
Day14LowCrys2,ASV000003,4.44
Day14LowCrys2,ASV000008,57.08
Day14LowCrys2,ASV000009,1.66
Day14LowCrys2,ASV000010,1.68
Day14LowCrys2,ASV000011,2.52
Day14LowCrys2,ASV000014,0.35000000000000003
Day14LowCrys2,ASV000016,0.32
Day14LowCrys2,ASV000017,0.05
Day14LowCrys2,ASV000018,0.71
Day14LowCrys2,ASV000020,0.28
Day14LowCrys2,ASV000022,0.1
Day14LowCrys2,ASV000023,0.79
Day14LowCrys2,ASV000024,0.21
Day14LowCrys2,ASV000025,0.62
Day14LowCrys2,ASV000027,0.42000000000000004
Day14LowCrys2,ASV000028,0.68
Day14LowCrys2,ASV000030,0.3
Day14LowCrys2,ASV000032,3.3999999999999995
Day14LowCrys2,ASV000033,1.0799999999999998
Day14LowCrys2,ASV000034,0.28
Day14LowCrys2,ASV000035,0.6
Day14LowCrys2,ASV000037,1.5
Day14LowCrys2,ASV000042,0.09
Day14LowCrys2,ASV000043,0.04
Day14LowCrys2,ASV000044,0.42000000000000004
Day14LowCrys2,ASV000045,14.279999999999998
Day14LowCrys2,ASV000046,1.98
Day14LowCrys2,ASV000047,1.6000000000000003
Day14LowCrys2,ASV000049,0.08
Day14LowCrys2,ASV000050,0.77
Day14LowCrys2,ASV000051,0.65
Day14LowCrys2,ASV000052,0.04
Day14LowCrys2,ASV000056,1.74
Day14LowCrys2,ASV000058,0.4
Day14LowCrys2,ASV000059,0.9
Day14LowCrys2,ASV000060,1.2999999999999998
Day14LowCrys2,ASV000061,0.04
Day14LowCrys2,ASV000064,2.74
Day14LowCrys2,ASV000067,1.1500000000000004
Day14LowCrys2,ASV000068,0.06
Day14LowCrys2,ASV000069,0.01
Day14LowCrys2,ASV000071,1.24
Day14LowCrys2,ASV000072,0.33
Day14LowCrys2,ASV000074,0.14
Day14LowCrys2,ASV000080,0.98
Day14LowCrys2,ASV000082,0.42
Day14LowCrys2,ASV000083,0.09
Day14LowCrys2,ASV000085,0.12
Day14LowCrys2,ASV000087,4.1499999999999995
Day14LowCrys2,ASV000089,0.01
Day14LowCrys2,ASV000090,0.2
Day14LowCrys2,ASV000091,0.16
Day14LowCrys2,ASV000092,0.09
Day14LowCrys2,ASV000093,0.9
Day14LowCrys2,ASV000095,1.9800000000000002
Day14LowCrys2,ASV000098,0.04
Day14LowCrys2,ASV000101,0.05
Day14LowCrys2,ASV000102,0.02
Day14LowCrys2,ASV000103,0.26
Day14LowCrys2,ASV000105,0.16
Day14LowCrys2,ASV000106,1.04
Day14LowCrys2,ASV000107,0.02
Day14LowCrys2,ASV000108,1.4000000000000001
Day14LowCrys2,ASV000110,0.02
Day14LowCrys2,ASV000111,0.02
Day14LowCrys2,ASV000115,0.04
Day14LowCrys2,ASV000117,1.14
Day14LowCrys2,ASV000118,0.15
Day14LowCrys2,ASV000121,0.7000000000000001
Day14LowCrys2,ASV000122,0.08
Day14LowCrys2,ASV000124,0.30000000000000004
Day14LowCrys2,ASV000125,0.06
Day14LowCrys2,ASV000128,0.01
Day14LowCrys2,ASV000129,0.01
Day14LowCrys2,ASV000130,0.02
Day14LowCrys2,ASV000133,0.48
Day14LowCrys2,ASV000136,0.2
Day14LowCrys2,ASV000137,0.16
Day14LowCrys2,ASV000140,0.2
Day14LowCrys2,ASV000148,0.28
Day14LowCrys2,ASV000151,0.04
Day14LowCrys2,ASV000152,0.01
Day14LowCrys2,ASV000153,0.02
Day14LowCrys2,ASV000157,0.02
Day14LowCrys2,ASV000158,0.03
Day14LowCrys2,ASV000160,0.14
Day14LowCrys2,ASV000166,0.04
Day14LowCrys2,ASV000167,0.02
Day14LowCrys2,ASV000168,0.5399999999999999
Day14LowCrys2,ASV000170,0.20000000000000007
Day14LowCrys2,ASV000171,0.16
Day14LowCrys2,ASV000172,0.04
Day14LowCrys2,ASV000175,0.12
Day14LowCrys2,ASV000178,0.01
Day14LowCrys2,ASV000181,0.03
Day14LowCrys2,ASV000182,0.03
Day14LowCrys2,ASV000189,0.06
Day14LowCrys2,ASV000192,2.08
Day14LowCrys2,ASV000195,0.05
Day14LowCrys2,ASV000197,0.04
Day14LowCrys2,ASV000207,0.06
Day14LowCrys2,ASV000209,0.02
Day14LowCrys2,ASV000213,0.01
Day14LowCrys2,ASV000215,0.03
Day14LowCrys2,ASV000216,0.04
Day14LowCrys2,ASV000218,0.03
Day14LowCrys2,ASV000223,0.16
Day14LowCrys2,ASV000229,0.01
Day14LowCrys2,ASV000231,0.09
Day14LowCrys2,ASV000233,0.08
Day14LowCrys2,ASV000234,0.13
Day14LowCrys2,ASV000235,0.04
Day14LowCrys2,ASV000236,0.01
Day14LowCrys2,ASV000247,0.04
Day14LowCrys2,ASV000250,0.12
Day14LowCrys2,ASV000254,0.04
Day14LowCrys2,ASV000256,0.14
Day14LowCrys2,ASV000259,0.03
Day14LowCrys2,ASV000261,0.01
Day14LowCrys2,ASV000280,0.42000000000000004
Day14LowCrys2,ASV000284,0.04
Day14LowCrys2,ASV000287,0.03
Day14LowCrys2,ASV000308,0.04
Day14LowCrys2,ASV000314,0.4000000000000001
Day14LowCrys2,ASV000319,0.09999999999999999
Day14LowCrys2,ASV000326,0.24
Day14LowCrys2,ASV000330,0.03
Day14LowCrys2,ASV000337,0.02
Day14LowCrys2,ASV000344,0.06
Day14LowCrys2,ASV000346,0.1
Day14LowCrys2,ASV000350,0.08
Day14LowCrys2,ASV000351,0.04
Day14LowCrys2,ASV000353,0.01
Day14LowCrys2,ASV000357,0.03
Day14LowCrys2,ASV000361,0.04
Day14LowCrys2,ASV000363,0.04
Day14LowCrys2,ASV000365,0.08
Day14LowCrys2,ASV000368,0.09
Day14LowCrys2,ASV000376,0.02
Day14LowCrys2,ASV000382,0.03
Day14LowCrys2,ASV000383,0.04
Day14LowCrys2,ASV000386,0.02
Day14LowCrys2,ASV000406,0.060000000000000005
Day14LowCrys2,ASV000411,0.01
Day14LowCrys2,ASV000414,0.21
Day14LowCrys2,ASV000415,0.02
Day14LowCrys2,ASV000426,0.02
Day14LowCrys2,ASV000427,0.06
Day14LowCrys2,ASV000430,0.24
Day14LowCrys2,ASV000436,0.01
Day14LowCrys2,ASV000439,0.18
Day14LowCrys2,ASV000442,0.01
Day14LowCrys2,ASV000449,0.12
Day14LowCrys2,ASV000455,0.03
Day14LowCrys2,ASV000456,0.04
Day14LowCrys2,ASV000461,0.03
Day14LowCrys2,ASV000467,0.21000000000000002
Day14LowCrys2,ASV000480,0.06
Day14LowCrys2,ASV000485,0.04
Day14LowCrys2,ASV000498,0.04
Day14LowCrys2,ASV000500,0.32
Day14LowCrys2,ASV000505,0.03
Day14LowCrys2,ASV000507,0.2
Day14LowCrys2,ASV000526,0.060000000000000005
Day14LowCrys2,ASV000535,0.24
Day14LowCrys2,ASV000537,0.01
Day14LowCrys2,ASV000543,0.04
Day14LowCrys2,ASV000552,0.02
Day14LowCrys2,ASV000553,0.04
Day14LowCrys2,ASV000614,0.08
Day14LowCrys2,ASV000616,0.02
Day14LowCrys2,ASV000620,0.06
Day14LowCrys2,ASV000631,0.02
Day14LowCrys2,ASV000637,0.18
Day14LowCrys2,ASV000641,0.42
Day14LowCrys2,ASV000647,0.07
Day14LowCrys2,ASV000659,0.01
Day14LowCrys2,ASV000666,0.1
Day14LowCrys2,ASV000672,0.2
Day14LowCrys2,ASV000673,0.01
Day14LowCrys2,ASV000687,0.5700000000000001
Day14LowCrys2,ASV000695,0.02
Day14LowCrys2,ASV000704,0.02
Day14LowCrys2,ASV000707,0.2
Day14LowCrys2,ASV000708,0.09999999999999999
Day14LowCrys2,ASV000710,0.01
Day14LowCrys2,ASV000711,0.25
Day14LowCrys2,ASV000720,0.02
Day14LowCrys2,ASV000727,0.02
Day14LowCrys2,ASV000737,0.33
Day14LowCrys2,ASV000744,0.20000000000000004
Day14LowCrys2,ASV000752,0.04
Day14LowCrys2,ASV000753,0.03
Day14LowCrys2,ASV000759,0.03
Day14LowCrys2,ASV000785,0.12000000000000001
Day14LowCrys2,ASV000786,0.02
Day14LowCrys2,ASV000800,0.3
Day14LowCrys2,ASV000807,0.03
Day14LowCrys2,ASV000821,0.02
Day14LowCrys2,ASV000824,0.04
Day14LowCrys2,ASV000829,0.01
Day14LowCrys2,ASV000830,0.01
Day14LowCrys2,ASV000839,0.04
Day14LowCrys2,ASV000843,0.11
Day14LowCrys2,ASV000846,0.05
Day14LowCrys2,ASV000883,0.02
Day14LowCrys2,ASV000903,0.02
Day14LowCrys2,ASV000904,0.08
Day14LowCrys2,ASV000938,0.03
Day14LowCrys2,ASV000952,0.24000000000000002
Day14LowCrys2,ASV000956,0.16
Day14LowCrys2,ASV000957,0.02
Day14LowCrys2,ASV000958,0.02
Day14LowCrys2,ASV000970,0.02
Day14LowCrys2,ASV000992,0.01
Day14LowCrys2,ASV000999,0.04
Day14LowCrys2,ASV001012,0.01
Day14LowCrys2,ASV001014,0.04
Day14LowCrys2,ASV001024,0.1
Day14LowCrys2,ASV001027,0.02
Day14LowCrys2,ASV001075,0.06
Day14LowCrys2,ASV001081,0.01
Day14LowCrys2,ASV001083,0.01
Day14LowCrys2,ASV001097,0.01
Day14LowCrys2,ASV001102,0.01
Day14LowCrys2,ASV001113,0.22000000000000003
Day14LowCrys2,ASV001121,0.01
Day14LowCrys2,ASV001155,0.04
Day14LowCrys2,ASV001171,0.02
Day14LowCrys2,ASV001181,0.09000000000000001
Day14LowCrys2,ASV001284,0.04
Day14LowCrys2,ASV001287,0.02
Day14LowCrys2,ASV001300,0.05
Day14LowCrys2,ASV001303,0.15
Day14LowCrys2,ASV001304,0.2
Day14LowCrys2,ASV001325,0.08
Day14LowCrys2,ASV001340,0.1
Day14LowCrys2,ASV001372,0.01
Day14LowCrys2,ASV001377,0.08
Day14LowCrys2,ASV001382,0.12000000000000001
Day14LowCrys2,ASV001453,0.01
Day14LowCrys2,ASV001458,0.060000000000000005
Day14LowCrys2,ASV001464,0.01
Day14LowCrys2,ASV001490,0.05
Day14LowCrys2,ASV001522,0.01
Day14LowCrys2,ASV001523,0.01
Day14LowCrys2,ASV001558,0.06
Day14LowCrys2,ASV001560,0.02
Day14LowCrys2,ASV001601,0.23000000000000007
Day14LowCrys2,ASV001661,0.1
Day14LowCrys2,ASV001666,0.060000000000000005
Day14LowCrys2,ASV001686,0.05
Day14LowCrys2,ASV001702,0.13
Day14LowCrys2,ASV001738,0.01
Day14LowCrys2,ASV001791,0.07
Day14LowCrys2,ASV001816,0.01
Day14LowCrys2,ASV001893,0.02
Day14LowCrys2,ASV001906,0.02
Day14LowCrys2,ASV001911,0.16000000000000003
Day14LowCrys2,ASV001918,0.07
Day14LowCrys2,ASV001920,0.02
Day14LowCrys2,ASV001988,0.12
Day14LowCrys2,ASV001994,0.01
Day14LowCrys2,ASV002006,0.11
Day14LowCrys2,ASV002072,0.05
Day14LowCrys2,ASV002166,0.08
Day14LowCrys2,ASV002187,0.01
Day14LowCrys2,ASV002207,0.01
Day14LowCrys2,ASV002310,0.12000000000000001
Day14LowCrys2,ASV002315,0.02
Day14LowCrys2,ASV002318,0.07
Day14LowCrys2,ASV002434,0.01
Day14LowCrys2,ASV002436,0.42000000000000004
Day14LowCrys2,ASV002443,0.02
Day14LowCrys2,ASV002488,0.24
Day14LowCrys2,ASV002572,0.02
Day14LowCrys2,ASV002593,0.09
Day14LowCrys2,ASV002621,0.08
Day14LowCrys2,ASV002622,0.05
Day14LowCrys2,ASV002709,0.01
Day14LowCrys2,ASV002721,0.04
Day14LowCrys2,ASV002759,0.02
Day14LowCrys2,ASV002848,0.02
Day14LowCrys2,ASV002881,0.060000000000000005
Day14LowCrys2,ASV002931,0.01
Day14LowCrys2,ASV002973,0.11
Day14LowCrys2,ASV003015,0.01
Day14LowCrys2,ASV003073,0.01
Day14LowCrys2,ASV003114,0.04
Day14LowCrys2,ASV003117,0.04
Day14LowCrys2,ASV003123,0.05
Day14LowCrys2,ASV003126,0.07
Day14LowCrys2,ASV003156,0.01
Day14LowCrys2,ASV003162,0.04
Day14LowCrys2,ASV003223,0.02
Day14LowCrys2,ASV003287,0.01
Day14LowCrys2,ASV003299,0.01
Day14LowCrys2,ASV003337,0.02
Day14LowCrys2,ASV003378,0.06
Day14LowCrys2,ASV003415,0.08
Day14LowCrys2,ASV003490,0.17999999999999997
Day14LowCrys2,ASV003502,0.08
Day14LowCrys2,ASV003614,0.02
Day14LowCrys2,ASV003624,0.01
Day14LowCrys2,ASV003767,0.08
Day14LowCrys2,ASV003826,0.01
Day14LowCrys2,ASV003890,0.28
Day14LowCrys2,ASV003912,0.01
Day14LowCrys2,ASV003993,0.01
Day14LowCrys2,ASV004033,0.04
Day14LowCrys2,ASV004048,0.01
Day14LowCrys2,ASV004062,0.04
Day14LowCrys2,ASV004310,0.01
Day14LowCrys2,ASV004379,0.03
Day14LowCrys2,ASV004512,0.04
Day14LowCrys2,ASV004671,0.060000000000000005
Day14LowCrys2,ASV004688,0.05
Day14LowCrys2,ASV004711,0.02
Day14LowCrys2,ASV004756,0.05
Day14LowCrys2,ASV005072,0.01
Day14LowCrys2,ASV005286,0.02
Day14LowCrys2,ASV005952,0.13
Day14LowCrys2,ASV006238,0.08
Day14LowCrys2,ASV006325,0.02
Day14LowCrys2,ASV006820,0.02
Day14LowCrys2,ASV007530,0.04
Day14LowCrys2,ASV008395,0.02
Day14LowCrys2,ASV008397,0.2
Day14LowCrys2,ASV008399,0.02
Day14LowCrys2,ASV008401,0.04
Day14LowCrys2,ASV012518,0.08
Day14LowCrys2,ASV012524,0.01
Day14LowCrys2,ASV012527,0.01
Day14LowCrys2,ASV016946,0.01
Day14LowCrys2,ASV016947,0.01
Day14LowCrys2,ASV016948,0.05
Day14LowCrys2,ASV016949,0.05
Day14LowCrys2,ASV016951,0.03
Day14LowCrys2,ASV016953,0.01
Day14LowCrys2,ASV016954,0.03
Day14LowCrys2,ASV016956,0.03
Day14LowCrys3,ASV000001,2.02
Day14LowCrys3,ASV000003,4.66
Day14LowCrys3,ASV000008,14.8
Day14LowCrys3,ASV000009,8.24
Day14LowCrys3,ASV000010,3.6
Day14LowCrys3,ASV000011,9.42
Day14LowCrys3,ASV000014,1.0
Day14LowCrys3,ASV000016,0.64
Day14LowCrys3,ASV000017,0.06
Day14LowCrys3,ASV000018,0.21
Day14LowCrys3,ASV000020,0.08
Day14LowCrys3,ASV000022,0.25
Day14LowCrys3,ASV000023,0.15
Day14LowCrys3,ASV000024,0.38
Day14LowCrys3,ASV000025,1.22
Day14LowCrys3,ASV000027,0.8999999999999999
Day14LowCrys3,ASV000028,1.2
Day14LowCrys3,ASV000030,0.47
Day14LowCrys3,ASV000032,8.200000000000001
Day14LowCrys3,ASV000033,1.86
Day14LowCrys3,ASV000034,0.04
Day14LowCrys3,ASV000035,0.96
Day14LowCrys3,ASV000037,2.3000000000000003
Day14LowCrys3,ASV000042,0.14
Day14LowCrys3,ASV000044,0.48
Day14LowCrys3,ASV000045,4.38
Day14LowCrys3,ASV000046,0.45
Day14LowCrys3,ASV000047,4.800000000000001
Day14LowCrys3,ASV000049,0.04
Day14LowCrys3,ASV000050,1.8900000000000001
Day14LowCrys3,ASV000051,0.75
Day14LowCrys3,ASV000052,0.11
Day14LowCrys3,ASV000056,1.14
Day14LowCrys3,ASV000058,0.8999999999999999
Day14LowCrys3,ASV000059,0.9600000000000001
Day14LowCrys3,ASV000060,1.8999999999999997
Day14LowCrys3,ASV000061,0.12
Day14LowCrys3,ASV000064,0.66
Day14LowCrys3,ASV000067,3.6800000000000006
Day14LowCrys3,ASV000068,0.15
Day14LowCrys3,ASV000069,0.04
Day14LowCrys3,ASV000071,1.72
Day14LowCrys3,ASV000072,0.30000000000000004
Day14LowCrys3,ASV000074,0.18
Day14LowCrys3,ASV000080,1.52
Day14LowCrys3,ASV000082,0.56
Day14LowCrys3,ASV000085,0.43
Day14LowCrys3,ASV000087,0.75
Day14LowCrys3,ASV000089,0.01
Day14LowCrys3,ASV000090,0.16
Day14LowCrys3,ASV000091,0.52
Day14LowCrys3,ASV000092,0.03
Day14LowCrys3,ASV000093,1.9
Day14LowCrys3,ASV000095,0.66
Day14LowCrys3,ASV000101,0.03
Day14LowCrys3,ASV000103,0.05
Day14LowCrys3,ASV000105,0.2
Day14LowCrys3,ASV000106,1.04
Day14LowCrys3,ASV000107,0.04
Day14LowCrys3,ASV000108,1.0
Day14LowCrys3,ASV000115,0.06
Day14LowCrys3,ASV000117,1.6800000000000002
Day14LowCrys3,ASV000118,0.12
Day14LowCrys3,ASV000122,0.01
Day14LowCrys3,ASV000123,0.05
Day14LowCrys3,ASV000124,0.15000000000000002
Day14LowCrys3,ASV000125,0.06
Day14LowCrys3,ASV000129,0.02
Day14LowCrys3,ASV000133,0.32
Day14LowCrys3,ASV000136,0.24
Day14LowCrys3,ASV000137,0.3
Day14LowCrys3,ASV000140,0.11
Day14LowCrys3,ASV000147,0.01
Day14LowCrys3,ASV000148,0.06
Day14LowCrys3,ASV000153,0.02
Day14LowCrys3,ASV000156,0.01
Day14LowCrys3,ASV000157,0.1
Day14LowCrys3,ASV000158,0.03
Day14LowCrys3,ASV000160,0.01
Day14LowCrys3,ASV000161,0.04
Day14LowCrys3,ASV000165,0.01
Day14LowCrys3,ASV000167,0.01
Day14LowCrys3,ASV000168,0.42000000000000004
Day14LowCrys3,ASV000171,0.57
Day14LowCrys3,ASV000172,0.02
Day14LowCrys3,ASV000175,0.08
Day14LowCrys3,ASV000181,0.03
Day14LowCrys3,ASV000182,0.12
Day14LowCrys3,ASV000186,0.23000000000000007
Day14LowCrys3,ASV000189,0.12
Day14LowCrys3,ASV000190,0.11
Day14LowCrys3,ASV000194,0.060000000000000005
Day14LowCrys3,ASV000195,0.1
Day14LowCrys3,ASV000197,0.03
Day14LowCrys3,ASV000207,0.04
Day14LowCrys3,ASV000213,0.13
Day14LowCrys3,ASV000216,0.16
Day14LowCrys3,ASV000218,0.02
Day14LowCrys3,ASV000219,0.02
Day14LowCrys3,ASV000223,0.16
Day14LowCrys3,ASV000231,0.15000000000000002
Day14LowCrys3,ASV000232,0.02
Day14LowCrys3,ASV000233,0.16
Day14LowCrys3,ASV000234,0.65
Day14LowCrys3,ASV000235,0.02
Day14LowCrys3,ASV000244,0.02
Day14LowCrys3,ASV000247,0.01
Day14LowCrys3,ASV000250,0.14
Day14LowCrys3,ASV000259,0.24
Day14LowCrys3,ASV000261,0.01
Day14LowCrys3,ASV000278,0.01
Day14LowCrys3,ASV000280,0.060000000000000005
Day14LowCrys3,ASV000283,0.01
Day14LowCrys3,ASV000284,0.04
Day14LowCrys3,ASV000285,0.09
Day14LowCrys3,ASV000287,0.18
Day14LowCrys3,ASV000305,0.08
Day14LowCrys3,ASV000314,1.0000000000000002
Day14LowCrys3,ASV000322,0.04
Day14LowCrys3,ASV000324,0.15999999999999998
Day14LowCrys3,ASV000326,0.24
Day14LowCrys3,ASV000330,0.01
Day14LowCrys3,ASV000339,0.02
Day14LowCrys3,ASV000342,0.03
Day14LowCrys3,ASV000344,0.21000000000000002
Day14LowCrys3,ASV000356,0.12
Day14LowCrys3,ASV000357,0.12
Day14LowCrys3,ASV000361,0.02
Day14LowCrys3,ASV000363,0.08
Day14LowCrys3,ASV000368,0.09
Day14LowCrys3,ASV000369,0.01
Day14LowCrys3,ASV000376,0.02
Day14LowCrys3,ASV000383,0.04
Day14LowCrys3,ASV000406,0.12000000000000001
Day14LowCrys3,ASV000411,0.01
Day14LowCrys3,ASV000413,0.04
Day14LowCrys3,ASV000415,0.02
Day14LowCrys3,ASV000417,0.02
Day14LowCrys3,ASV000422,0.01
Day14LowCrys3,ASV000430,0.08
Day14LowCrys3,ASV000439,0.12
Day14LowCrys3,ASV000456,0.12
Day14LowCrys3,ASV000461,0.18
Day14LowCrys3,ASV000467,0.03
Day14LowCrys3,ASV000476,0.03
Day14LowCrys3,ASV000480,0.09
Day14LowCrys3,ASV000482,0.02
Day14LowCrys3,ASV000484,0.02
Day14LowCrys3,ASV000486,0.18000000000000002
Day14LowCrys3,ASV000496,0.05
Day14LowCrys3,ASV000500,0.32
Day14LowCrys3,ASV000505,0.12
Day14LowCrys3,ASV000507,0.16
Day14LowCrys3,ASV000515,0.02
Day14LowCrys3,ASV000526,0.060000000000000005
Day14LowCrys3,ASV000528,0.06
Day14LowCrys3,ASV000533,0.03
Day14LowCrys3,ASV000535,0.04
Day14LowCrys3,ASV000539,0.11
Day14LowCrys3,ASV000551,0.06
Day14LowCrys3,ASV000553,0.05
Day14LowCrys3,ASV000563,0.04
Day14LowCrys3,ASV000576,0.07
Day14LowCrys3,ASV000591,0.12
Day14LowCrys3,ASV000599,0.03
Day14LowCrys3,ASV000600,0.09
Day14LowCrys3,ASV000609,0.01
Day14LowCrys3,ASV000613,0.01
Day14LowCrys3,ASV000614,0.02
Day14LowCrys3,ASV000616,0.02
Day14LowCrys3,ASV000617,0.01
Day14LowCrys3,ASV000637,0.12000000000000001
Day14LowCrys3,ASV000639,0.02
Day14LowCrys3,ASV000641,0.14
Day14LowCrys3,ASV000650,0.09
Day14LowCrys3,ASV000672,0.2
Day14LowCrys3,ASV000687,0.19
Day14LowCrys3,ASV000688,0.02
Day14LowCrys3,ASV000701,0.03
Day14LowCrys3,ASV000707,0.2
Day14LowCrys3,ASV000708,0.09999999999999999
Day14LowCrys3,ASV000711,0.7500000000000002
Day14LowCrys3,ASV000713,0.08999999999999998
Day14LowCrys3,ASV000716,0.05
Day14LowCrys3,ASV000726,0.01
Day14LowCrys3,ASV000744,0.6000000000000001
Day14LowCrys3,ASV000746,0.02
Day14LowCrys3,ASV000752,0.04
Day14LowCrys3,ASV000759,0.09
Day14LowCrys3,ASV000768,0.03
Day14LowCrys3,ASV000780,0.02
Day14LowCrys3,ASV000786,0.02
Day14LowCrys3,ASV000816,0.04
Day14LowCrys3,ASV000839,0.08
Day14LowCrys3,ASV000875,0.02
Day14LowCrys3,ASV000882,0.01
Day14LowCrys3,ASV000895,0.01
Day14LowCrys3,ASV000904,0.08
Day14LowCrys3,ASV000927,0.6000000000000001
Day14LowCrys3,ASV000931,0.04
Day14LowCrys3,ASV000954,0.02
Day14LowCrys3,ASV000956,0.08
Day14LowCrys3,ASV000972,0.02
Day14LowCrys3,ASV000974,0.1
Day14LowCrys3,ASV000999,0.04
Day14LowCrys3,ASV001017,0.03
Day14LowCrys3,ASV001019,0.060000000000000005
Day14LowCrys3,ASV001021,0.04
Day14LowCrys3,ASV001027,0.02
Day14LowCrys3,ASV001075,0.03
Day14LowCrys3,ASV001086,0.01
Day14LowCrys3,ASV001137,0.04
Day14LowCrys3,ASV001154,0.05
Day14LowCrys3,ASV001155,0.04
Day14LowCrys3,ASV001210,0.02
Day14LowCrys3,ASV001237,0.03
Day14LowCrys3,ASV001302,0.02
Day14LowCrys3,ASV001303,0.05
Day14LowCrys3,ASV001304,0.1
Day14LowCrys3,ASV001306,0.16
Day14LowCrys3,ASV001325,0.08
Day14LowCrys3,ASV001328,0.02
Day14LowCrys3,ASV001372,0.02
Day14LowCrys3,ASV001376,0.05
Day14LowCrys3,ASV001400,0.07
