OTU,Simper contribution,LCB mean,LCB std,PET mean,PET std,WPET mean,WPET std,kruskal stats,kruskal p
ASV000001,0.109864558225085,25.164129999436646,4.849575529499484,35.39167892247247,4.599223532376006,38.519813574659075,3.957311911745207,36.32619413356741,1.2938000679774324e-08
ASV000002,0.10442690666578734,14.935793233169303,7.687330732247874,5.804590974374309,4.123264392527038,6.0738137994893435,4.286171968731524,15.734028234949875,0.00038317677663499627
ASV000007,0.07026932213633667,0.37092636261281087,0.6358402987695455,5.693123513942933,4.404176260065973,6.983891069676887,4.8559764178826805,10.668409734714547,0.004823744104200112
ASV000008,0.04913308493034133,6.1571913197005825,5.68850138897175,3.811870551512973,4.004217014767329,1.6907431334759526,0.6169836130528114,19.221227415697456,6.701368485593329e-05
ASV000003,0.042816196019171,5.1728068254938515,3.3537371995113157,6.672793448859729,2.28103458487081,2.8938999707371744,0.9959896572136465,22.78662131519272,1.127062631740671e-05
ASV000020,0.040890566133739,0.025687041563146405,0.02697159054325491,2.626882997814435,3.2951901492580804,3.2947238314787546,3.5461084479029177,15.74885897301865,0.00038034588844315
ASV000006,0.033869980787240996,4.144855412406545,2.600432766898412,4.283326343911335,1.9466892704715901,3.281286741236021,2.0781129678865318,1.9950698558993452,0.3687874091432208
ASV000004,0.02672384331764267,3.523284667291726,1.242655873800077,5.181319543198846,1.4320545818046786,6.3607979924898945,1.3356248271035407,29.53544729719846,3.858860769033877e-07
ASV000010,0.024723055590526333,2.7098678054676606,2.5112904541240324,2.5281888255306586,2.647832308742058,2.0578774432095424,0.7416395498959949,0.44185502157850465,0.8017747982060283
ASV000011,0.017637208596598664,2.4171163194699576,1.288031770532367,1.670397776660338,1.0885401989256542,1.8370038815092375,0.9679010890022767,4.614432009362872,0.09953797944513688
ASV000009,0.017591183906599698,2.3526202233301348,1.128066426446559,1.3406418907026423,1.1349138753396222,1.2187397750068456,0.9724958466321879,13.26509399458709,0.0013168049126580299
ASV000043,0.015603305369786302,0.0050172777297876085,0.007819382810692449,0.8704905942970245,0.9671516680045817,1.4544485485645868,1.4868859626204236,18.81090703476953,8.227415633591542e-05
ASV000016,0.013114873133284966,0.4618749701752112,0.3752716031717199,1.4706104891654344,1.537625515627531,1.343321494934741,0.5383952290067954,23.527715602369994,7.780750172786957e-06
ASV000055,0.012380129578972034,0.0015926882457179751,0.0028181156595516992,0.7601568693219076,0.8817790642657181,1.0875820564696344,1.0813781585001854,19.61880778272272,5.493258282803467e-05
ASV000012,0.011647935700601,0.49067371810738625,0.3008826531092168,1.5958595201209416,0.6483077927141937,1.371054757002099,0.7283900547807411,22.322280740253092,1.421602981077539e-05
ASV000019,0.011508162934306334,0.3803693214417194,0.21778034356750184,1.55684393014315,0.5710399689605238,1.3130151932057046,0.7160827205108211,26.331987418623385,1.9146155564226707e-06
ASV000018,0.008266869829822034,1.2082559074051242,1.1712740969982434,0.8173692645774492,0.4598360540609643,0.7954342569960067,0.5478788480515718,0.17583936800528477,0.9158344299251906
ASV000013,0.0067917732147637,0.953691674214596,0.26711056299915736,1.7347050753615758,1.9757224394048107,1.2271069374381118,0.2085093979219235,17.01977909443346,0.0002014660761721709
ASV000036,0.0043158602759617,1.1338291676752015,2.2793749306983644,0.0006003409936844128,0.0026848065431162383,0.0,0.0,13.178562682864866,0.0013750277841235654
ASV000045,0.003979585910756966,1.0458245666895207,0.9581590688814371,0.3885183420682865,1.092465057335291,0.12725006552228119,0.057643531974259386,35.811820642235375,1.6732543167162592e-08
ASV000173,0.003742791759886,0.011729111381543688,0.010085512230788489,0.7795183237456464,3.356399630032114,0.04944616846507201,0.0340513493935141,17.435983452607434,0.0001636154457947643
ASV000056,0.0034132313427066665,1.0338770671500561,1.13796071421845,0.0,0.0,0.0,0.0,58.03580562659847,2.4985320904934406e-13
