,90% identity,95% identity,97% identity
TARA_145_MES,6.574331126635956,1.0087759439478527,0.35896966553789517
TARA_098_DCM,6.891592011177776,0.7958686063395523,0.2191720774773294
TARA_146_SRF,5.361991524348466,0.654706016697541,0.19285913670160124
TARA_148_SRF,5.256960856564424,0.665802647963203,0.21600467586592462
TARA_099_SRF,6.068744404888306,0.7390752191201883,0.3705785605729394
TARA_052_SRF,5.125796588941688,0.7560688105499687,0.35455114745644084
TARA_041_SRF,6.044492674986436,0.8642036205790954,0.3097716174221872
TARA_082_SRF,14.33864189338642,3.2044901570449014,1.256635700066357
TARA_138_MES,7.067491719719958,0.7209297713254398,0.19733841058289206
TARA_110_DCM,5.68866230950364,1.0219386525952578,0.5066950581689035
TARA_056_SRF,6.191242566387313,0.9087162175423446,0.34150458283448804
TARA_004_SRF,7.164962029761643,1.034853606075238,0.498222202712787
TARA_068_DCM,9.460470085470085,1.6043447293447293,0.44693732193732194
TARA_066_DCM,9.72849530575996,2.3445825932504443,1.149454453184471
TARA_109_MES,5.870871688726691,0.65363037202462,0.09259763603682117
TARA_072_SRF,7.952738881045951,1.2171391506734328,0.3332188688364048
TARA_064_MES,9.173005290011583,1.2239020878329734,0.3990985069020565
TARA_067_SRF,20.914018231091404,6.245380635624538,2.9169746242916976
TARA_112_MES,8.08969696969697,1.1927272727272726,0.42787878787878786
TARA_111_SRF,6.252116601974627,1.1462213770286815,0.5661638922899246
TARA_123_SRF,7.8622399332746395,1.142208424076734,0.5560446689217368
TARA_065_DCM,5.550583068789883,1.0225436094244005,0.3522237747828383
TARA_056_MES,8.35815903080477,1.272121003062707,0.3836223567165271
TARA_138_SRF,5.5046945187105605,0.8299801056829332,0.4059880994175736
TARA_112_SRF,5.059216013344454,0.7389491242702252,0.3202668890742285
TARA_111_MES,4.940493964083095,0.43765729642110646,0.07848824809111461
TARA_064_SRF,3.244550503483183,0.48368628877783604,0.17496174383888538
TARA_122_DCM,7.667694145503802,1.0857855946755974,0.24318184242243246
TARA_072_MES,9.053380975583348,1.0922527204807537,0.2815223864436143
TARA_137_DCM,4.945887171155619,0.31308438893542845,0.04061635315919072
TARA_109_SRF,6.182902121515568,1.2342516476095107,0.6706876877576209
TARA_150_SRF,5.478011936146468,0.7868475957883841,0.33479435216484177
TARA_145_SRF,6.725236578058872,0.8345617956155784,0.34000665747301345
TARA_146_MES,7.450242385983301,1.1172385864192385,0.3966316090379599
TARA_033_SRF,7.8829673659001065,1.2551576882015179,0.5136047551721152
TARA_123_MIX,6.1848621920487155,0.5978170139358142,0.13434983424887312
TARA_151_DCM,6.208121340117116,0.9340501103964673,0.40606700585581257
TARA_039_MES,7.244691995196607,0.5339942257083727,0.08175988144817191
TARA_094_SRF,5.668218995812625,0.9916643838296874,0.5197041443274761
TARA_102_MES,11.397898988467466,2.2870201420751477,1.007989512657443
TARA_018_DCM,5.35159754330274,0.6659305775998896,0.30622455317093367
TARA_062_SRF,6.550262269167205,0.9010562621254581,0.34490191851692176
TARA_100_DCM,6.283967391304348,0.859860248447205,0.37752329192546585
