,90% identity,95% identity,97% identity
TARA_096_SRF,1.9283907659468704,0.1323118759046185,0.0014620096785040717
TARA_030_SRF,1.5330755564844811,0.10659421047131362,0.006270247674783154
TARA_152_SRF,2.611568457538995,0.1841421143847487,0.025996533795493933
TARA_082_DCM,1.988050645450887,0.2841841315048138,0.0006191375414048231
TARA_023_SRF,1.7366884676495584,0.10838906748451146,0.0
TARA_149_SRF,2.272217468242957,0.2176676331552668,0.004153962464795168
TARA_034_DCM,3.1455742501828823,0.1584979273347964,0.010450412791305257
TARA_068_SRF,3.9806907885083778,0.18487542917510344,0.0014672653109135193
TARA_066_SRF,2.149514121725294,0.1875319656759675,0.002841393419332841
TARA_065_MES,2.1671538103105012,0.2872029482780531,0.026263396450205447
TARA_152_MIX,2.236269411754319,0.1412566545127087,0.0017657081814088586
TARA_058_DCM,3.0708240254223957,0.11746321408719546,0.005243893486035512
TARA_110_SRF,2.6177961417020357,0.18926085204860818,0.002810804733395171
TARA_070_MES,2.9658640871972803,0.16559772894543162,0.022780639960747206
TARA_111_DCM,2.6405732694384207,0.10887121962537592,0.0017847740922192774
TARA_057_SRF,3.5820481306743845,0.09713356856837013,0.001982317725885105
TARA_038_DCM,3.2295661702445586,0.10459730039348508,0.000996164765652239
TARA_122_MES,2.035641148533833,0.2073983704413751,0.01481416931724108
TARA_137_MES,2.225912817742807,0.25314618789251764,0.00886817855674425
TARA_072_DCM,3.3180388306718225,0.20837925023542847,0.00200364663687912
