Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
0.9314408529214222,0.8402049730275974,0.8473932605373692,0.8533417561330325,0.8737755356588252,0.8768980910599374,0.8697373862493957,0.8409019295325073,0.8265715784877552,0.8053014042081996,0.8141065553376615,0.8439589325230352,0.8165070946835074,0.8137308327946962,0.8002467368410298,0.8809055824682892,0.8890728396008856,0.8677658482704861,0.9099235906985944,0.9121516084135878,0.8886830666242589,0.8899563738195533,0.8126049465450226,0.814873232043229,0.8449644436841163,0.8522293711273417,0.8570987141908127,0.8477908034264149,0.8757770233050594,0.7946679955839246,0.7844581154667025,0.837124895158089,0.8321375717781081,0.8580949944832337,0.8462673333515427,0.8353232166643836,0.780270230877063,0.8474197775355558,0.8138509508307664,0.7994034766410567,0.8341225875741384,0.8318297414175407,0.8288174244036305
