Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
0.6103674095671259,0.4385720620781279,0.4184983014969253,0.4394621748777894,0.4549715865755868,0.4447968924849463,0.44151717522474887,0.4396465329690576,0.3700219485088209,0.3676418005374614,0.3763891002588561,0.42378954594196583,0.39366775133500037,0.4089380963147683,0.41056874331739956,0.48623364199623853,0.470542012659989,0.45049835577449837,0.5035960323362119,0.5161614993137349,0.48289468064921165,0.5015989996899464,0.3724497548987355,0.39342443798074933,0.43444036880196246,0.4298115845461571,0.43537492182298904,0.44738180469758787,0.48062151500257444,0.3890815630105773,0.38483548544687735,0.4286101219915286,0.4198882300251954,0.44565723606606106,0.44090281702256023,0.43480505863782065,0.37623565467798165,0.4143038718554565,0.4139809299560029,0.41585953398126657,0.44983563025659024,0.4480021447115983,0.4656020589416439
