Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
4.762713159257061,2.979424450423539,3.1222025213221807,3.3257893597734514,3.3327346433035543,3.3846225898609674,3.261527213977496,3.193605667708506,2.721038665487299,2.6710756651354735,2.797283111788353,3.0706328711479918,2.88933930038961,2.878785302175153,2.8793250796174235,3.3469710829364856,3.4153878620568348,3.2978853599067524,3.6420117088408643,3.692129856557892,3.360197714695491,3.4225534935719053,2.7688873398296012,2.8641331553861784,3.1027890035127283,3.0864044360198215,3.158594907022212,3.002710530601935,2.983013924881042,2.8169242887221873,2.8138732614849413,3.118509214034094,3.1155622369688523,3.2659711353745386,3.151725775536769,3.0121372216562414,2.85822255245483,3.0429455418247553,3.0338333104758473,2.9931221122149005,3.248639070078252,3.2514686050575317,3.2925391183337767
