.wavelength,Bacillus,Community,Control,Thioclava
650,1.5452637677931156,1.5792342292201744,1.63720969135016,1.5684877590103892
651,1.5704277114556833,1.5919124482485065,1.6552488598053232,1.5781881497981365
652,1.5940234535790678,1.6043295785975633,1.672334834556261,1.588211739645402
653,1.6161840936476946,1.6165885925463412,1.688590054041241,1.59857893769514
654,1.6370510993951188,1.62878472690192,1.7041418880471177,1.6093236396893913
655,1.6567674134813335,1.6410035783581476,1.7191116020512618,1.6204896203854988
656,1.6754538100000942,1.6533065906878455,1.7335820290083055,1.6321244465145668
657,1.6932009408125144,1.6657260251961847,1.7475871682617792,1.6442740396759403
658,1.710035896841022,1.6782438012791911,1.7610678738995864,1.6569581709681955
659,1.7258707790031877,1.6907649565861567,1.773843962166878,1.6701556486036422
660,1.7403602245216865,1.703048784577092,1.7855468458152524,1.683755266425823
661,1.752655027556787,1.7145911721952922,1.79548036403663,1.6974093169572921
662,1.7616913432137444,1.7250780547749356,1.8031643736984324,1.7103825673809623
663,1.7748137796095023,1.7399584841553966,1.813618499219628,1.7252017066905643
664,1.7919087329101921,1.759033428022682,1.8276926581797754,1.7431229675198612
665,1.813902770977472,1.7823706127991228,1.8460787312900655,1.7649174754729786
666,1.837351377609401,1.8069270081622468,1.8673824207264802,1.788037360178328
667,1.8641317711312766,1.8341504559931043,1.8916943773133146,1.8142500863784246
668,1.8917439704622343,1.8613645649097568,1.9163303131403724,1.8399872457255002
669,1.9187759652712677,1.8894283103907823,1.9445267752803568,1.8671140267883746
670,1.9482392082853268,1.9191682367512,1.9711966127952598,1.8952422639466502
671,1.9748371263511966,1.947929943937959,2.001613866980232,1.9218213197353247
672,2.0035114931058686,1.9794067454010298,2.031949357467448,1.9516055735499092
673,2.029729142150838,2.0078906022732323,2.0619967249961615,1.9779311575679301
674,2.0554564934839075,2.03646496673879,2.0930233640715263,2.005397600152617
675,2.078058549936509,2.0611751083397336,2.120340834896399,2.030703030425889
676,2.098186224032889,2.0833334644167967,2.145786627683402,2.0544229342312987
677,2.116520611359604,2.1038965243924355,2.1674954582661243,2.077548983423699
678,2.134623554652359,2.124662501368897,2.1865210332103633,2.1006666409875736
679,2.1535347030068226,2.14633751705252,2.2041280150913725,2.123724400388489
680,2.1728349243906777,2.1687234237601634,2.2212181926911145,2.145969403299602
681,2.1934238013107485,2.1920983699867005,2.2385477206443958,2.169030698771463
682,2.212464635801717,2.2131067238391853,2.256707482906992,2.1873052956216736
683,2.232392872698572,2.2351022793733955,2.275698886561872,2.208864493852948
684,2.2530741432191586,2.256241435093569,2.2968881247778756,2.227473490146541
685,2.2743967512069854,2.2784775381289846,2.31949077038522,2.248939449191951
686,2.298888602878627,2.302640564442994,2.3452878790217944,2.272781964658352
687,2.325620225053773,2.3291023552373664,2.3736397903308344,2.297936935760714
688,2.3565699268936786,2.359059836647072,2.405751251989651,2.328468849929111
689,2.3914739099995947,2.3926675449109713,2.4413064839604433,2.3619728819096633
690,2.430631158830897,2.430500992842521,2.4809766463177723,2.401470779967712
691,2.4741064301909046,2.4728792308679513,2.525162882456221,2.4465942947216193
692,2.5217314260328707,2.5197790263333864,2.5740437663996887,2.4974846768256236
693,2.57460809717945,2.5727590657763777,2.62862118804078,2.5543296540143396
694,2.6308289809728427,2.6294560623812933,2.6867420065665466,2.615612026447624
695,2.6935805856506922,2.6931864561391077,2.7511388602477758,2.681225580986413
696,2.758161725555689,2.758920835749917,2.816712531821903,2.7485243343897223
697,2.827145964282794,2.828667197814587,2.886468931640293,2.817774145490448
698,2.8978289612833885,2.9003119785831912,2.9573526544946698,2.8875390439940225
699,2.968831566026041,2.971538913831532,3.02740062969208,2.956741044319452
700,3.0415090452501996,3.044750422079479,3.0993202179767017,3.027258071262017
701,3.111714027646455,3.115648012240764,3.1676865367934592,3.0957383751283234
702,3.182244299486262,3.18715094922614,3.2367631555633913,3.165239816664658
703,3.2496602482831367,3.2559973705413134,3.3030834166712797,3.2322306152939153
704,3.316040687751441,3.3238641930760244,3.368774249869167,3.298425034724346
705,3.3810165472266323,3.3903179485852615,3.4333077104662197,3.3631442687275537
706,3.445583091430271,3.4561973760634546,3.497503072378649,3.4273613577975723
707,3.5109087574863866,3.52257684245476,3.5615901101338667,3.491951645137771
708,3.5790487472704293,3.591306665307481,3.628225148604644,3.5597948525188547
709,3.6483350281174385,3.661324647790315,3.6956190672833813,3.628942845147852
710,3.7254467515964467,3.738038068188736,3.7691046101814387,3.7061738073901904
711,3.801668926403239,3.81456412333848,3.842901798222199,3.78298365350284
712,3.8908007525084702,3.9024581423824936,3.9257324259315505,3.8715560216933755
713,3.976362428157353,3.9874946061553422,4.0064916019996515,3.956799321532179
714,4.076281945452561,4.086436872549082,4.098782745553189,4.053849728382001
715,4.170406727161546,4.179944900977793,4.185900447350087,4.145103553645649
716,4.271865565498974,4.282110156407479,4.28060335545606,4.242495076474731
717,4.363270174655813,4.375176948217022,4.3664856889434525,4.330574264199811
718,4.445824295079679,4.461240010119809,4.446130866377699,4.411006516780573
719,4.5073023613868815,4.527755229142256,4.507957083372203,4.472448484803149
720,4.545956169439755,4.572209952688537,4.54919288975439,4.512661319058456
721,4.544756913844458,4.577498657808177,4.554046214296289,4.515711982518794
722,4.519669328335958,4.558909733391181,4.536182697278186,4.495350914832894
723,4.435052872852019,4.480016102102742,4.46029723531582,4.4186714902201665
724,4.334961005780672,4.385994755257624,4.3700707293224355,4.326350442605978
725,4.170127729384467,4.22511185709795,4.2146439737982755,4.172101531374062
726,3.9910527470281556,4.050311644495564,4.046131049166525,4.003955235901515
727,3.7689962618429567,3.830211831520921,3.8332334308148757,3.7930101271986345
728,3.5267314593180714,3.5894384719468158,3.600460300432244,3.562555052238824
729,3.2660455016429544,3.32891051171448,3.3480100446289827,3.3118360750963465
730,2.9914448231300503,3.0534224474280114,3.0807021105280876,3.0464162313082657
731,2.710533914745062,2.7707993266414097,2.8059914812642415,2.7727429439642504
732,2.4282393918305916,2.485902959219889,2.528713083810926,2.4961121554336545
733,2.1457765434792098,2.1999927147690688,2.250195356085167,2.217996746731651
734,1.8691401386306257,1.919022341503962,1.9763694940505578,1.9445860633019012
735,1.6003579052685286,1.6456690288348055,1.7097617649377,1.6778752879032688
736,1.3415161949164298,1.3812415279532022,1.4514711604166157,1.4194522075243567
737,1.0970992557260817,1.1314942281131957,1.2073232276878743,1.1746726850414075
738,0.8741001255205663,0.9029163600582863,0.9829622329463987,0.9490632154163617
739,0.6645621573663526,0.6875017599059883,0.7711606692097317,0.7366657740263163
740,0.4924604945187385,0.5104870974336471,0.5960167790334021,0.5601394113412062
741,0.334617111109149,0.34728301922282234,0.43406353111681767,0.39760389627438736
742,0.21818930338128004,0.22645338106557167,0.31275743397885486,0.27617006846617564
743,0.1218435787227517,0.1259208202651768,0.21116860512583802,0.17465180322309193
744,0.05877927357842431,0.059424154155190916,0.14255797960790126,0.10681337517181695
745,0.017763094712934253,0.015759336825880106,0.09632484544495142,0.061194188976985635
746,-0.0012132177888467544,-0.004871838434345174,0.07260671587103018,0.03801216097722814
747,-0.004964024440619936,-0.009462006847426168,0.0647493853594532,0.03070250505695207
748,0.005951746424432184,0.0010375869216367709,0.07177777869118138,0.03842129495464806
749,0.021624957014259538,0.01627080796940609,0.08412360745167896,0.051383702801943126
750,0.048005377049428616,0.04201509066783188,0.10712576788128743,0.07541766397734012
751,0.0722959627450266,0.06554076221232105,0.12938807712876016,0.09705956597879299
752,0.10384420198669145,0.09647498715307451,0.1589917005921468,0.12646699988034873
753,0.1318941561532298,0.12417192631918884,0.18665210082949896,0.15155279801106186
754,0.1633811813675462,0.15585180639862248,0.2182891940452145,0.18047645245328106
755,0.19262960989897515,0.18548170186517507,0.2481212743786867,0.20693116551599428
756,0.22297445920719447,0.21635985782528813,0.2796225169090865,0.23475538522124711
757,0.25203573011723945,0.24566379554245638,0.3097889206897679,0.2616963860997499
758,0.2811782056389425,0.2747457936864911,0.34017307091948534,0.2891929597666273
759,0.30973759212682317,0.30292130171493475,0.37014285718698126,0.3167692137295963
760,0.3378824110842641,0.33055782490803476,0.3998557875767841,0.34470026613355453
761,0.3659021521839758,0.35811229018969487,0.4294526999044673,0.3731329230760832
762,0.39363746686254886,0.3856635346496581,0.4588050114391172,0.4023009542309485
763,0.42120449104307045,0.41340430119611005,0.4879349218046463,0.4315089855040522
764,0.4494786327454313,0.44186010303667766,0.5167491036632055,0.46214319726847425
765,0.47738815290615605,0.47015682920258517,0.5453137108537244,0.49227922631752574
766,0.5067276911255743,0.49971769773826225,0.5738621576305313,0.5234904901904982
767,0.5359034824795682,0.5288093888546193,0.6024479848582767,0.5548089978315168
768,0.5657242047853784,0.5590866749038905,0.6310390712098946,0.5856180216392987
769,0.5957536557758196,0.5893627272263235,0.6598541088439397,0.6166745280968357
770,0.6255945175046835,0.6198651433887384,0.6882595862061809,0.6464847000342155
771,0.6554360946285034,0.6503961008828676,0.7164674104987213,0.6759179219647521
772,0.6849188183324696,0.680306563215012,0.7442818096774428,0.7041370928115441
773,0.71408221156262,0.7096737408098117,0.7719359153048274,0.7315748581605341
774,0.7429163931406246,0.7385539348745349,0.799601352810486,0.7583410314111035
775,0.771126511086519,0.7666740536776815,0.8273887219086951,0.784613750557998
776,0.7993480745518688,0.7948977408501059,0.8556473821640291,0.81103523015334
777,0.8268255535046369,0.8228673502777686,0.8837477948660762,0.837879628772371
778,0.8552314395073314,0.8516044672028333,0.9128503456866075,0.8655743235886503
779,0.8840562756169076,0.881362908832513,0.9421065237980327,0.8948833015953759
780,0.9140238126649621,0.9120461157251025,0.9725907205167699,0.9251943337096361
781,0.947014081921751,0.946098458476922,1.0054885921397843,0.9588834444571798
782,0.9805977233001393,0.9809014595895741,1.0394581723968455,0.9933235507269234
783,1.0201530581907665,1.0220014499427883,1.0796436071558064,1.0336405959173067
784,1.0601012897258186,1.0637487462311888,1.120643453269143,1.0746374314743627
785,1.1059508083929324,1.11156124828037,1.1681817801979084,1.1215714650529722
786,1.1515310713555138,1.159120676469608,1.215606532788343,1.1685652648256162
787,1.1969376853382054,1.2063891421191955,1.262909200041782,1.2155754862571568
788,1.237649158690121,1.2486962011607932,1.305313495219872,1.2580472899263124
789,1.272230132564091,1.2845725642337387,1.3412411177995167,1.2942587378232366
790,1.2915608972914903,1.3050442179268211,1.3613962314854366,1.315681921417381
791,1.3072646780249866,1.3217509103922567,1.3781181679884666,1.3331025808885821
792,1.297466198614211,1.3128136173214044,1.3685002130225437,1.3254237794753188
793,1.2908635760509979,1.3071967989430364,1.36292285322187,1.3209811651542034
794,1.261127129817642,1.2778126663715077,1.333727028688329,1.2927408880319549
795,1.2327848716943783,1.249792981022611,1.3058810934622622,1.2662435451067025
796,1.198029355807194,1.2146771722215401,1.2718651963612613,1.2323447908917153
797,1.1613731294002538,1.1773765391941045,1.2350130873259415,1.1963897778770116
798,1.1308456873203037,1.1458643500230354,1.2043270968608053,1.1658507011452406
799,1.1030553407893862,1.1170730137752916,1.175965411761769,1.137589280579102
800,1.084536121615746,1.0976330081711283,1.1567535201208934,1.1180229878399905
801,1.0756804847264831,1.0881059308902734,1.1470501601959568,1.107756061013287
802,1.0738921411953946,1.0858362223861828,1.1445109631483281,1.1043729549423158
803,1.0805276873488394,1.0923656176500112,1.1496461135891145,1.1095840455911163
804,1.0923013903891734,1.1040317788807599,1.1601864517680875,1.1201860029910655
805,1.1035950053621033,1.1156912735498408,1.1699663211356848,1.1309662482275797
806,1.1192709012657038,1.1316358152181212,1.1839600667804686,1.1461742648277875
807,1.1289823085732396,1.1420179147343699,1.1937888763770668,1.1562086228093271
808,1.1412513232362782,1.1549724930319143,1.2051602918034874,1.168418361669582
809,1.1495898903165545,1.16424980965577,1.2152775737392802,1.1774423337289386
810,1.1583893512575771,1.1740452319704187,1.2253885795267192,1.186689271295397
811,1.1662147214334624,1.18270428061066,1.235565495315013,1.195295301864769
812,1.174312085136894,1.1914073130607212,1.2459815533038077,1.204098961335844
813,1.1827837422592695,1.1999019926975099,1.2560997378080938,1.2130063825147674
814,1.192010296084523,1.2086891076618078,1.2661413061789033,1.2222639750812143
815,1.2020403226339822,1.2179451071671923,1.2762180168332125,1.2318782102017412
816,1.2134513182507713,1.2283470803248433,1.2863704152523978,1.2419819613269365
817,1.2258703251525274,1.2397693027187675,1.2972129174017921,1.2527856053419588
818,1.2400073789819248,1.2530285778726933,1.3089048873093858,1.264685148446211
819,1.255127684783229,1.2672596265729423,1.3214099959966066,1.2774694331327645
820,1.2716498450902871,1.2832294541120413,1.33594611563926,1.2920871473903979
821,1.2891926154740156,1.2999681461343902,1.3508257075801935,1.3076233248062545
