.wavelength	spc
650	1.10016111136037
651	1.12150614661919
652	1.14148118297007
653	1.16018351521803
654	1.17769355118872
655	1.19407673455175
656	1.2093730540918
657	1.22359661761036
658	1.23673115635244
659	1.24871273265786
660	1.25938938734335
661	1.26840600928055
662	1.27566521173718
663	1.28549908114773
664	1.2977533839586
665	1.31239620438
666	1.32696258053178
667	1.34430836589276
668	1.36176494401752
669	1.38327306202384
670	1.40767262144472
671	1.43457454786567
672	1.46456978481233
673	1.49479626039902
674	1.524514325728
675	1.55284736915004
676	1.57841391679982
677	1.60229032422608
678	1.62439919931693
679	1.64582069406243
680	1.66289139374512
681	1.68111679408818
682	1.69285453948405
683	1.7058154347903
684	1.71871411379865
685	1.73096803659402
686	1.74944749266868
687	1.76893947584853
688	1.79524540592083
689	1.82561944122639
690	1.86144109982674
691	1.90240753082029
692	1.94850588805797
693	1.99980282641739
694	2.0558600556503
695	2.11865362163
696	2.18340262889688
697	2.25606873603156
698	2.3286088813651
699	2.40553292074629
700	2.48378513808953
701	2.56031825067966
702	2.63775731893352
703	2.7105078260305
704	2.78156052728337
705	2.84924464610551
706	2.91376892495143
707	2.97988006385328
708	3.04705835309517
709	3.12121814259871
710	3.20996373546013
711	3.30481138182144
712	3.43282191361774
713	3.56208269203093
714	3.73024027765401
715	3.89871503820234
716	4.09401726203448
717	4.28754477107619
718	4.48410396692627
719	4.66551141360564
720	4.82775745080218
721	4.946064006086
722	5.037321147538
723	5.05247005945592
724	5.04588465835828
725	4.95064311341248
726	4.83377995588351
727	4.65128701607797
728	4.43866940068546
729	4.18964429828194
730	3.91422179664859
731	3.61735232628547
732	3.3060988931407
733	2.98229193910234
734	2.65429958764371
735	2.32669042892852
736	2.00189569154399
737	1.68889987061674
738	1.39322068132387
739	1.1099732135917
740	0.866694828269331
741	0.636822786786742
742	0.456517197612529
743	0.298509895162463
744	0.182723660742623
745	0.094670213500254
746	0.0351286681893151
747	-0.00411909624913959
748	-0.0246993283346554
749	-0.0393990947053022
750	-0.0399638879495905
751	-0.0433555350611042
752	-0.0358405168632677
753	-0.0313355816047956
754	-0.020750123641001
755	-0.00989966466547582
756	0.00362354272046858
757	0.0188232787357706
758	0.0358581548922543
759	0.0544934529262779
760	0.0745231956562069
761	0.0964379396662223
762	0.11951364543367
763	0.144729721512134
764	0.172364293200891
765	0.200451301063085
766	0.232636523724505
767	0.263703513020223
768	0.297383707903949
769	0.330685402392859
770	0.363305142101094
771	0.395649202129771
772	0.425726031799401
773	0.454147498881549
774	0.481005956054347
775	0.505292569615926
776	0.529663255065475
777	0.553526391879469
778	0.57870658200955
779	0.608321117560389
780	0.639778745409013
781	0.679733313800438
782	0.722741135500599
783	0.776921782711334
784	0.835076724511556
785	0.905154020458954
786	0.979157163718227
787	1.05778068452957
788	1.13518745534575
789	1.20616644578875
790	1.26051731234082
791	1.3085304494949
792	1.32003737020328
793	1.33636186870599
794	1.31141972447806
795	1.29085047813892
796	1.25143283479273
797	1.20888217437008
798	1.16905245309788
799	1.13007091393314
800	1.10111506251026
801	1.08415171420485
802	1.07518941738496
803	1.07937520229574
804	1.09023005903438
805	1.10080483593621
806	1.11844738807077
807	1.12500739112576
808	1.13511315502807
809	1.13760470563263
810	1.13893162998313
811	1.1382873752843
812	1.13672770209032
813	1.13524681475965
814	1.13422954755607
815	1.13377952251954
816	1.13403428046977
817	1.1347905777338
818	1.13590090994029
819	1.1373415109956
820	1.13954098345161
821	1.1421735926303
822	1.14603557299965
823	1.15087120711696
824	1.15684539054719
825	1.16416301882962
826	1.17272121107399
827	1.18261945350008
828	1.19389229331184
829	1.20681811053559
830	1.22098455490483
831	1.23737473715631
832	1.25454651230014
833	1.27382030781604
834	1.29316434158033
835	1.31355168146583
836	1.33349841201256
837	1.35273162592409
838	1.37106698271913
839	1.38730327164237
840	1.40185761538014
841	1.41398480549651
842	1.42367061494752
843	1.43142552403483
844	1.43650080943507
845	1.44027615662316
846	1.44183235037934
847	1.4426897272214
848	1.44244709203719
849	1.44233083901828
850	1.44199070986793
851	1.442876892481
852	1.44411999541859
853	1.44764722140111
854	1.45279499736484
855	1.46143893876152
856	1.47401717962125
857	1.49228952140933
858	1.51651130987332
859	1.55048880080929
860	1.59043795808964
861	1.64722085633772
862	1.70630425250126
863	1.78841011638764
864	1.86982131030078
865	1.96999340996093
866	2.06689883074467
867	2.16766264587602
868	2.25871327524572
869	2.33774755237288
870	2.39323653133322
871	2.43129177024233
872	2.42830054818659
873	2.41381061767522
874	2.34939052408467
875	2.28065959942221
876	2.17496292221568
877	2.06294130009194
878	1.94342833873239
879	1.82004875048047
880	1.70877050946321
881	1.60541264055521
882	1.51885605638988
883	1.45022197962178
884	1.39528563774426
885	1.35940529426247
886	1.33351480772696
887	1.32036374466614
888	1.31515456683408
889	1.31440865775289
890	1.31979966942339
891	1.32486380886076
892	1.33240718851425
893	1.33841459309419
894	1.34345192525991
895	1.34604273315409
896	1.34523391608005
897	1.34081351816641
898	1.33055378542596
899	1.31685100212832
900	1.29474052020379
901	1.27145905080299
902	1.23925062457193
903	1.20798965254867
904	1.17215346161864
905	1.13695720142024
906	1.10363177467702
907	1.07204687773012
908	1.04597759736029
909	1.02463149437406
910	1.00927076801158
911	1.0008386583457
912	0.99738961433848
913	1.00029263014477
914	1.0073034112892
915	1.01831432258767
916	1.03264416792814
917	1.04891392461064
918	1.06739039536062
919	1.08670528673327
920	1.10721140024938
921	1.12788352875784
922	1.1489325458242
923	1.16985207635841
924	1.19036567934846
925	1.2106908186131
926	1.22999795990752
927	1.24937337526425
928	1.26760910934094
929	1.28641553596344
930	1.30472494372992
931	1.32394003722011
932	1.34378362895585
933	1.36488474438006
934	1.38760314918161
935	1.41210618438909
936	1.43907301523079
937	1.46870432667965
938	1.50110338595938
939	1.53719073292871
940	1.57506288707372
941	1.61654969966868
942	1.65824976198696
943	1.70152902905165
944	1.74449718512707
945	1.78592768976362
946	1.82696314375214
947	1.8650987974494
948	1.9016216776451
949	1.9354324937642
950	1.9660252127663
951	1.99302804737202
952	2.01536883461342
953	2.03285186553737
954	2.04343676780675
955	2.05070494287859
956	2.04851780977786
957	2.04647622276386
958	2.03583331553452
959	2.02535285354744
960	2.01287835241156
961	1.99921740250197
962	1.98869834956955
963	1.97867763582646
964	1.97227770401905
965	1.96880448824752
966	1.96690334777162
967	1.96631118118844
968	1.96605969492049
969	1.96117165561993
970	1.95718962421362
971	1.94403096865375
972	1.93204982163288
973	1.91290485182287
974	1.89371327838814
975	1.87243348074956
976	1.8515442305306
977	1.83210689658383
978	1.81504396509992
979	1.80046016556708
980	1.79024148660214
981	1.78230589782853
982	1.77898250772104
983	1.77801889090644
984	1.77956079491672
985	1.78436987519043
986	1.78932429549545
987	1.79764619644836
988	1.80627455103196
989	1.81780309762956
990	1.83132605516065
991	1.8480822577492
992	1.8682511995568
993	1.89268623388024
994	1.92110214043752
995	1.95453690598403
996	1.99240208927423
997	2.03501563453198
998	2.08331593806309
999	2.13543178268132
1000	2.19457920436466
1001	2.25799657559237
1002	2.32906418578076
1003	2.40745292569894
1004	2.49526803102371
1005	2.59570502405417
1006	2.71144503139584
1007	2.83942840074959
1008	2.99179466318119
1009	3.14068647667045
1010	3.31181484225802
1011	3.45923695450563
1012	3.59329776770174
1013	3.70478009051168
1014	3.74568256941876
1015	3.76906308621307
1016	3.70111828887683
1017	3.60697103476263
1018	3.44897079648335
1019	3.26268112205877
1020	3.05265888119877
1021	2.84502754313233
1022	2.63209317935892
1023	2.47618945998399
1024	2.31389424194794
1025	2.24187857021205
1026	2.16805147527247
1027	2.16108515405827
1028	2.17189311491674
1029	2.20577748973612
1030	2.25571655477471
1031	2.30718512657966
1032	2.36022213798803
