.wavelength,Bacillus,Community,Control,Thioclava
838,1.7782740812540834,1.8388384781371196,1.933136318041103,1.9696245168222457
839,1.8157748583753133,1.8743091448449758,1.9696914946049544,2.007069976798638
840,1.8510481540445456,1.9074029741982024,2.004085902025461,2.042161359487684
841,1.8846944061370356,1.9384408631043786,2.0366706386676,2.075033083448419
842,1.9143049099697578,1.9650831913954048,2.0649117740232494,2.103052364935734
843,1.9395407918795255,1.98711551440241,2.0884395716284,2.1262064478676166
844,1.9564024998907277,2.000689288507583,2.103417955719417,2.140298619879521
845,1.9693083349661435,2.010381263153128,2.114336479869061,2.150488672364984
846,1.9689334405200531,2.0071971809530087,2.11194251497355,2.1478679811297057
847,1.9674648291184889,2.003130866464463,2.1086901801776365,2.1439914165876157
848,1.9525238709840842,1.9862413526833598,2.0915053908723946,2.127666456382053
849,1.9371574318350255,1.9691145705040565,2.0742373230896387,2.110460579006036
850,1.9154613002261556,1.9463729687140332,2.0500586990657244,2.0876198919756037
851,1.8921743398968778,1.9223637318368678,2.0245941539344785,2.063281713607947
852,1.8695261653709845,1.8997656181400855,1.9999027234537168,2.0400513121190453
853,1.847544364710021,1.8782971459286246,1.9763116373792462,2.01803664488341
854,1.829013551632608,1.8609345427011255,1.9570512540564158,1.9999968551930702
855,1.8146633211617578,1.84819294680568,1.9428488393085779,1.9865744790848165
856,1.8047114222640799,1.840228957124999,1.933870024655948,1.9778207793746754
857,1.8001927477185187,1.8379926413309424,1.9313477765180376,1.9746113925015767
858,1.8019195911900114,1.8421612842352144,1.9353583928672466,1.9775095790974457
859,1.809009911847657,1.8520233423601988,1.945460442619362,1.9861315287530366
860,1.8251698675607253,1.8707668609163213,1.9645000595890312,2.0035190331183945
861,1.8543931601017067,1.9032280114275375,1.9968202228120633,2.0347460678176335
862,1.8897246016038542,1.9408807784609954,2.035017250543554,2.07182904597601
863,1.9564939087058886,2.0101352402078407,2.1039005773779857,2.14045262198033
864,2.0215157996331348,2.076301170970394,2.1705429404503715,2.2069057552350646
865,2.1193967797867144,2.173320777469849,2.268069365582777,2.304965423222172
866,2.2104492218758103,2.2619785794359135,2.3576855471809566,2.395201147546085
867,2.30814604487097,2.353953139909672,2.4515037009213794,2.4901740843683586
868,2.391293206323988,2.4296157695948892,2.529433491468617,2.5693842142059076
869,2.45684830255205,2.4856400598134245,2.5883685068620212,2.629741720355766
870,2.489393998302112,2.507193990539319,2.613448235950091,2.6560753044292333
871,2.5041606186508125,2.5108132343040706,2.6206282056487833,2.664324459478627
872,2.465352163825072,2.4611927468840578,2.574551586089252,2.618492411804694
873,2.420236853215714,2.4053638836528792,2.5222879618536114,2.5663847313279726
874,2.320931246041383,2.2990565856480294,2.418022195879713,2.460893967689969
875,2.2157308716133723,2.186082513006257,2.3075052882739775,2.3492653835566677
876,2.0891958803701076,2.058155385134109,2.179373192914721,2.21887916171564
877,1.9478244817110064,1.9153280035550075,2.036352933310591,2.073708575122211
878,1.8226193789542324,1.7938302528032968,1.91257169359823,1.9477431294549967
879,1.693043180417552,1.6694485719096255,1.7852888027906089,1.8182561577027623
880,1.5906406063446632,1.5746163261787511,1.6867445864847412,1.718056867127881
881,1.5018242586289476,1.4944194475157033,1.602565190401081,1.6322930352481932
882,1.4334125094513566,1.4349525278847257,1.5391755097615798,1.567686722827509
883,1.3808504925870966,1.3908134083598234,1.4914865484535034,1.5190174549219153
884,1.3408375640057,1.3589154226770168,1.456265085968361,1.4829883430128243
885,1.310496550692851,1.3355446824232924,1.4301723846193213,1.456093212629012
886,1.288673507552478,1.3203431091061402,1.4123456979262345,1.437822532807579
887,1.275014476048713,1.3120977858307812,1.4020683357944888,1.4267720921603166
888,1.2673853768305579,1.309539699538892,1.3975220598896356,1.421940068470132
889,1.26738139058684,1.3130324497610288,1.3993834857359044,1.42357925474178
890,1.2717368390431956,1.3204863443851134,1.4054430654981869,1.429422801062912
891,1.2804641095779254,1.3308973105075954,1.4143816672733178,1.4388544708863311
892,1.291893991379479,1.343473420027613,1.4259055311008746,1.4505334748043655
893,1.3040792678734912,1.3560390639542856,1.4373678275007054,1.4626519115499343
894,1.3165025620904034,1.3684567444714768,1.4489971612177224,1.4747935101604666
895,1.3274054541395468,1.3789991949460143,1.4590003500503699,1.4853985286754
896,1.336052217239571,1.38709044951207,1.466858319517291,1.4937968895138012
897,1.3423809237833544,1.3926626416801566,1.47249822346433,1.4998860661992655
898,1.3444590274011823,1.3939728951406067,1.474352557516957,1.5016497172757879
899,1.3444301498115412,1.3930246759658278,1.4740634286510046,1.5012086945321432
900,1.3389275937864902,1.3868075190341913,1.4688365449523946,1.4952215087499825
901,1.3320604139649277,1.3792286707058645,1.4623946041654632,1.4878698232177778
902,1.3200398661284192,1.3668190820564066,1.4510756019045532,1.4756779294760076
903,1.3072666783390212,1.35385771026644,1.4394676706161034,1.4627813539703178
904,1.2917885620621978,1.3385328600986945,1.4251829017082744,1.4477400285879842
905,1.2758190956989657,1.3228805292901964,1.410631319036956,1.4322560697166253
906,1.2599150575037112,1.3076151783189245,1.396062654171749,1.4171585302990932
907,1.244518487246476,1.2929403292986312,1.3818563800066457,1.4025932483701
908,1.2308940596721496,1.2803043698215588,1.3693240546299446,1.3898050858494855
909,1.2191138524705327,1.269662926531022,1.3585392556728766,1.3788400673080032
910,1.209643904540136,1.2615251564315055,1.3500685956308454,1.3701777764033334
911,1.2031707524183433,1.2565142407781655,1.344597531387623,1.3645243663525666
912,1.1987811675723021,1.2536855800093556,1.3412810081672957,1.3610910099409392
913,1.1976984342602595,1.2541179131488167,1.341066619953602,1.3609960251646436
914,1.1984742796435104,1.2564435715006246,1.3428428778675867,1.3628545109369719
915,1.201816504553067,1.2610987231068478,1.3470353591288065,1.3673705909518037
916,1.2070414602749222,1.2676019949734423,1.3530296020583443,1.3735987458066323
917,1.2138200981255367,1.27536755202821,1.3609770550425155,1.3817246740585487
918,1.2222779673659745,1.28470414842802,1.3702614744755146,1.3913037544046731
919,1.2318173974511357,1.29495135568187,1.3811676423129635,1.4022910371124544
920,1.2425343248375402,1.306292855752278,1.3931016551006843,1.4144160484626878
921,1.2541581425147743,1.3184327462239467,1.4060266128440413,1.4274157580371645
922,1.2665414164341822,1.3312358156665745,1.4195866987024568,1.4410337478084423
923,1.2796797134931888,1.3446464851809088,1.4336151394894712,1.4550917328739834
924,1.2933781247405611,1.358458461832761,1.4478193807435913,1.469326482409359
925,1.3076040148213346,1.3726530879725822,1.4622979374855367,1.4838038090207988
926,1.3220638548860142,1.3869655886532557,1.4765329664575666,1.4981179212212454
927,1.3368334952884966,1.4015495403301779,1.4910072957073444,1.5126287633266944
928,1.3512164002239577,1.4156980994104709,1.50479173950629,1.5265591988420488
929,1.3659077454786432,1.4301658174707101,1.518784829048151,1.5407146614386489
930,1.3799072939603723,1.4439791071660455,1.532242729883058,1.5541034475644733
931,1.3941064960867222,1.4579668800393901,1.545738432852509,1.5677125919161055
932,1.4077826129251232,1.471578849500238,1.5592815474032589,1.5809187061927343
933,1.4214492893493078,1.4851369822272542,1.5728535801629921,1.5942666102969034
934,1.4347657135494822,1.4984638850872067,1.5866197371152344,1.6077819000627724
935,1.4480753333914056,1.511756458096257,1.6005023795979676,1.6215178447764123
936,1.4612638894534267,1.5249531612009544,1.6144863510168856,1.6356485744356979
937,1.474577435540426,1.5382737872368955,1.628621475159533,1.6501393935079234
938,1.4880837899271735,1.5517972879719355,1.64294833344952,1.6649628230337625
939,1.5019604718360877,1.5656423776287565,1.65749766832759,1.6801461321493265
940,1.5162320511436997,1.5799122900947233,1.6724689260563612,1.69567360667443
941,1.5310645768346758,1.594687603630969,1.6877630035368023,1.71136588939703
942,1.5464197104670712,1.6099537642985111,1.7036351527467746,1.7276926827375656
943,1.5625754455924512,1.6260580905285122,1.720148319222068,1.7440487441547288
944,1.5793087838042779,1.642645126580808,1.737198287996162,1.7613224254222086
945,1.5970586930728,1.660320012945741,1.7553327121682731,1.7790078615294231
946,1.6155604774617722,1.678725493726561,1.7740682748129422,1.7974972046812658
947,1.6350002864892346,1.6981091542379834,1.793901622643971,1.8169557620765713
948,1.655449572576431,1.7185269744849379,1.8145665098054822,1.8372020004233178
949,1.6768226459935258,1.7398895959112841,1.83610370384905,1.858528664799199
950,1.699280217581431,1.7623519756062522,1.858605647908572,1.8809135761713947
951,1.7228083491157156,1.7858855803395624,1.882063023552912,1.9044844262218321
952,1.7475817286475666,1.8106423239396914,1.9065684295769099,1.929422967054543
953,1.7736112871915777,1.836588896002282,1.932237123526087,1.955765215326561
954,1.8013059937517422,1.864177580837083,1.9592822729917654,1.9837349055747333
955,1.8301932102766223,1.8928559657933808,1.9874214176744625,2.0129453625294222
956,1.8612857389215318,1.9236817772643744,2.017667718665518,2.044167555785402
957,1.8930922970323811,1.9551722930825899,2.0484952862358945,2.0760109780023224
958,1.9276348718779532,1.9892541754395276,2.0823375381776255,2.110468619244709
959,1.9624476765811265,2.023543277140244,2.116269812022448,2.145004319948713
960,2.000056117413637,2.060515917742832,2.1534233329224577,2.1825190671933985
961,2.0375829403568826,2.09721883319335,2.1903293466063714,2.2197866696816444
962,2.077234502762069,2.1359367659679456,2.2295010520479255,2.259336205787865
963,2.1160679515272656,2.1735556433420746,2.267675292402108,2.2978960691725185
964,2.1548331053974414,2.2108100289285177,2.3055236401192345,2.336098361170593
965,2.1912513379194367,2.245292701710193,2.3405847934750867,2.371426752104748
966,2.224310560618281,2.2760331145934645,2.3719242226649966,2.4029271941841746
967,2.251457395731922,2.3001778762079272,2.396663321480281,2.427738536070231
968,2.273332772261733,2.318966520637868,2.416056967303751,2.4471357774028175
969,2.2832326005185224,2.324969351771781,2.4228507605100735,2.4540067919726294
970,2.2895287097546175,2.327664082122295,2.426193444869289,2.457471146179933
971,2.27824530158308,2.3123632055299073,2.4116277843794136,2.443108630477726
972,2.265800080331844,2.2962117385806944,2.396004688074131,2.4277157944731744
973,2.2375520398765008,2.2648542787404558,2.3649787517693026,2.3968491405176495
974,2.2071303633616033,2.231595830162668,2.331990213734409,2.363891928066578
975,2.168727812713688,2.1916681928991912,2.2920462255043748,2.3238569378899547
976,2.128813362786955,2.1508026905192534,2.2511512135087366,2.2827782647030705
977,2.088546229948326,2.110805217491267,2.210946794129842,2.2423116679048167
978,2.0512398697031156,2.0745789605895815,2.1743861019036093,2.205488106510138
979,2.01754672604438,2.0427165475893587,2.1420041581213587,2.172866927543462
980,1.9925870033503967,2.020157009682963,2.1187693292836567,2.1494043028595233
981,1.971416735077449,2.0018435203504255,2.0995894496700833,2.130051142071165
982,1.961437540913787,1.9946669900014788,2.091506164415368,2.121968829036379
983,1.9544389046649613,1.990818227411461,2.086725281494967,2.1170686397734775
984,1.9556505996695956,1.994603942287319,2.0896114462887856,2.1202490072086277
985,1.96039023260551,2.0021970778504334,2.0964513243566443,2.1271408867499364
986,1.9676877033306133,2.0117341112287654,2.10534085777927,2.136181795923816
987,1.9790613183340033,2.0253882394659053,2.118434644297639,2.1494311579839187
988,1.9901088084617733,2.0384319276610046,2.1310595146554174,2.161896300683861
989,2.0039850099257013,2.0542200772529395,2.146365993075941,2.1772202594754706
990,2.0178773994334254,2.0699991049082755,2.1617342913179622,2.192441790205245
991,2.0333410551655935,2.087340258707479,2.1786366962019366,2.209324036318959
992,2.050081971422186,2.1059589328740644,2.1968633212060342,2.2276123985464213
993,2.068679588345308,2.1264342777531446,2.2169962148289577,2.24800586792788
994,2.089173939405731,2.148818888542532,2.239136280830204,2.270441901220152
995,2.1127371667122423,2.174233618301718,2.264230838846225,2.2962627655086334
996,2.138558512156808,2.201992133009275,2.2917174157645235,2.3244113153313135
997,2.167442762867787,2.2328439347481397,2.322099885275741,2.3559122640549433
998,2.1996744376888184,2.2671972062081345,2.3558549237532556,2.390882123551944
999,2.233326590700238,2.3031652469899533,2.391157043667831,2.4274831425712717
1000,2.271588038622683,2.3438657920407433,2.4310264144669245,2.4689377788735443
1001,2.3108761892483876,2.3859862280974786,2.472311693315156,2.5114979193985443
1002,2.355247355250372,2.43328579613061,2.5187218623385714,2.559290903758053
1003,2.402791334041341,2.484372859661971,2.5687086652129922,2.6103604427488367
1004,2.4565518183415516,2.5418849488212425,2.625045570101067,2.667716532578832
1005,2.51775133016,2.607444479717792,2.689097872511095,2.7327536143427724
1006,2.5892318154707397,2.68360119423821,2.763611048815653,2.8083412392656624
1007,2.669922961740655,2.768872176780104,2.847378419336308,2.8932603868880076
1008,2.7682164705975456,2.871618897191505,2.9489619464274712,2.9962483966166986
1009,2.868296880530639,2.974947234745661,3.0516639540104444,3.1004181185541735
1010,2.98926279344059,3.097222882009533,3.1748797645538254,3.225381390051871
1011,3.0993017921579376,3.2073310741943657,3.285999515376342,3.338137243409238
1012,3.216886721079681,3.3201928564041734,3.4024420431806637,3.456548447366959
1013,3.3202339521312316,3.4187212360658497,3.50403227998325,3.5597366873331264
1014,3.4026250257887747,3.4906831507523233,3.580942183523893,3.638228035472698
1015,3.4710966210165224,3.54844073885912,3.643449319105608,3.7019043550560937
1016,3.4995960362388057,3.562438417701075,3.6626751197179837,3.7216604005326435
1017,3.5052277125662323,3.552866665592268,3.6582410342109557,3.7172726711947948
1018,3.467552627153383,3.498516881008476,3.60856865107227,3.666731707058642
1019,3.3955968712427214,3.4101106602712035,3.5240703783066913,3.580660376783265
1020,3.2901926122678136,3.288871630358271,3.4058167904499244,3.4601867049090718
1021,3.151093648730104,3.136749361397169,3.254958209565098,3.306415789932841
1022,2.99622931142499,2.970623372721578,3.08906041675081,3.1374419526345942
1023,2.8291577182200722,2.797858059711727,2.9145972605669987,2.9597951781276763
1024,2.6594257149775076,2.6239239697210945,2.7381933964983958,2.7800671642302266
1025,2.5122329980792935,2.479020221646236,2.5894845776570494,2.6289215560626076
1026,2.3636324759795113,2.333283540595933,2.43970911986041,2.476335597721676
