.wavelength,Bacillus,Community,Control,Thioclava
650,0.9135276149076148,1.1979872839582457,1.0786197152073087,1.2378898563507867
651,0.9217682954110951,1.2111159758377954,1.0933177946224755,1.2548252955154466
652,0.9307262395300072,1.2237414588116953,1.1076004557130044,1.271245942048
653,0.9402725772321795,1.2359214120842847,1.1214992179551033,1.2871693367630146
654,0.9503386481981144,1.2477240808620165,1.1350319295163278,1.302627466144688
655,0.960915858733315,1.2592241196874379,1.1482063429108254,1.3176630587799925
656,0.972088915683094,1.270489452789477,1.1610171632652344,1.3323197592246057
657,0.9840216622729449,1.2815771287299922,1.1734505010268876,1.3466431139319133
658,0.9969036704070938,1.2925117619745443,1.1854964792148532,1.3606785471082345
659,1.0109228412658233,1.3032616310385454,1.1971468958921312,1.3744499117559466
660,1.0261336506003973,1.313668200098162,1.2083914388952866,1.387893106891233
661,1.042130435593585,1.3232479459669466,1.2191429719672566,1.4006806348547478
662,1.0563542158387742,1.3311891524712711,1.229409354011201,1.4119886008977556
663,1.067397106443908,1.3420137587247123,1.240753438001502,1.4241625720317221
664,1.0801088407367962,1.3561498486569312,1.2543211019777456,1.4383173566560756
665,1.0973051280367432,1.3739611099483566,1.2701362721091143,1.4551524970078
666,1.1158478581941995,1.3924024443575644,1.285611468974904,1.4722636424634865
667,1.1375651783175391,1.4137301092407724,1.3045245829619332,1.4924260563312304
668,1.1603936965044834,1.4355890730417997,1.32269794064149,1.5130288372269411
669,1.1819374403277034,1.4604750928406154,1.3471924751560098,1.5369249067442845
670,1.2062643654828666,1.4883463394939311,1.373789244955391,1.5634075148083888
671,1.2328237027475164,1.5179609994083012,1.404975564902342,1.5920457179504834
672,1.2619956803777734,1.5507641333314277,1.4394842846701024,1.6233217000358846
673,1.2941543419582902,1.5827421812420277,1.4731713323143931,1.65540417216924
674,1.3260821171321133,1.6139345010552664,1.506463410003842,1.6868440628705532
675,1.3570762789702202,1.6428420134310031,1.5358607320650948,1.7167685330274223
676,1.3848509668494935,1.6685635195771953,1.5617502455480121,1.7434720823512169
677,1.41057852885588,1.6925837830505932,1.5850390644833667,1.767878583696289
678,1.4345398613822866,1.7152239424743756,1.6066439012967058,1.7900167661596846
679,1.4581963829837632,1.7374774469222425,1.6277089935664668,1.811263080942622
680,1.47803787188042,1.7556535893971121,1.6454179655030825,1.8277171540392156
681,1.49947878347194,1.7745802947751477,1.6638585482551933,1.84494176931476
682,1.512181246040927,1.7866662407858886,1.6763512874773159,1.8551230886794
683,1.5264235266588102,1.7994437749165009,1.6894751144084141,1.8664574502152087
684,1.5374136720280633,1.8114811011846856,1.7025640759121223,1.8771929678059298
685,1.5477597469227935,1.8230576708832547,1.71511588615322,1.8877318061119712
686,1.56352347154004,1.839846376591328,1.7332117481390699,1.9045828066939505
687,1.5807121143173066,1.8579346013654146,1.752927704950709,1.922721980842253
688,1.60509102956314,1.882415479893732,1.7785146208035703,1.9488309167219766
689,1.6346550564037332,1.9108885876668564,1.8083662831987455,1.9794661087063667
690,1.67001053448198,1.94477214745082,1.843364564449361,2.0164737812489957
691,1.7115758583302965,1.9835978713845845,1.8835728256808058,2.0590781118934522
692,1.7595816216447098,2.0272305346336945,1.9290139406020623,2.1071138575369557
693,1.8153614016291668,2.0757939861163965,1.9805529198497354,2.1604364655935475
694,1.87932316555779,2.12916695761714,2.0369299934362086,2.2187441277175175
695,1.9562096907318631,2.18899566305248,2.1007379498816743,2.2836416054352373
696,2.0383927190348934,2.251856030065243,2.1670487601939645,2.351369245815478
697,2.138989481118284,2.323209314471507,2.240921536460794,2.4268524088396046
698,2.2394768435059,2.394976036824274,2.315340083882904,2.5027624214064446
699,2.35474463348843,2.473072498535278,2.39391716219466,2.5837099490673645
700,2.470818614531633,2.55176615221043,2.4738398067397926,2.665339807021185
701,2.5892715255969665,2.6303804279824368,2.5520160227825155,2.746005971057261
702,2.7089160490596265,2.709299615045761,2.6307519369758268,2.8270317347772878
703,2.8212220734828466,2.783866829552765,2.7045382260547846,2.903125347403677
704,2.929589373224843,2.856503925372003,2.7762600724154165,2.9771574462826247
705,3.0298009834888737,2.9255125006266898,2.844368192394087,3.047311840696782
