,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
ASV000001,2.0733333333333333,3.1466666666666665,3.1933333333333334,3.15,2.856666666666667,2.7933333333333334,2.8166666666666664,3.39,2.7866666666666666,3.1933333333333334,3.1666666666666665,3.2433333333333336,3.58,3.5066666666666664,3.8333333333333335,2.36,2.3933333333333335,2.3833333333333333,1.79,2.0466666666666664,2.626666666666667,2.475,3.546666666666667,3.6333333333333333,3.3333333333333335,3.1766666666666663,3.123333333333333,3.263333333333333,2.71,3.8033333333333332,4.003333333333333,3.353333333333333,3.5033333333333334,3.0966666666666662,3.3066666666666666,3.44,3.97,3.203333333333333,3.6999999999999997,3.8766666666666665,3.5033333333333334,3.5399999999999996,3.596666666666667
ASV000003,0.06,34.553333333333335,26.593333333333334,26.52,24.733333333333334,23.866666666666664,27.833333333333332,16.613333333333333,23.840000000000003,9.42,11.533333333333331,19.88,26.80666666666667,33.92666666666667,22.44666666666667,4.46,8.926666666666666,7.88,5.146666666666667,11.020000000000001,20.44,16.65,14.793333333333331,8.44,8.146666666666667,15.593333333333334,16.913333333333334,12.393333333333333,15.190000000000001,6.413333333333334,3.48,3.953333333333333,5.94,8.846666666666666,6.56,5.3066666666666675,0.02,0.02,0.02,0.02,0.04,0.02,0.03
ASV000008,1.5733333333333333,1.6666666666666667,3.24,4.013333333333333,4.626666666666666,4.826666666666667,4.3999999999999995,3.4,1.92,3.6,4.386666666666667,7.6933333333333325,6.386666666666667,7.306666666666666,7.786666666666666,5.773333333333333,12.586666666666666,18.013333333333335,45.52,20.24,21.866666666666664,60.26,2.066666666666667,6.293333333333333,8.466666666666667,11.093333333333334,13.346666666666666,16.2,42.28,2.933333333333333,4.32,7.626666666666666,7.666666666666667,7.573333333333333,9.826666666666668,7.373333333333332,12.853333333333333,7.706666666666666,9.986666666666666,4.493333333333333,4.266666666666667,3.2533333333333334,3.3333333333333335
ASV000009,1.9600000000000002,9.466666666666667,4.853333333333333,5.466666666666666,4.3,2.013333333333333,1.9066666666666665,1.6266666666666667,8.879999999999999,3.5933333333333333,4.973333333333334,8.926666666666666,8.773333333333332,6.8066666666666675,6.72,3.28,5.426666666666666,4.446666666666666,3.6733333333333333,6.406666666666666,4.433333333333334,5.55,7.326666666666665,3.5933333333333333,3.1133333333333333,1.5599999999999998,2.0,0.7133333333333334,0.7,6.760000000000001,2.52,2.7866666666666666,1.3666666666666665,1.5466666666666669,1.1133333333333333,0.9733333333333333,3.7933333333333334,6.153333333333333,5.3133333333333335,3.8600000000000008,4.113333333333333,3.106666666666667,3.3666666666666667
ASV000010,0.07,5.626666666666666,6.446666666666666,6.960000000000001,4.8133333333333335,2.7066666666666666,1.8200000000000003,2.08,4.9,6.873333333333334,6.273333333333333,7.233333333333333,6.0,3.526666666666667,2.6933333333333334,2.513333333333333,6.359999999999999,3.0133333333333336,2.1666666666666665,4.153333333333333,15.65333333333333,3.38,2.2133333333333334,5.38,11.040000000000001,6.173333333333333,5.38,3.8266666666666667,2.08,3.8266666666666667,6.2,5.419999999999999,3.926666666666667,3.7866666666666666,3.16,2.486666666666667,0.04666666666666666,0.10666666666666667,0.16,0.06666666666666667,0.12,0.12666666666666668,0.04
ASV000011,0.08,0.35333333333333333,8.693333333333333,7.293333333333333,6.733333333333333,5.433333333333334,4.066666666666666,4.44,0.37333333333333335,5.533333333333334,4.420000000000001,6.206666666666666,7.400000000000001,6.186666666666667,6.386666666666667,0.6333333333333334,5.2,4.16,6.586666666666666,4.58,7.713333333333334,5.03,0.38666666666666666,7.173333333333333,4.406666666666667,4.113333333333333,3.026666666666667,2.9933333333333336,1.9300000000000002,0.3866666666666667,6.84,4.66,3.8000000000000003,3.8266666666666667,3.68,2.5333333333333337,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ASV000014,1.2,0.6666666666666666,0.6166666666666667,0.45,0.3666666666666667,0.18333333333333332,0.13333333333333333,0.1,0.65,0.75,0.65,0.3666666666666667,0.38333333333333336,0.2833333333333334,0.1,0.5166666666666667,1.0,0.5833333333333334,0.5166666666666667,0.9833333333333334,1.25,0.3,1.6499999999999997,1.55,1.7,0.5333333333333333,0.6666666666666666,0.55,0.07500000000000001,1.5,1.1500000000000001,1.2,0.5499999999999999,0.3833333333333333,0.19999999999999998,0.2833333333333334,2.4166666666666665,43.383333333333326,43.083333333333336,29.766666666666666,24.083333333333332,21.3,14.949999999999998
ASV000016,0.04666666666666667,4.126666666666666,3.8799999999999994,3.9800000000000004,2.8333333333333335,1.4799999999999998,1.0066666666666666,1.3399999999999999,2.74,3.7733333333333334,3.66,3.8733333333333335,3.4333333333333336,2.44,1.8,0.4466666666666667,1.1933333333333334,0.8866666666666667,0.38000000000000006,0.48,2.313333333333333,0.6900000000000001,1.2266666666666668,4.0,6.493333333333333,3.8066666666666666,2.8333333333333335,1.7133333333333336,0.77,2.58,4.8933333333333335,2.98,2.6066666666666665,2.1333333333333333,1.82,1.7866666666666668,0.08,0.14666666666666667,0.17333333333333334,0.08,0.14666666666666667,0.09333333333333334,0.06666666666666667
ASV000017,0.056666666666666664,0.09999999999999999,0.10000000000000002,0.07666666666666666,0.05000000000000001,0.06333333333333334,0.05333333333333334,0.09999999999999999,0.08333333333333333,0.10333333333333333,0.10333333333333333,0.09333333333333334,0.12,0.10333333333333333,0.18000000000000002,0.07333333333333335,0.08666666666666667,0.06333333333333334,0.043333333333333335,0.06666666666666667,0.10000000000000002,0.12,0.12,0.12333333333333334,0.09333333333333334,0.08333333333333333,0.08333333333333333,0.09333333333333332,0.095,0.15333333333333335,0.15333333333333332,0.11666666666666665,0.09666666666666668,0.09999999999999999,0.09666666666666666,0.14333333333333334,0.01,0.01,0.01,0.01,0.013333333333333334,0.013333333333333334,0.016666666666666666
ASV000018,8.726666666666667,1.7766666666666666,0.6366666666666666,0.5933333333333334,0.45999999999999996,0.6833333333333332,0.5833333333333334,0.13333333333333333,0.8266666666666667,0.36000000000000004,0.3666666666666667,0.27,0.07666666666666667,0.01,0.0,1.9533333333333334,3.176666666666667,1.7499999999999998,0.7066666666666667,0.34,0.07666666666666667,0.08,1.7233333333333334,0.98,0.6333333333333333,0.5833333333333334,0.6766666666666666,0.5499999999999999,0.845,1.9799999999999998,0.7433333333333333,0.8000000000000002,0.5466666666666667,0.7933333333333333,0.39000000000000007,0.3133333333333333,1.08,0.12,0.27,0.13,0.26,0.41333333333333333,0.21999999999999997
ASV000020,0.08,0.0,0.04,0.04,0.12,0.14,0.08,0.08,0.0,0.04,0.04,0.04,0.0,0.08,0.04,0.24,0.22000000000000003,0.17333333333333334,0.19999999999999998,0.06666666666666667,0.04,0.0,0.0,0.1,4.8933333333333335,6.613333333333334,8.986666666666666,26.86666666666667,28.62,0.08,0.12,4.36,16.386666666666667,14.586666666666668,27.159999999999997,29.69333333333333,0.08,0.04,0.04,0.04,0.08,0.08,0.05333333333333334
ASV000022,0.6166666666666667,0.5333333333333333,0.45,0.75,0.25,0.15000000000000002,0.1,0.125,0.5333333333333333,0.6666666666666666,0.7166666666666667,0.43333333333333335,0.3,0.22499999999999998,0.08333333333333333,0.11666666666666665,0.2833333333333333,0.18333333333333335,0.175,0.13333333333333333,0.26666666666666666,0.05,1.1833333333333333,1.4333333333333333,1.7999999999999998,0.7000000000000001,0.4833333333333334,0.2333333333333333,0.1,1.3666666666666665,1.7666666666666668,0.8000000000000002,0.6666666666666666,0.45,0.16666666666666666,0.21666666666666667,2.4166666666666665,30.366666666666664,23.45,20.533333333333335,16.616666666666667,13.449999999999998,12.266666666666666
