,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
ASV000006,0.4666666666666666,3.013333333333333,3.106666666666667,2.6033333333333335,4.193333333333333,4.286666666666666,5.896666666666667,5.003333333333333,2.2133333333333334,2.19,1.7566666666666666,2.62,3.8766666666666665,4.363333333333333,4.503333333333333,7.44,6.14,3.956666666666667,2.1766666666666667,2.3966666666666665,3.98,2.3200000000000003,6.72,5.760000000000001,2.8800000000000003,4.1000000000000005,4.126666666666666,3.31,4.635,4.09,3.59,2.48,3.4066666666666667,2.876666666666667,3.0366666666666666,3.4933333333333336,0.01,0.01,0.01,0.01,0.01,0.0,0.01
ASV000021,0.055,10.22,4.06,8.96,17.1,20.18,17.65,13.24,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.015,0.0,0.0,0.0,0.034999999999999996,0.015,0.05,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
ASV000028,0.0,0.0,0.01,0.6733333333333333,1.3466666666666667,1.2766666666666666,0.6833333333333335,0.33666666666666667,0.0,0.01,0.6733333333333333,1.36,1.49,0.3566666666666667,0.10333333333333333,0.0,0.015,0.6466666666666666,0.8866666666666667,1.9766666666666666,2.84,0.365,0.0,0.0,0.7133333333333333,1.0933333333333335,0.7233333333333333,0.3333333333333333,0.22999999999999998,0.0,0.0,0.37666666666666665,0.6866666666666666,0.5566666666666666,0.3,0.19333333333333333,0.0,0.0,0.24666666666666667,0.30333333333333334,0.5166666666666666,0.5233333333333333,0.3866666666666667
ASV000033,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.5333333333333333,0.25,0.15,0.19333333333333336,0.3466666666666667,0.20333333333333337,0.295,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.01
ASV000037,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.2933333333333334,0.16,0.1366666666666667,0.16,0.21666666666666667,0.17666666666666667,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01
ASV000044,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.015,0.0,0.01,0.01,0.01,0.0,0.0,0.37333333333333335,0.1466666666666667,0.13333333333333333,0.12,0.26,0.18333333333333335,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.0
ASV000046,0.01,0.0,0.08,0.31666666666666665,0.26666666666666666,0.36000000000000004,0.5399999999999999,0.5566666666666666,0.01,0.04666666666666667,0.17666666666666667,0.17,0.26,0.44999999999999996,0.47000000000000003,0.0,0.16666666666666666,0.33,1.3499999999999999,1.3833333333333335,0.5333333333333333,1.31,0.01,0.043333333333333335,0.16333333333333333,0.15666666666666668,0.29333333333333333,0.21,0.15000000000000002,0.02,0.06666666666666667,0.22999999999999998,0.19000000000000003,0.27999999999999997,0.22999999999999998,0.3233333333333333,0.0,0.01,0.11,0.12,0.19333333333333336,0.20666666666666667,0.2333333333333333
ASV000047,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.15333333333333335,0.09333333333333334,0.12333333333333334,0.18000000000000002,0.12333333333333334,0.135,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.015,0.0,0.0,0.0,0.01,0.0,0.21333333333333335,0.09666666666666668,0.11666666666666665,0.12666666666666668,0.11666666666666665,0.07333333333333335,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ASV000067,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.08,0.07333333333333333,0.07666666666666667,0.13999999999999999,0.07666666666666667,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0
