ASV005446,ASV5446: $Thalassospira$
ASV005448,ASV5448: $Rhizobiaceae$
ASV005449,ASV5449: $Thalassospira$
ASV005450,ASV5450: $Mesoflavibacter$
ASV005451,ASV5451: $Rhodobacteraceae$
ASV005452,ASV5452: $Oceanibulbus$
ASV005455,ASV5455: $Halomonas$
ASV005458,ASV5458: $Halomonas$
ASV005459,ASV5459: $Proteobacteria$
ASV005460,ASV5460: $Fimbriimonadaceae$
ASV005461,ASV5461: $Pseudomonas$
ASV005464,ASV5464: $Brevundimonas$
ASV005468,ASV5468: $Catenococcus$
ASV005475,ASV5475: $Halomonadaceae$
ASV005476,ASV5476: $Thiobacimonas$
ASV005477,ASV5477: $Thalassospira$
ASV005481,ASV5481: $Rhodobacteraceae$
ASV005483,ASV5483: $Thalassospira$
ASV005484,ASV5484: $Cucumibacter$
ASV005485,ASV5485: $Hyphomonadaceae$
ASV005486,ASV5486: $Stappia$
ASV005495,ASV5495: $Thalassospira$
ASV005496,ASV5496: $Alphaproteobacteria$
ASV005498,ASV5498: $Thiobacimonas$
ASV005502,ASV5502: $Rhodobacteraceae$
ASV005504,ASV5504: $Thalassospira$
ASV005507,ASV5507: $Thalassospira$
ASV005508,ASV5508: $Burkholderiaceae$
ASV005510,ASV5510: $Halomonadaceae$
ASV005511,ASV5511: $Thalassospira$
ASV005512,ASV5512: $Cucumibacter$
ASV005517,ASV5517: $Rhizobiaceae$
ASV005518,ASV5518: $Rhodobacteraceae$
ASV005522,ASV5522: $Anderseniella$
ASV005526,ASV5526: $Burkholderiaceae$
ASV005531,ASV5531: $Thiobacimonas$
ASV005533,ASV5533: $Rhizobiaceae$
ASV005534,ASV5534: $Rhizobiales$
ASV005535,ASV5535: $Catenococcus$
ASV005536,ASV5536: $Gimesiaceae$
ASV005539,ASV5539: $Rhodobacteraceae$
ASV005543,ASV5543: $Nitrincolaceae$
ASV005553,ASV5553: $Mesoflavibacter$
ASV005556,ASV5556: $Rhodobacteraceae$
ASV005557,ASV5557: $Rhodobacteraceae$
ASV005558,ASV5558: $Alphaproteobacteria$
ASV005559,ASV5559: $Thalassobaculum$
ASV005561,ASV5561: $Portibacter$
ASV005562,ASV5562: $Planctomicrobium$
ASV005565,ASV5565: $Stappiaceae$
ASV005567,ASV5567: $Thalassospira$
ASV005571,ASV5571: $Sediminibacterium$
ASV005575,ASV5575: $Hyphomonadaceae$
ASV005577,ASV5577: $Thalassobaculum$
ASV005579,ASV5579: $Thalassobaculum$
ASV005591,ASV5591: $Pelagicola$
ASV005593,ASV5593: $SH-PL14$
ASV005594,ASV5594: $Planctomicrobium$
ASV005599,ASV5599: $Pirellulaceae$
ASV005600,ASV5600: $Aidingimonas$
ASV005601,ASV5601: $Modicisalibacter$
ASV005605,ASV5605: $Catenococcus$
ASV005606,ASV5606: $Catenococcus$
ASV005612,ASV5612: $Rhodobacteraceae$
ASV005613,ASV5613: $Sulfurospirillum$
ASV005620,ASV5620: $Acinetobacter$
ASV005625,ASV5625: $Saprospiraceae$
ASV005626,ASV5626: $Sedimentitalea$
ASV005631,ASV5631: $Oricola$
ASV005632,ASV5632: $Oricola$
ASV005634,ASV5634: $Portibacter$
ASV005635,ASV5635: $Rhodobacteraceae$
ASV005636,ASV5636: $Pseudahrensia$
ASV005639,ASV5639: $Stappiaceae$
ASV005647,ASV5647: $Alphaproteobacteria$
ASV005648,ASV5648: $Roseivirga$
ASV005650,ASV5650: $Thalassospira$
ASV005652,ASV5652: $Alphaproteobacteria$
ASV005659,ASV5659: $Halomonadaceae$
ASV005661,ASV5661: $Halomonas$
ASV005663,ASV5663: $Nitratireductor$
ASV005665,ASV5665: $Rhizobiaceae$
ASV005666,ASV5666: $Stappiaceae$
ASV005673,ASV5673: $Thalassobaculum$
ASV005678,ASV5678: $Rhodobacteraceae$
ASV005679,ASV5679: $Hyphomonas$
ASV005686,ASV5686: $Catenococcus$
ASV005688,ASV5688: $Marinobacterium$
ASV005689,ASV5689: $Marinobacterium$
ASV005690,ASV5690: $Rhodobacteraceae$
ASV005694,ASV5694: $Thioclava$
ASV005695,ASV5695: $Thalassospira$
ASV005698,ASV5698: $Gammaproteobacteria$
ASV005702,ASV5702: $Rhodobacteraceae$
ASV005703,ASV5703: $Flavobacteriaceae$
ASV005705,ASV5705: $Thiobacimonas$
ASV005713,ASV5713: $Rhodobacteraceae$
ASV005714,ASV5714: $Isosphaeraceae$
ASV005715,ASV5715: $Thalassospira$
ASV005716,ASV5716: $Rhodobacteraceae$
ASV005717,ASV5717: $Maritimibacter$
ASV005719,ASV5719: $Thalassobaculum$
ASV005726,ASV5726: $Thalassospira$
ASV005727,ASV5727: $Oceanobacterium$
ASV005732,ASV5732: $Rhodobacteraceae$
ASV005733,ASV5733: $Alphaproteobacteria$
ASV005739,ASV5739: $Thalassospira$
ASV005740,ASV5740: $Neptunomonas$
ASV005742,ASV5742: $Acidiphilium$
ASV005745,ASV5745: $Albibacter$
ASV005748,ASV5748: $Polymorphum$
ASV005756,ASV5756: $Halomonadaceae$
ASV005757,ASV5757: $Oricola$
ASV005759,ASV5759: $Thalassospira$
ASV005760,ASV5760: $Alphaproteobacteria$
ASV005761,ASV5761: $Pseudomonadaceae$
ASV005769,ASV5769: $Azomonas$
ASV005771,ASV5771: $Amorphus$
ASV005772,ASV5772: $Thalassobaculum$
ASV005774,ASV5774: $Alphaproteobacteria$
ASV005777,ASV5777: $Hyphobacterium$
ASV005780,ASV5780: $Roseivirga$
ASV005781,ASV5781: $Labrenzia$
ASV005787,ASV5787: $Rhizobiaceae$
ASV005789,ASV5789: $Pseudomonadaceae$
ASV005795,ASV5795: $Gammaproteobacteria$
ASV005799,ASV5799: $Marinobacterium$
ASV005800,ASV5800: $Halomonas$
ASV005805,ASV5805: $Rhizobiaceae$
ASV005807,ASV5807: $Thiobacimonas$
ASV005811,ASV5811: $Phaeobacter$
ASV005812,ASV5812: $Sulfitobacter$
ASV005815,ASV5815: $Catenococcus$
ASV005817,ASV5817: $Desulfobacter$
ASV005819,ASV5819: $Litoreibacter$
ASV005823,ASV5823: $Maritimibacter$
ASV005825,ASV5825: $Alphaproteobacteria$
ASV005826,ASV5826: $Nitratireductor$
ASV005828,ASV5828: $Alphaproteobacteria$
ASV005830,ASV5830: $Halomonadaceae$
ASV005836,ASV5836: $Thalassobaculum$
ASV005837,ASV5837: $Alphaproteobacteria$
ASV005842,ASV5842: $Rhodobacteraceae$
ASV005844,ASV5844: $Thalassobaculum$
ASV005849,ASV5849: $Sagittula$
ASV005851,ASV5851: $Marinobacter$
ASV005859,ASV5859: $Rhizobiales$
ASV005861,ASV5861: $Martelella$
ASV005863,ASV5863: $Oricola$
ASV005865,ASV5865: $Thiobacimonas$
ASV005866,ASV5866: $Rhodobacteraceae$
ASV005867,ASV5867: $Maritimibacter$
ASV005868,ASV5868: $Alphaproteobacteria$
ASV005870,ASV5870: $Rhizobiaceae$
ASV005871,ASV5871: $Rhizobiales$
ASV005875,ASV5875: $Rhodobacteraceae$
ASV005878,ASV5878: $Rhodobacteraceae$
ASV005881,ASV5881: $Hoeflea$
ASV005883,ASV5883: $Geodermatophilus$
ASV005886,ASV5886: $Rhodobacteraceae$
ASV005889,ASV5889: $Maritimibacter$
ASV005892,ASV5892: $Alphaproteobacteria$
ASV005894,ASV5894: $Rhodobacteraceae$
ASV005895,ASV5895: $Thalassobaculum$
ASV005897,ASV5897: $Proteobacteria$
ASV005902,ASV5902: $Thalassobaculum$
ASV005905,ASV5905: $Gammaproteobacteria$
ASV005908,ASV5908: $Cucumibacter$
ASV005909,ASV5909: $Thalassobaculum$
ASV005912,ASV5912: $Rhodobacteraceae$
ASV005913,ASV5913: $Rhodobacteraceae$
ASV005915,ASV5915: $Reyranella$
ASV005917,ASV5917: $Vibrionaceae$
ASV005919,ASV5919: $Roseivirga$
ASV005924,ASV5924: $Marinobacterium$
ASV005925,ASV5925: $Pseudomonas$
ASV005926,ASV5926: $Thalassospira$
ASV005927,ASV5927: $Rhodobacteraceae$
ASV005932,ASV5932: $Pelagimonas$
ASV005935,ASV5935: $Pelagibacterium$
ASV005937,ASV5937: $Litoreibacter$
ASV005944,ASV5944: $Lentibacter$
ASV005950,ASV5950: $Halomonadaceae$
ASV005952,ASV5952: $Burkholderiaceae$
ASV005956,ASV5956: $Pedosphaeraceae$
ASV005960,ASV5960: $Gammaproteobacteria$
ASV005961,ASV5961: $Halomonadaceae$
ASV005964,ASV5964: $Rhizobiaceae$
ASV005966,ASV5966: $Rhodobacteraceae$
ASV005970,ASV5970: $Thioclava$
ASV005975,ASV5975: $Alcanivorax$
ASV005976,ASV5976: $Thalassospira$
ASV005977,ASV5977: $Rhodobacteraceae$
ASV005982,ASV5982: $Antarctobacter$
ASV005985,ASV5985: $Cyclobacteriaceae$
ASV005989,ASV5989: $Stappiaceae$
ASV005993,ASV5993: $Rhodobacteraceae$
ASV005998,ASV5998: $Rhodobacteraceae$
ASV006001,ASV6001: $Rhizobiaceae$
ASV006002,ASV6002: $Rhizobiaceae$
ASV006005,ASV6005: $Rhodobacteraceae$
ASV006010,ASV6010: $Yangia$
ASV006018,ASV6018: $Aestuariispira$
ASV006021,ASV6021: $Loktanella$
ASV006025,ASV6025: $Catenococcus$
ASV006027,ASV6027: $Rhodobacteraceae$
ASV006029,ASV6029: $Halomonadaceae$
ASV006034,ASV6034: $Lewinella$
ASV006037,ASV6037: $Rubinisphaeraceae$
ASV006047,ASV6047: $Marinomonas$
ASV006049,ASV6049: $Alcanivorax$
ASV006050,ASV6050: $Rhodobacteraceae$
ASV006064,ASV6064: $Halomonadaceae$
ASV006068,ASV6068: $Sulfitobacter$
ASV006078,ASV6078: $Lewinella$
ASV006079,ASV6079: $Rhodobacteraceae$
ASV006086,ASV6086: $Lewinella$
ASV006087,ASV6087: $Rhodobacteraceae$
ASV006089,ASV6089: $Thalassospira$
ASV006090,ASV6090: $Rhizobiaceae$
ASV006093,ASV6093: $Rhizobiales$
ASV006094,ASV6094: $Bacillales$
ASV006099,ASV6099: $Hoeflea$
ASV006100,ASV6100: $Marinobacterium$
ASV006109,ASV6109: $Thalassospira$
ASV006119,ASV6119: $Rhodobacteraceae$
ASV006125,ASV6125: $Oceanospirillales$
ASV006133,ASV6133: $Devosiaceae$
ASV006135,ASV6135: $Alphaproteobacteria$
ASV006161,ASV6161: $Polymorphobacter$
ASV006169,ASV6169: $OLB14$
ASV006171,ASV6171: $Thalassospira$
ASV006182,ASV6182: $Thalassospira$
ASV006188,ASV6188: $Alphaproteobacteria$
ASV006189,ASV6189: $Marivita$
ASV006198,ASV6198: $Boseongicola$
ASV006206,ASV6206: $Thalassospira$
ASV006217,ASV6217: $Oceanospirillales$
ASV006218,ASV6218: $Pseudodonghicola$
ASV006220,ASV6220: $Vibrionaceae$
ASV006221,ASV6221: $XY-R5$
ASV006224,ASV6224: $Alphaproteobacteria$
ASV006226,ASV6226: $Rhodobacteraceae$
ASV006227,ASV6227: $Thalassospira$
ASV006231,ASV6231: $Rubidimonas$
ASV006238,ASV6238: $Burkholderiaceae$
ASV006243,ASV6243: $Devosiaceae$
ASV006247,ASV6247: $Thalassobius$
ASV006249,ASV6249: $Desulfobacteraceae$
ASV006251,ASV6251: $Rhodobacteraceae$
ASV006254,ASV6254: $Rhodobacteraceae$
ASV006256,ASV6256: $Rhodobacteraceae$
ASV006258,ASV6258: $Martelella$
ASV006262,ASV6262: $Gammaproteobacteria$
ASV006265,ASV6265: $Unknown_Family$
ASV006271,ASV6271: $Polymorphum$
ASV006272,ASV6272: $Maritimibacter$
ASV006278,ASV6278: $Alphaproteobacteria$
ASV006283,ASV6283: $Halomonadaceae$
ASV006285,ASV6285: $Rhodobacteraceae$
ASV006288,ASV6288: $Corynebacterium_1$ $massiliense$
ASV006289,ASV6289: $Roseivirga$
ASV006291,ASV6291: $Alteromonadaceae$
ASV006292,ASV6292: $Reyranella$
ASV006294,ASV6294: $Stappiaceae$
ASV006295,ASV6295: $Xanthobacteraceae$
ASV006296,ASV6296: $Thiobacimonas$
ASV006298,ASV6298: $Rhodobacteraceae$
ASV006299,ASV6299: $Pelagibacterium$
ASV006304,ASV6304: $Thalassobaculum$
ASV006308,ASV6308: $Planctomicrobium$
ASV006312,ASV6312: $Thalassospira$
ASV006313,ASV6313: $Pelagibacterium$
ASV006315,ASV6315: $Halomonas$
ASV006318,ASV6318: $Halomonadaceae$
ASV006323,ASV6323: $Rhizobiaceae$
ASV006325,ASV6325: $Rhizobiaceae$
ASV006331,ASV6331: $Roseitalea$
ASV006332,ASV6332: $Thalassospira$
ASV006333,ASV6333: $Nitratireductor$
ASV006336,ASV6336: $Litorisediminicola$
ASV006337,ASV6337: $Gimesiaceae$
ASV006338,ASV6338: $Oricola$
ASV006342,ASV6342: $Oricola$
ASV006346,ASV6346: $Rhodobacteraceae$
ASV006347,ASV6347: $Thalassospira$
ASV006348,ASV6348: $Rhizobiales$
ASV006350,ASV6350: $Alphaproteobacteria$
ASV006352,ASV6352: $Alphaproteobacteria$
ASV006353,ASV6353: $Alphaproteobacteria$
ASV006354,ASV6354: $Thiobacimonas$
ASV006356,ASV6356: $Rhodobacteraceae$
ASV006362,ASV6362: $Stappiaceae$
ASV006367,ASV6367: $Gammaproteobacteria$
ASV006368,ASV6368: $Rhodobacteraceae$
ASV006375,ASV6375: $Oligotropha$
ASV006377,ASV6377: $Thalassospira$
ASV006380,ASV6380: $Rhizobiaceae$
ASV006383,ASV6383: $Rhizobiaceae$
ASV006385,ASV6385: $Labrenzia$ $alba$
ASV006389,ASV6389: $Thiobacimonas$
ASV006392,ASV6392: $Stappiaceae$
ASV006393,ASV6393: $Thalassobaculum$
ASV006398,ASV6398: $Stappia$
ASV006400,ASV6400: $Rhizobiales$
ASV006402,ASV6402: $Oricola$
ASV006406,ASV6406: $Rhodobacteraceae$
ASV006408,ASV6408: $Halomonadaceae$
ASV006411,ASV6411: $Sphingomonas$
ASV006416,ASV6416: $Thalassospira$
ASV006417,ASV6417: $Hyphomonas$
ASV006419,ASV6419: $Stappiaceae$
ASV006420,ASV6420: $Halomonadaceae$
ASV006424,ASV6424: $Catenococcus$
ASV006425,ASV6425: $Pirellula$
ASV006429,ASV6429: $Thalassobaculum$
ASV006432,ASV6432: $Alphaproteobacteria$
ASV006435,ASV6435: $Stappiaceae$
ASV006438,ASV6438: $Rhodobacteraceae$
ASV006442,ASV6442: $Thalassospira$
ASV006444,ASV6444: $Aquamicrobium$
ASV006445,ASV6445: $Thalassobaculum$
ASV006452,ASV6452: $Parvibaculum$
ASV006455,ASV6455: $Oricola$
ASV006511,ASV6511: $Desulforhopalus$
ASV006512,ASV6512: $Rhodobacteraceae$
ASV006513,ASV6513: $Rhodobacteraceae$
ASV006516,ASV6516: $Thalassospira$
ASV006517,ASV6517: $Thiobacimonas$
ASV006518,ASV6518: $Roseobacter_clade_NAC11-7_lineage$
ASV006524,ASV6524: $Aidingimonas$
ASV006527,ASV6527: $Thiobacimonas$
ASV006528,ASV6528: $Burkholderiaceae$
ASV006531,ASV6531: $Thalassospira$
ASV006541,ASV6541: $Oceanicola$
ASV006544,ASV6544: $Rhizobiaceae$
ASV006547,ASV6547: $Oricola$
ASV006548,ASV6548: $Rhodobacteraceae$
ASV006549,ASV6549: $Rhodobacteraceae$
ASV006550,ASV6550: $Thalassospira$
ASV006551,ASV6551: $Rhodobacteraceae$
ASV006553,ASV6553: $Thalassospira$
ASV006554,ASV6554: $Catenococcus$
ASV006557,ASV6557: $Rhizobiaceae$
ASV006558,ASV6558: $Saprospiraceae$
ASV006560,ASV6560: $Alphaproteobacteria$
ASV006561,ASV6561: $Alphaproteobacteria$
ASV006566,ASV6566: $Campylobacterales$
ASV006570,ASV6570: $Oricola$
ASV006576,ASV6576: $Thalassospira$
ASV006579,ASV6579: $Halomonadaceae$
ASV006580,ASV6580: $Corynebacteriales$
ASV006585,ASV6585: $Rhodobacteraceae$
ASV006587,ASV6587: $Rhodobacteraceae$
ASV006588,ASV6588: $Rhizobiaceae$
ASV006597,ASV6597: $Alphaproteobacteria$
ASV006600,ASV6600: $Rhodobacteraceae$
ASV006602,ASV6602: $Roseivirga$
ASV006605,ASV6605: $Rhodobacteraceae$
ASV006616,ASV6616: $Rhodobacteraceae$
ASV006621,ASV6621: $Alphaproteobacteria$
ASV006622,ASV6622: $Oricola$
ASV006629,ASV6629: $Rhizobiaceae$
ASV006631,ASV6631: $Alphaproteobacteria$
ASV006636,ASV6636: $Roseivirga$
ASV006638,ASV6638: $Rhodobacteraceae$
ASV006641,ASV6641: $Thalassospira$
ASV006643,ASV6643: $Martelella$
ASV006648,ASV6648: $Marinobacterium$
ASV006652,ASV6652: $Roseivirga$
ASV006658,ASV6658: $Xanthomonadales$
ASV006660,ASV6660: $Rhodobacteraceae$
ASV006670,ASV6670: $Thioclava$
ASV006672,ASV6672: $Roseivirga$
ASV006673,ASV6673: $Rhodobacteraceae$
ASV006674,ASV6674: $Rhizobiaceae$
ASV006676,ASV6676: $Thalassobaculum$
ASV006680,ASV6680: $Roseivirga$
ASV006683,ASV6683: $Rubinisphaeraceae$
ASV006688,ASV6688: $Rhodobacteraceae$
ASV006693,ASV6693: $Thalassobaculum$
ASV006701,ASV6701: $Alphaproteobacteria$
ASV006707,ASV6707: $Thalassobaculum$
ASV006708,ASV6708: $Oricola$
ASV006709,ASV6709: $Rhodobacteraceae$
ASV006711,ASV6711: $Xanthomonadales$
ASV006719,ASV6719: $Brevundimonas$
ASV006722,ASV6722: $SAR116_clade$
ASV006725,ASV6725: $Cavicella$
ASV006729,ASV6729: $Roseivirga$
ASV006734,ASV6734: $Photobacterium$
ASV006740,ASV6740: $Thiobacimonas$
ASV006745,ASV6745: $Catenococcus$
ASV006754,ASV6754: $Thiobacimonas$
ASV006758,ASV6758: $Gammaproteobacteria$
ASV006759,ASV6759: $Stappiaceae$
ASV006760,ASV6760: $Amorphus$
ASV006762,ASV6762: $Thalassospira$
ASV006764,ASV6764: $Rhodobacteraceae$
ASV006765,ASV6765: $Aidingimonas$
ASV006766,ASV6766: $Devosiaceae$
ASV006770,ASV6770: $Halomonas$
ASV006772,ASV6772: $Thalassospira$
ASV006773,ASV6773: $Rhizobiaceae$
ASV006776,ASV6776: $Halomonas$
ASV006778,ASV6778: $Rhodobacteraceae$
ASV006779,ASV6779: $Roseibium$
ASV006791,ASV6791: $Alcanivorax$
ASV006792,ASV6792: $Thalassobaculum$
ASV006793,ASV6793: $Alphaproteobacteria$
ASV006794,ASV6794: $Rhodovibrionales$
ASV006795,ASV6795: $Thalassospira$
ASV006796,ASV6796: $Rhizobiaceae$
ASV006801,ASV6801: $Gammaproteobacteria$
ASV006802,ASV6802: $Rhizobiales$
ASV006804,ASV6804: $Thalassospira$
ASV006808,ASV6808: $Hyphomonadaceae$
ASV006809,ASV6809: $Thalassospira$
ASV006812,ASV6812: $Alphaproteobacteria$
ASV006815,ASV6815: $Alphaproteobacteria$
ASV006818,ASV6818: $Tropicimonas$
ASV006821,ASV6821: $Alphaproteobacteria$
ASV006822,ASV6822: $Rhodobacteraceae$
ASV006823,ASV6823: $Rhizobiaceae$
ASV006825,ASV6825: $Stappiaceae$
ASV006826,ASV6826: $Azomonas$
ASV006828,ASV6828: $Alphaproteobacteria$
ASV006835,ASV6835: $Thalassospira$
ASV006837,ASV6837: $Bacilli$
ASV006838,ASV6838: $Alphaproteobacteria$
ASV006839,ASV6839: $Rhodobacteraceae$
ASV006840,ASV6840: $Thalassospira$
ASV006846,ASV6846: $Rhodobacteraceae$
ASV006849,ASV6849: $AKYG1722$
ASV006850,ASV6850: $Rhodobacteraceae$
ASV006852,ASV6852: $Stappiaceae$
ASV006853,ASV6853: $Rubripirellula$
ASV006854,ASV6854: $Polymorphum$
ASV006857,ASV6857: $Firmicutes$
ASV006858,ASV6858: $Rhodobacteraceae$
ASV006859,ASV6859: $Alphaproteobacteria$
ASV006860,ASV6860: $Rhodobacteraceae$
ASV006863,ASV6863: $Halomonadaceae$
ASV006866,ASV6866: $Alphaproteobacteria$
ASV006868,ASV6868: $Rhodopirellula$
ASV006874,ASV6874: $Rhodobacteraceae$
ASV006876,ASV6876: $Rhodobacteraceae$
ASV006882,ASV6882: $Rhodobacteraceae$
ASV006883,ASV6883: $Oricola$
ASV006888,ASV6888: $Rhizobiaceae$
ASV006889,ASV6889: $Alphaproteobacteria$
ASV006893,ASV6893: $Oricola$
ASV006894,ASV6894: $Hoeflea$
ASV006895,ASV6895: $Halomonadaceae$
ASV006900,ASV6900: $Rhizobiaceae$
ASV006901,ASV6901: $Gammaproteobacteria$
ASV006904,ASV6904: $Marinobacterium$
ASV006905,ASV6905: $Rhizobiaceae$
ASV006909,ASV6909: $Oricola$
ASV006916,ASV6916: $Rhodobacteraceae$
ASV006917,ASV6917: $Thalassospira$
ASV006919,ASV6919: $Rhodobacteraceae$
ASV006920,ASV6920: $Pseudahrensia$
ASV006927,ASV6927: $Pseudodonghicola$
ASV006932,ASV6932: $Thalassobaculum$
ASV006935,ASV6935: $Thalassospira$
ASV006937,ASV6937: $Alphaproteobacteria$
ASV006940,ASV6940: $Gammaproteobacteria$
ASV006941,ASV6941: $Methyloceanibacter$
ASV006942,ASV6942: $Halomonadaceae$
ASV006943,ASV6943: $Yangia$
ASV006945,ASV6945: $Thalassobius$
ASV006948,ASV6948: $Rhizobiales$
ASV006950,ASV6950: $Oricola$
ASV006953,ASV6953: $Maritimibacter$
ASV006957,ASV6957: $Stappiaceae$
ASV006958,ASV6958: $Alphaproteobacteria$
ASV006960,ASV6960: $Rhizobiaceae$
ASV006962,ASV6962: $Marinobacterium$
ASV006964,ASV6964: $Gammaproteobacteria$
ASV006965,ASV6965: $Cyclobacteriaceae$
ASV006968,ASV6968: $Oceanospirillales$
ASV006970,ASV6970: $Rhizobiaceae$
ASV006975,ASV6975: $Alphaproteobacteria$
ASV006978,ASV6978: $Alphaproteobacteria$
ASV006981,ASV6981: $Blastopirellula$
ASV006986,ASV6986: $Alphaproteobacteria$
ASV006989,ASV6989: $Pseudonocardiaceae$
ASV006990,ASV6990: $Rhizobiaceae$
ASV006991,ASV6991: $Catenococcus$
ASV006993,ASV6993: $Maritimibacter$
ASV006996,ASV6996: $Rhodobacteraceae$
ASV007000,ASV7000: $Rhodobacteraceae$
ASV007011,ASV7011: $Vibrionaceae$
ASV007012,ASV7012: $Thalassospira$
ASV007016,ASV7016: $Thermopetrobacter$
ASV007018,ASV7018: $Thalassospira$
ASV007022,ASV7022: $Thalassobaculum$
ASV007024,ASV7024: $Rhodobacteraceae$
ASV007027,ASV7027: $Amorphus$
ASV007029,ASV7029: $Rhizobiaceae$
ASV007034,ASV7034: $Roseivirga$
ASV007035,ASV7035: $Bacillales$
ASV007037,ASV7037: $Planctomycetales$
ASV007041,ASV7041: $Burkholderiaceae$
ASV007044,ASV7044: $Alphaproteobacteria$
ASV007045,ASV7045: $Proteobacteria$
ASV007052,ASV7052: $Rhodobacteraceae$
ASV007053,ASV7053: $Oricola$
ASV007056,ASV7056: $Catenococcus$
ASV007059,ASV7059: $Corynebacteriales$
ASV007062,ASV7062: $Oricola$
ASV007069,ASV7069: $Alphaproteobacteria$
ASV007070,ASV7070: $Thalassobaculum$
ASV007071,ASV7071: $Halomonas$
ASV007082,ASV7082: $Hyphobacterium$
ASV007087,ASV7087: $Stappiaceae$
ASV007092,ASV7092: $Thalassospira$
ASV007097,ASV7097: $Rhizobiaceae$
ASV007098,ASV7098: $Rhodobacteraceae$
ASV007101,ASV7101: $Azomonas$
ASV007107,ASV7107: $Roseivirga$
ASV007114,ASV7114: $Roseitalea$
ASV007118,ASV7118: $Pelagibacterium$
ASV007124,ASV7124: $Rhodobacteraceae$
ASV007125,ASV7125: $Halomonas$
ASV007131,ASV7131: $Rhizobiaceae$
ASV007134,ASV7134: $Stappiaceae$
ASV007138,ASV7138: $Oricola$
ASV007141,ASV7141: $Rhizobiales$
ASV007143,ASV7143: $Rhodobacteraceae$
ASV007146,ASV7146: $Stappiaceae$
ASV007147,ASV7147: $Thalassospira$
ASV007151,ASV7151: $Pseudodonghicola$
ASV007160,ASV7160: $Thiobacimonas$
ASV007168,ASV7168: $Thalassospira$
ASV007172,ASV7172: $Thiobacimonas$
ASV007178,ASV7178: $Pontibaca$
ASV007189,ASV7189: $Marinobacterium$
ASV007190,ASV7190: $Halomonadaceae$
ASV007194,ASV7194: $Modicisalibacter$
ASV007196,ASV7196: $Halomonadaceae$
ASV007198,ASV7198: $Thalassospira$
ASV007199,ASV7199: $Stappiaceae$
ASV007208,ASV7208: $Marinovum$
ASV007212,ASV7212: $Sedimentitalea$
ASV007220,ASV7220: $Rubinisphaeraceae$
ASV007230,ASV7230: $Rhodobacteraceae$
ASV007243,ASV7243: $Halomonadaceae$
ASV007256,ASV7256: $Desulfobacula$
ASV007272,ASV7272: $Rhodobacteraceae$
ASV007273,ASV7273: $Marinobacterium$
ASV007277,ASV7277: $Olleya$
ASV007287,ASV7287: $Flavobacteriaceae$
ASV007299,ASV7299: $Stappiaceae$
ASV007300,ASV7300: $Boseongicola$
ASV007304,ASV7304: $Aidingimonas$
ASV007318,ASV7318: $Saprospiraceae$
ASV007319,ASV7319: $Halomonadaceae$
ASV007320,ASV7320: $Pirellulaceae$
ASV007323,ASV7323: $Boseongicola$
ASV007333,ASV7333: $Terasakiella$
ASV007334,ASV7334: $Vadicella$
ASV007338,ASV7338: $Rhodobacteraceae$
ASV007344,ASV7344: $Rhodobacteraceae$
ASV007346,ASV7346: $Rhodobacteraceae$
ASV007347,ASV7347: $Marinobacterium$
ASV007348,ASV7348: $Rhodobacteraceae$
ASV007353,ASV7353: $Marinobacterium$
ASV007358,ASV7358: $Thalassospira$
ASV007373,ASV7373: $Roseovarius$
ASV007381,ASV7381: $Thiobacimonas$
ASV007383,ASV7383: $Thalassobius$
ASV007384,ASV7384: $Alphaproteobacteria$
ASV007391,ASV7391: $Planctomycetales$
ASV007394,ASV7394: $Alteromonadales$
ASV007397,ASV7397: $Desulfobulbaceae$
ASV007409,ASV7409: $Ahrensia$
ASV007410,ASV7410: $Oceanicola$
ASV007412,ASV7412: $Rhizobiaceae$
ASV007420,ASV7420: $Oceanobacterium$
ASV007421,ASV7421: $Alphaproteobacteria$
ASV007422,ASV7422: $Rhodobacteraceae$
ASV007433,ASV7433: $Thiobacimonas$
ASV007436,ASV7436: $Nitratireductor$
ASV007441,ASV7441: $Oricola$
ASV007457,ASV7457: $Nitratireductor$
ASV007468,ASV7468: $Halomonadaceae$
ASV007476,ASV7476: $Catenococcus$
ASV007479,ASV7479: $Maritalea$
ASV007481,ASV7481: $Saprospiraceae$
ASV007487,ASV7487: $Halomonadaceae$
ASV007490,ASV7490: $Thalassospira$
ASV007492,ASV7492: $Thiobacimonas$
ASV007497,ASV7497: $Paramoritella$
ASV007500,ASV7500: $Bacilli$
ASV007507,ASV7507: $Rhodobacteraceae$
ASV007509,ASV7509: $Rhodobacteraceae$
ASV007515,ASV7515: $Alphaproteobacteria$
ASV007518,ASV7518: $Thalassospira$
ASV007530,ASV7530: $Rhodobacteraceae$
ASV007531,ASV7531: $Thalassospira$
ASV007533,ASV7533: $Rhodobacteraceae$
ASV007536,ASV7536: $Gammaproteobacteria$
ASV007537,ASV7537: $Aidingimonas$
ASV007541,ASV7541: $Gammaproteobacteria$
ASV007544,ASV7544: $Aurantivirga$
ASV007545,ASV7545: $Vibrio$
ASV007548,ASV7548: $Aidingimonas$
ASV007557,ASV7557: $Aidingimonas$
ASV007560,ASV7560: $Aurantivirga$
ASV007562,ASV7562: $Pirellulaceae$
ASV007564,ASV7564: $Gammaproteobacteria$
ASV007569,ASV7569: $Roseovarius$
ASV007574,ASV7574: $Alcanivorax$
