,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
ASV000005,0.0,0.03,0.01,0.0,0.03,0.02,0.01,0.01,0.02666666666666667,0.01,0.0,0.04,0.01,0.01,0.0,1.01,0.8166666666666668,0.51,0.7400000000000001,1.3033333333333335,0.5233333333333333,0.9199999999999999,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.013333333333333334,0.0,0.02,0.01,0.01
ASV000028,0.0,0.0,0.01,0.6733333333333333,1.3466666666666667,1.2766666666666666,0.6833333333333335,0.33666666666666667,0.0,0.01,0.6733333333333333,1.36,1.49,0.3566666666666667,0.10333333333333333,0.0,0.015,0.6466666666666666,0.8866666666666667,1.9766666666666666,2.84,0.365,0.0,0.0,0.7133333333333333,1.0933333333333335,0.7233333333333333,0.3333333333333333,0.22999999999999998,0.0,0.0,0.37666666666666665,0.6866666666666666,0.5566666666666666,0.3,0.19333333333333333,0.0,0.0,0.24666666666666667,0.30333333333333334,0.5166666666666666,0.5233333333333333,0.3866666666666667
ASV000033,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.5333333333333333,0.25,0.15,0.19333333333333336,0.3466666666666667,0.20333333333333337,0.295,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.01
ASV000041,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.1366666666666667,0.08666666666666667,0.06,0.08666666666666667,0.14333333333333334,0.05666666666666667,0.105,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ASV000045,0.02,0.07333333333333332,0.17333333333333334,0.12333333333333334,0.08666666666666667,0.09999999999999999,0.08666666666666667,0.06666666666666667,0.07333333333333335,0.13333333333333333,0.11666666666666668,0.06333333333333334,0.06666666666666667,0.07333333333333333,0.06,0.29,0.32666666666666666,0.6233333333333334,1.9333333333333336,1.2966666666666666,1.42,1.6300000000000001,0.03333333333333333,0.14333333333333334,0.1466666666666667,0.09000000000000001,0.19000000000000003,0.18666666666666668,0.25,0.07,0.11,0.19333333333333333,0.12,0.17666666666666667,0.13333333333333333,0.08666666666666667,0.0,0.09000000000000001,0.06666666666666667,0.12333333333333335,0.09333333333333334,0.13333333333333333,0.15333333333333332
ASV000057,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.1366666666666667,0.09333333333333332,0.07,0.043333333333333335,0.12,0.07333333333333333,0.08,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
ASV000059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.015,0.0,0.0,0.0,0.01,0.0,0.21333333333333335,0.09666666666666668,0.11666666666666665,0.12666666666666668,0.11666666666666665,0.07333333333333335,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ASV000061,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,0.06999999999999999,0.049999999999999996,0.06999999999999999,0.1366666666666667,0.056666666666666664,0.08499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
ASV000079,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.045,0.04,0.02,0.04,0.02666666666666667,0.03333333333333333,0.025,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000082,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.05666666666666667,0.03666666666666667,0.056666666666666664,0.10333333333333333,0.06666666666666667,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
