,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
ASV000018,8.726666666666667,1.7766666666666666,0.6366666666666666,0.5933333333333334,0.45999999999999996,0.6833333333333332,0.5833333333333334,0.13333333333333333,0.8266666666666667,0.36000000000000004,0.3666666666666667,0.27,0.07666666666666667,0.01,0.0,1.9533333333333334,3.176666666666667,1.7499999999999998,0.7066666666666667,0.34,0.07666666666666667,0.08,1.7233333333333334,0.98,0.6333333333333333,0.5833333333333334,0.6766666666666666,0.5499999999999999,0.845,1.9799999999999998,0.7433333333333333,0.8000000000000002,0.5466666666666667,0.7933333333333333,0.39000000000000007,0.3133333333333333,1.08,0.12,0.27,0.13,0.26,0.41333333333333333,0.21999999999999997
ASV000046,0.01,0.0,0.08,0.31666666666666665,0.26666666666666666,0.36000000000000004,0.5399999999999999,0.5566666666666666,0.01,0.04666666666666667,0.17666666666666667,0.17,0.26,0.44999999999999996,0.47000000000000003,0.0,0.16666666666666666,0.33,1.3499999999999999,1.3833333333333335,0.5333333333333333,1.31,0.01,0.043333333333333335,0.16333333333333333,0.15666666666666668,0.29333333333333333,0.21,0.15000000000000002,0.02,0.06666666666666667,0.22999999999999998,0.19000000000000003,0.27999999999999997,0.22999999999999998,0.3233333333333333,0.0,0.01,0.11,0.12,0.19333333333333336,0.20666666666666667,0.2333333333333333
ASV000047,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.15333333333333335,0.09333333333333334,0.12333333333333334,0.18000000000000002,0.12333333333333334,0.135,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000049,2.546666666666667,0.7433333333333333,0.32666666666666666,0.33666666666666667,0.22,0.27666666666666667,0.24333333333333332,0.08333333333333333,0.32,0.18000000000000002,0.19999999999999998,0.12000000000000001,0.030000000000000002,0.0,0.0,0.19333333333333336,0.27666666666666667,0.22,0.06333333333333334,0.030000000000000002,0.01,0.0,0.7333333333333334,0.5333333333333333,0.2866666666666667,0.24666666666666667,0.32,0.19999999999999998,0.115,0.9566666666666667,0.43,0.33,0.2733333333333334,0.2733333333333334,0.18333333333333335,0.16333333333333336,0.6033333333333334,0.17,0.20000000000000004,0.07333333333333332,0.18333333333333335,0.25,0.17333333333333334
ASV000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.20666666666666667,0.02,0.0,0.04666666666666667,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08666666666666667,0.18666666666666668,0.24666666666666667,0.3333333333333333
ASV000067,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.08,0.07333333333333333,0.07666666666666667,0.13999999999999999,0.07666666666666667,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0
ASV000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV000087,0.0,0.0,0.08,0.15333333333333332,0.04666666666666667,0.07666666666666667,0.07666666666666667,0.04666666666666667,0.01,0.06333333333333334,0.043333333333333335,0.03333333333333333,0.01,0.049999999999999996,0.03,0.025,0.1466666666666667,0.25333333333333335,0.8566666666666666,0.36333333333333334,0.18000000000000002,0.34500000000000003,0.01,0.03333333333333333,0.10000000000000002,0.03333333333333333,0.06333333333333334,0.04,0.07500000000000001,0.0,0.023333333333333334,0.12333333333333334,0.056666666666666664,0.043333333333333335,0.07333333333333332,0.013333333333333334,0.0,0.01,0.07,0.030000000000000002,0.025,0.025,0.030000000000000002
ASV000105,0.8799999999999999,0.06,0.08,0.060000000000000005,0.09333333333333334,0.05666666666666667,0.06333333333333334,0.04,0.04,0.06,0.04666666666666667,0.045000000000000005,0.03,0.016666666666666666,0.0,0.04666666666666667,0.09000000000000001,0.08333333333333333,0.07,0.09,0.04,0.04,0.03666666666666667,0.049999999999999996,0.035,0.02666666666666667,0.03333333333333333,0.03,0.07,0.053333333333333344,0.03333333333333333,0.04,0.036666666666666674,0.023333333333333334,0.013333333333333334,0.03,0.06999999999999999,0.02666666666666667,0.03,0.023333333333333334,0.02333333333333333,0.023333333333333334,0.03666666666666667
ASV000108,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.023333333333333334,0.01,0.01,0.030000000000000002,0.01,0.0,0.0,0.9366666666666665,0.23666666666666666,0.10666666666666667,0.10333333333333335,0.07333333333333333,0.025,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
