Wavenumber (cm^-1),LC,LC,LC,LC,LC,LC,LC,LC,LC,PET,PET,PET,PET,PET,PET,PET,PET,PET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET
1410.797371,89.2,93.58,93.57,89.2,93.58,93.57,89.2,93.58,93.57,84.7,85.11,90.24,83.36,90.97,89.85,89.12,86.55,86.72,89.26,88.85,88.85,89.33,85.4,93.5,84.19,86.02,82.18
1408.933702,88.54,93.31,92.38,88.54,93.31,92.38,88.54,93.31,92.38,83.3,83.73,89.39,81.93,90.17,89.43,88.49,86.01,85.11,88.43,87.81,87.81,88.09,84.16,92.8,83.01,84.95,80.82
1407.070034,89.39,93.88,92.22,89.39,93.88,92.22,89.39,93.88,92.22,83.18,83.66,89.44,81.94,90.16,89.81,88.65,86.59,84.72,88.39,87.64,87.64,87.88,84.16,92.75,83.21,85.08,81.04
1405.206365,91.3,95.02,93.17,91.3,95.02,93.17,91.3,95.02,93.17,84.46,84.95,90.4,83.35,90.96,90.89,89.63,88.14,85.81,89.2,88.51,88.51,88.82,85.38,93.48,84.7,86.38,82.79
1403.342696,93.07,95.99,94.4,93.07,95.99,94.4,93.07,95.99,94.4,86.41,86.89,91.7,85.36,92.08,92.18,91.01,89.89,87.7,90.4,90,90,90.24,87.14,94.74,86.63,88.19,85.15
1401.479027,94,96.46,95.18,94,96.46,95.18,94,96.46,95.18,87.75,88.27,92.69,86.88,92.93,93.05,91.93,91.1,89.06,91.31,91.1,91.1,91.29,88.42,95.66,88.04,89.53,86.87
1399.615358,94.62,96.78,95.79,94.62,96.78,95.79,94.62,96.78,95.79,88.8,89.3,93.55,88.15,93.64,93.71,92.63,92.06,90.16,91.94,91.73,91.73,92.17,89.45,96.07,89.2,90.52,88.18
1397.751689,94.91,96.88,96.2,94.91,96.88,96.2,94.91,96.88,96.2,89.97,90.44,94.3,89.36,94.31,94.36,93.39,92.91,91.41,92.56,92.52,92.52,93.03,90.52,96.67,90.26,91.5,89.43
1395.88802,95.11,96.94,96.44,95.11,96.94,96.44,95.11,96.94,96.44,90.62,91.11,94.78,90.14,94.73,94.73,93.82,93.38,92.24,92.94,92.98,92.98,93.61,91.21,96.99,90.91,92.12,90.24
1394.024351,95.31,97.09,96.69,95.31,97.09,96.69,95.31,97.09,96.69,91.4,91.85,95.23,90.82,95.13,95.11,94.29,93.87,93.02,93.46,93.59,93.59,94.13,91.79,97.55,91.5,92.68,90.98
1392.160682,95.46,97.17,96.81,95.46,97.17,96.81,95.46,97.17,96.81,91.92,92.35,95.47,91.24,95.36,95.3,94.56,94.07,93.49,93.86,94.17,94.17,94.46,92.16,98.08,91.86,93.05,91.45
1390.297013,95.36,97.07,96.79,95.36,97.07,96.79,95.36,97.07,96.79,91.97,92.45,95.51,91.31,95.41,95.23,94.52,94.01,93.53,93.88,94.19,94.19,94.5,92.18,98.05,91.89,93.07,91.47
1388.433344,95.25,97.01,96.83,95.25,97.01,96.83,95.25,97.01,96.83,91.86,92.4,95.49,91.26,95.41,95.11,94.41,93.92,93.49,93.81,94,94,94.45,92.12,97.83,91.85,92.96,91.37
1386.569675,95.36,97.1,96.96,95.36,97.1,96.96,95.36,97.1,96.96,92.03,92.53,95.52,91.37,95.47,95.17,94.51,93.97,93.69,93.89,94.1,94.1,94.56,92.26,97.93,91.95,93.04,91.5
1384.706007,95.46,97.17,97.02,95.46,97.17,97.02,95.46,97.17,97.02,92.27,92.74,95.56,91.5,95.55,95.3,94.67,94.06,93.83,94.13,94.5,94.5,94.66,92.42,98.34,92.1,93.23,91.71
1382.842338,95.36,97.11,97.01,95.36,97.11,97.01,95.36,97.11,97.01,92.25,92.74,95.58,91.54,95.58,95.35,94.68,94.06,93.8,94.19,94.56,94.56,94.66,92.43,98.37,92.15,93.24,91.7
1380.978669,95.06,96.95,96.92,95.06,96.95,96.92,95.06,96.95,96.92,92.25,92.73,95.57,91.61,95.61,95.37,94.67,94.05,93.79,94.27,94.6,94.6,94.7,92.47,98.4,92.22,93.29,91.72
1379.115,94.72,96.82,96.77,94.72,96.82,96.77,94.72,96.82,96.77,92.23,92.65,95.54,91.62,95.59,95.36,94.65,93.97,93.77,94.23,94.54,94.54,94.74,92.52,98.31,92.26,93.3,91.7
1377.251331,94.34,96.62,96.55,94.34,96.62,96.55,94.34,96.62,96.55,92.17,92.58,95.49,91.55,95.54,95.32,94.63,93.88,93.69,94.17,94.45,94.45,94.69,92.49,98.19,92.21,93.24,91.58
1375.387662,94.08,96.44,96.33,94.08,96.44,96.33,94.08,96.44,96.33,91.91,92.28,95.39,91.38,95.44,95.19,94.49,93.71,93.48,93.99,94.16,94.16,94.55,92.35,97.86,92.03,93.04,91.3
1373.523993,94.05,96.43,96.2,94.05,96.43,96.2,94.05,96.43,96.2,91.83,92.15,95.28,91.21,95.35,95.11,94.45,93.63,93.37,93.91,94.04,94.04,94.44,92.25,97.71,91.89,92.9,91.1
1371.660324,94.23,96.54,96.12,94.23,96.54,96.12,94.23,96.54,96.12,91.81,92.14,95.19,91.09,95.29,95.11,94.44,93.64,93.25,93.92,94.13,94.13,94.35,92.2,97.84,91.8,92.88,91.03
1369.796655,94.54,96.71,96.15,94.54,96.71,96.15,94.54,96.71,96.15,91.76,92.1,95.19,91.05,95.26,95.12,94.42,93.72,93.1,93.92,94.09,94.09,94.28,92.15,97.81,91.79,92.9,91.03
1367.932986,95.12,97.05,96.4,95.12,97.05,96.4,95.12,97.05,96.4,91.99,92.33,95.38,91.31,95.41,95.34,94.62,94.03,93.27,94.11,94.26,94.26,94.42,92.35,97.97,92.06,93.13,91.36
1366.069317,95.77,97.41,96.78,95.77,97.41,96.78,95.77,97.41,96.78,92.38,92.77,95.68,91.77,95.66,95.64,94.92,94.42,93.64,94.35,94.58,94.58,94.71,92.72,98.23,92.49,93.52,91.91
1364.205648,96.35,97.71,97.23,96.35,97.71,97.23,96.35,97.71,97.23,92.66,93.09,95.98,92.25,95.91,95.85,95.14,94.74,93.99,94.51,94.74,94.74,95.04,93.12,98.26,92.93,93.88,92.39
1362.34198,96.89,98.01,97.71,96.89,98.01,97.71,96.89,98.01,97.71,93.21,93.57,96.33,92.82,96.23,96.16,95.51,95.14,94.53,94.83,95.1,95.1,95.46,93.62,98.48,93.44,94.33,92.98
1360.478311,97.31,98.21,98.06,97.31,98.21,98.06,97.31,98.21,98.06,93.82,94.12,96.56,93.3,96.48,96.44,95.88,95.42,95.02,95.25,95.67,95.67,95.8,94.06,99,93.86,94.76,93.53
1358.614642,97.47,98.27,98.24,97.47,98.27,98.24,97.47,98.27,98.24,94.09,94.4,96.64,93.5,96.59,96.49,95.97,95.46,95.24,95.44,95.89,95.89,95.97,94.24,99.21,94.05,94.95,93.74
1356.750973,97.48,98.26,98.29,97.48,98.26,98.29,97.48,98.26,98.29,94.13,94.42,96.62,93.53,96.61,96.4,95.89,95.3,95.28,95.5,95.91,95.91,96.01,94.25,99.18,94.06,94.92,93.7
1354.887304,97.48,98.25,98.32,97.48,98.25,98.32,97.48,98.25,98.32,94.04,94.29,96.48,93.42,96.53,96.17,95.73,94.98,95.23,95.47,95.83,95.83,95.99,94.15,99.06,93.89,94.74,93.47
1353.023635,97.48,98.26,98.36,97.48,98.26,98.36,97.48,98.26,98.36,93.76,94,96.22,93.09,96.33,95.81,95.41,94.47,95.03,95.29,95.64,95.64,95.87,93.86,98.85,93.51,94.42,93.01
1351.159966,97.41,98.22,98.37,97.41,98.22,98.37,97.41,98.22,98.37,93.16,93.39,95.75,92.42,95.95,95.2,94.83,93.66,94.55,94.93,95.2,95.2,95.52,93.25,98.44,92.8,93.77,92.17
1349.296297,97.27,98.15,98.33,97.27,98.15,98.33,97.27,98.15,98.33,92.09,92.33,94.96,91.23,95.27,94.22,93.91,92.41,93.63,94.26,94.4,94.4,94.79,92.17,97.72,91.56,92.66,90.76
1347.432628,97.09,98.05,98.22,97.09,98.05,98.22,97.09,98.05,98.22,90.38,90.7,93.77,89.39,94.2,92.86,92.59,90.74,92.15,93.13,93.12,93.12,93.51,90.44,96.61,89.67,90.95,88.63
1345.568959,96.9,97.96,98.07,96.9,97.96,98.07,96.9,97.96,98.07,87.95,88.4,92.18,86.81,92.76,91.2,90.89,88.72,89.99,91.55,91.34,91.34,91.67,88.1,95.1,87.11,88.67,85.79
1343.70529,96.66,97.82,97.86,96.66,97.82,97.86,96.66,97.82,97.86,85.19,85.8,90.51,83.94,91.18,89.57,89.14,86.74,87.42,89.73,89.3,89.3,89.51,85.52,93.42,84.34,86.23,82.73
1341.841621,96.35,97.64,97.62,96.35,97.64,97.62,96.35,97.64,97.62,82.77,83.51,89.21,81.53,89.87,88.4,87.73,85.29,85.08,88.13,87.47,87.47,87.59,83.35,91.9,82.07,84.18,80.23
1339.977952,96.17,97.57,97.47,96.17,97.57,97.47,96.17,97.57,97.47,81.49,82.26,88.64,80.32,89.21,88.08,87.16,84.84,83.7,87.29,86.45,86.45,86.59,82.28,91.05,81.02,83.19,79.1
1338.114284,96.38,97.72,97.5,96.38,97.72,97.5,96.38,97.72,97.5,82.1,82.78,89.06,80.92,89.54,88.96,87.91,85.78,83.92,87.72,86.98,86.98,86.94,82.91,91.59,81.78,83.86,80.05
1336.250615,96.83,97.98,97.69,96.83,97.98,97.69,96.83,97.98,97.69,84.03,84.6,90.3,82.93,90.63,90.59,89.45,87.7,85.36,89.08,88.55,88.55,88.3,84.76,92.96,83.9,85.72,82.46
1334.386946,97.18,98.17,97.91,97.18,98.17,97.91,97.18,98.17,97.91,86.51,87.02,91.93,85.57,92.1,92.35,91.22,89.96,87.5,90.8,90.47,90.47,90.14,87.1,94.62,86.56,88.09,85.47
1332.523277,97.35,98.25,98.07,97.35,98.25,98.07,97.35,98.25,98.07,88.97,89.43,93.52,88.2,93.57,93.89,92.86,92.04,89.85,92.44,92.29,92.29,92.01,89.4,96.16,89.11,90.38,88.33
1330.659608,97.32,98.21,98.15,97.32,98.21,98.15,97.32,98.21,98.15,90.98,91.39,94.78,90.33,94.76,95.01,94.15,93.56,91.88,93.73,93.78,93.78,93.55,91.29,97.37,91.12,92.21,90.56
1328.795939,97.16,98.12,98.12,97.16,98.12,98.12,97.16,98.12,98.12,92.35,92.72,95.58,91.73,95.56,95.68,94.96,94.43,93.29,94.55,94.75,94.75,94.6,92.58,98.12,92.41,93.39,91.97
1326.93227,96.9,97.98,98.01,96.9,97.98,98.01,96.9,97.98,98.01,93.14,93.46,96,92.54,96.01,95.99,95.38,94.81,94.12,95.03,95.29,95.29,95.22,93.34,98.55,93.12,94.04,92.7
1325.068601,96.57,97.8,97.85,96.57,97.8,97.85,96.57,97.8,97.85,93.49,93.78,96.16,92.88,96.21,96.07,95.54,94.86,94.51,95.24,95.52,95.52,95.55,93.71,98.73,93.45,94.34,92.98
1323.204932,96.2,97.62,97.66,96.2,97.62,97.66,96.2,97.62,97.66,93.57,93.81,96.15,92.95,96.24,96.03,95.54,94.76,94.61,95.27,95.56,95.56,95.64,93.81,98.74,93.51,94.41,92.95
1321.341263,95.83,97.39,97.43,95.83,97.39,97.43,95.83,97.39,97.43,93.48,93.68,96.06,92.88,96.19,95.92,95.43,94.56,94.53,95.19,95.45,95.45,95.59,93.73,98.62,93.4,94.28,92.74
1319.477594,95.48,97.2,97.19,95.48,97.2,97.19,95.48,97.2,97.19,93.31,93.48,95.91,92.69,96.08,95.75,95.27,94.29,94.36,95.06,95.28,95.28,95.49,93.58,98.48,93.21,94.08,92.47
1317.613925,95.19,97.05,96.98,95.19,97.05,96.98,95.19,97.05,96.98,93.12,93.25,95.72,92.42,95.94,95.57,95.09,94.01,94.15,94.94,95.12,95.12,95.32,93.39,98.38,92.98,93.86,92.17
1315.750257,94.92,96.9,96.81,94.92,96.9,96.81,94.92,96.9,96.81,92.85,92.95,95.49,92.11,95.77,95.35,94.89,93.73,93.86,94.8,94.95,94.95,95.11,93.14,98.24,92.7,93.58,91.8
1313.886588,94.64,96.77,96.62,94.64,96.77,96.62,94.64,96.77,96.62,92.5,92.59,95.25,91.76,95.56,95.11,94.67,93.41,93.5,94.6,94.7,94.7,94.89,92.84,98.03,92.37,93.27,91.38
1312.022919,94.34,96.62,96.42,94.34,96.62,96.42,94.34,96.62,96.42,92.15,92.23,94.98,91.35,95.31,94.87,94.42,93.06,93.14,94.38,94.45,94.45,94.64,92.51,97.86,92,92.95,90.94
1310.15925,93.97,96.44,96.19,93.97,96.44,96.19,93.97,96.44,96.19,91.74,91.8,94.67,90.88,95.03,94.58,94.12,92.66,92.73,94.16,94.17,94.17,94.33,92.14,97.63,91.57,92.57,90.42
1308.295581,93.5,96.19,95.9,93.5,96.19,95.9,93.5,96.19,95.9,91.28,91.32,94.36,90.39,94.76,94.27,93.8,92.23,92.27,93.9,93.82,93.82,93.99,91.74,97.33,91.11,92.13,89.85
1306.431912,92.96,95.9,95.57,92.96,95.9,95.57,92.96,95.9,95.57,90.88,90.91,94.06,89.91,94.52,93.97,93.5,91.82,91.84,93.64,93.5,93.5,93.68,91.32,97.1,90.66,91.72,89.3
1304.568243,92.45,95.65,95.27,92.45,95.65,95.27,92.45,95.65,95.27,90.45,90.5,93.75,89.45,94.29,93.68,93.19,91.43,91.46,93.39,93.19,93.19,93.36,90.9,96.84,90.19,91.3,88.76
1302.704574,91.87,95.31,94.94,91.87,95.31,94.94,91.87,95.31,94.94,89.94,89.99,93.43,88.93,94.01,93.32,92.83,90.97,91.05,93.12,92.85,92.85,93.03,90.44,96.54,89.67,90.83,88.16
1300.840905,91.09,94.83,94.52,91.09,94.83,94.52,91.09,94.83,94.52,89.29,89.34,93,88.25,93.64,92.88,92.38,90.35,90.51,92.75,92.39,92.39,92.6,89.89,96.18,89,90.21,87.37
1298.977236,90.07,94.24,93.96,90.07,94.24,93.96,90.07,94.24,93.96,88.48,88.53,92.48,87.38,93.17,92.34,91.82,89.6,89.83,92.25,91.77,91.77,92.05,89.15,95.7,88.15,89.45,86.38
1297.113567,88.93,93.59,93.24,88.93,93.59,93.24,88.93,93.59,93.24,87.55,87.59,91.87,86.37,92.62,91.71,91.15,88.75,89.02,91.67,91.04,91.04,91.39,88.29,95.12,87.18,88.58,85.25
1295.249898,87.78,92.95,92.46,87.78,92.95,92.46,87.78,92.95,92.46,86.58,86.59,91.22,85.28,92.04,91.04,90.44,87.89,88.13,91.06,90.28,90.28,90.66,87.34,94.51,86.15,87.64,84.04
1293.38623,86.71,92.36,91.72,86.71,92.36,91.72,86.71,92.36,91.72,85.55,85.59,90.58,84.2,91.46,90.39,89.75,87.04,87.22,90.45,89.53,89.53,89.91,86.4,93.92,85.13,86.69,82.83
1291.522561,85.75,91.84,91.05,85.75,91.84,91.05,85.75,91.84,91.05,84.55,84.64,89.95,83.18,90.89,89.77,89.1,86.24,86.36,89.83,88.76,88.76,89.18,85.48,93.34,84.14,85.76,81.67
1289.658892,84.86,91.34,90.45,84.86,91.34,90.45,84.86,91.34,90.45,83.58,83.71,89.33,82.17,90.34,89.16,88.46,85.47,85.54,89.22,88.01,88.01,88.48,84.61,92.78,83.16,84.88,80.57
1287.795223,84.01,90.84,89.87,84.01,90.84,89.87,84.01,90.84,89.87,82.63,82.8,88.73,81.17,89.79,88.56,87.81,84.71,84.72,88.65,87.3,87.3,87.8,83.74,92.22,82.2,84.01,79.5
1285.931554,83.08,90.32,89.27,83.08,90.32,89.27,83.08,90.32,89.27,81.72,81.94,88.14,80.19,89.25,87.94,87.18,83.99,83.92,88.08,86.63,86.63,87.1,82.84,91.71,81.23,83.13,78.45
1284.067885,82.05,89.72,88.61,82.05,89.72,88.61,82.05,89.72,88.61,80.78,81.06,87.57,79.2,88.68,87.31,86.52,83.26,83.13,87.46,85.91,85.91,86.37,81.92,91.17,80.24,82.25,77.39
1282.204216,80.95,89.06,87.89,80.95,89.06,87.89,80.95,89.06,87.89,79.81,80.16,87,78.21,88.13,86.68,85.86,82.52,82.35,86.8,85.18,85.18,85.66,80.99,90.59,79.24,81.38,76.34
1280.340547,79.82,88.4,87.18,79.82,88.4,87.18,79.82,88.4,87.18,78.85,79.3,86.45,77.23,87.6,86.07,85.22,81.81,81.59,86.16,84.45,84.45,84.95,80.04,90.03,78.21,80.5,75.28
1278.476878,78.62,87.71,86.43,78.62,87.71,86.43,78.62,87.71,86.43,77.89,78.45,85.91,76.26,87.09,85.48,84.59,81.11,80.86,85.54,83.76,83.76,84.22,79.11,89.5,77.19,79.6,74.23
1276.613209,77.42,86.98,85.66,77.42,86.98,85.66,77.42,86.98,85.66,76.94,77.59,85.37,75.27,86.57,84.89,83.98,80.39,80.14,84.91,83.07,83.07,83.5,78.21,88.96,76.22,78.72,73.2
1274.74954,76.19,86.25,84.86,76.19,86.25,84.86,76.19,86.25,84.86,76,76.75,84.82,74.29,86.07,84.31,83.36,79.67,79.43,84.3,82.36,82.36,82.8,77.32,88.42,75.27,77.85,72.17
1272.885871,74.92,85.53,84.07,74.92,85.53,84.07,74.92,85.53,84.07,75.04,75.85,84.27,73.31,85.54,83.73,82.71,78.93,78.67,83.69,81.63,81.63,82.14,76.42,87.87,74.3,76.96,71.1
1271.022202,73.59,84.74,83.28,73.59,84.74,83.28,73.59,84.74,83.28,74.03,74.89,83.7,72.29,84.99,83.14,82.06,78.16,77.89,83.05,80.89,80.89,81.47,75.52,87.33,73.28,76.07,70
1269.158534,72.17,83.87,82.41,72.17,83.87,82.41,72.17,83.87,82.41,73,73.9,83.09,71.21,84.43,82.54,81.44,77.36,77.08,82.42,80.13,80.13,80.73,74.59,86.82,72.25,75.14,68.86
1267.294865,70.65,82.95,81.44,70.65,82.95,81.44,70.65,82.95,81.44,71.94,72.88,82.46,70.11,83.87,81.93,80.8,76.54,76.22,81.79,79.4,79.4,79.96,73.63,86.33,71.22,74.19,67.68
1265.431196,69.09,82.04,80.4,69.09,82.04,80.4,69.09,82.04,80.4,70.9,71.88,81.86,69.01,83.29,81.36,80.14,75.78,75.34,81.16,78.66,78.66,79.2,72.69,85.83,70.21,73.26,66.53
1263.567527,67.6,81.2,79.32,67.6,81.2,79.32,67.6,81.2,79.32,69.92,70.94,81.31,68,82.77,80.83,79.55,75.12,74.52,80.57,77.94,77.94,78.47,71.79,85.37,69.25,72.4,65.46
1261.703858,66.39,80.52,78.38,66.39,80.52,78.38,66.39,80.52,78.38,69.03,70.11,80.82,67.11,82.31,80.36,79.04,74.54,73.8,80.02,77.29,77.29,77.81,70.99,84.93,68.4,71.63,64.51
1259.840189,65.66,80.11,77.7,65.66,80.11,77.7,65.66,80.11,77.7,68.29,69.43,80.41,66.35,81.92,79.95,78.61,74.07,73.2,79.54,76.72,76.72,77.27,70.32,84.55,67.69,70.99,63.75
1257.97652,65.36,79.91,77.28,65.36,79.91,77.28,65.36,79.91,77.28,67.69,68.89,80.08,65.72,81.58,79.62,78.26,73.69,72.74,79.11,76.24,76.24,76.8,69.75,84.2,67.07,70.46,63.14
1256.112851,65.15,79.74,77.02,65.15,79.74,77.02,65.15,79.74,77.02,67.16,68.42,79.82,65.17,81.3,79.33,77.93,73.37,72.36,78.72,75.79,75.79,76.42,69.25,83.82,66.52,69.97,62.59
1254.249182,64.76,79.45,76.8,64.76,79.45,76.8,64.76,79.45,76.8,66.64,67.98,79.56,64.63,81.04,79.03,77.6,73.03,71.97,78.34,75.34,75.34,76.05,68.75,83.43,65.95,69.46,62.03
1252.385513,64.1,78.99,76.48,64.1,78.99,76.48,64.1,78.99,76.48,66.06,67.47,79.28,64.01,80.73,78.7,77.25,72.63,71.57,77.92,74.87,74.87,75.66,68.19,83.06,65.34,68.92,61.41
1250.521844,63.16,78.35,76,63.16,78.35,76,63.16,78.35,76,65.42,66.88,78.97,63.35,80.4,78.36,76.87,72.21,71.14,77.45,74.34,74.34,75.22,67.6,82.67,64.68,68.34,60.74
1248.658175,61.97,77.53,75.3,61.97,77.53,75.3,61.97,77.53,75.3,64.74,66.25,78.65,62.68,80.07,78.01,76.49,71.79,70.68,76.97,73.78,73.78,74.74,66.99,82.27,64,67.75,60.04
1246.794507,60.64,76.65,74.45,60.64,76.65,74.45,60.64,76.65,74.45,64.06,65.61,78.31,62,79.74,77.67,76.11,71.36,70.18,76.51,73.24,73.24,74.23,66.36,81.88,63.34,67.14,59.36
1244.930838,59.3,75.72,73.55,59.3,75.72,73.55,59.3,75.72,73.55,63.41,65.03,78.01,61.36,79.43,77.37,75.75,70.99,69.72,76.08,72.74,72.74,73.74,65.79,81.52,62.75,66.59,58.73
1243.067169,58.09,74.84,72.65,58.09,74.84,72.65,58.09,74.84,72.65,62.87,64.57,77.77,60.83,79.16,77.17,75.47,70.75,69.31,75.71,72.29,72.29,73.32,65.3,81.21,62.24,66.12,58.21
1241.2035,57.18,74.13,71.78,57.18,74.13,71.78,57.18,74.13,71.78,62.47,64.22,77.61,60.44,78.97,77.06,75.29,70.62,69,75.41,71.94,71.94,72.99,64.95,81,61.9,65.77,57.86
1239.339831,56.63,73.63,71.05,56.63,73.63,71.05,56.63,73.63,71.05,62.23,64.01,77.54,60.22,78.87,77.02,75.22,70.6,68.82,75.22,71.71,71.71,72.78,64.75,80.87,61.75,65.59,57.71
1237.476162,56.62,73.45,70.63,56.62,73.45,70.63,56.62,73.45,70.63,62.22,64,77.58,60.22,78.89,77.1,75.27,70.73,68.79,75.16,71.67,71.67,72.72,64.75,80.86,61.83,65.64,57.78
1235.612493,57.27,73.7,70.58,57.27,73.7,70.58,57.27,73.7,70.58,62.44,64.2,77.73,60.44,79,77.29,75.45,71.02,68.88,75.26,71.8,71.8,72.82,64.95,80.98,62.11,65.88,58.07
1233.748824,58.51,74.35,70.93,58.51,74.35,70.93,58.51,74.35,70.93,62.85,64.58,78.02,60.89,79.22,77.59,75.73,71.45,69.16,75.48,72.1,72.1,73.07,65.32,81.2,62.58,66.3,58.6
1231.885155,60.32,75.37,71.75,60.32,75.37,71.75,60.32,75.37,71.75,63.41,65.13,78.36,61.5,79.52,77.95,76.11,71.97,69.59,75.81,72.51,72.51,73.43,65.85,81.49,63.19,66.83,59.28
1230.021486,62.63,76.68,72.98,62.63,76.68,72.98,62.63,76.68,72.98,64.09,65.78,78.72,62.19,79.85,78.34,76.52,72.51,70.12,76.2,73,73,73.89,66.48,81.84,63.9,67.47,60.05
1228.157817,65.23,78.18,74.52,65.23,78.18,74.52,65.23,78.18,74.52,64.81,66.42,79.12,62.9,80.2,78.76,76.95,73.04,70.67,76.61,73.5,73.5,74.4,67.14,82.18,64.63,68.13,60.86
1226.294148,67.82,79.74,76.28,67.82,79.74,76.28,67.82,79.74,76.28,65.53,67.08,79.51,63.62,80.56,79.16,77.39,73.56,71.22,77.04,74.01,74.01,74.92,67.76,82.51,65.34,68.77,61.65
1224.43048,70.19,81.22,78.07,70.19,81.22,78.07,70.19,81.22,78.07,66.22,67.74,79.89,64.34,80.94,79.58,77.82,74.09,71.77,77.47,74.55,74.55,75.42,68.38,82.83,66.03,69.4,62.44
1222.566811,72.18,82.48,79.64,72.18,82.48,79.64,72.18,82.48,79.64,66.93,68.42,80.31,65.09,81.33,80.04,78.26,74.66,72.33,77.9,75.11,75.11,75.92,69.03,83.19,66.73,70.07,63.27
1220.703142,73.95,83.57,81.03,73.95,83.57,81.03,73.95,83.57,81.03,67.71,69.16,80.79,65.92,81.76,80.55,78.76,75.31,72.95,78.32,75.69,75.69,76.48,69.75,83.58,67.52,70.82,64.19
1218.839473,75.7,84.63,82.38,75.7,84.63,82.38,75.7,84.63,82.38,68.6,70.02,81.32,66.86,82.26,81.14,79.34,76.05,73.68,78.84,76.36,76.36,77.14,70.58,84.04,68.46,71.67,65.26
1216.975804,77.43,85.69,83.7,77.43,85.69,83.7,77.43,85.69,83.7,69.6,70.97,81.9,67.88,82.78,81.77,79.97,76.83,74.51,79.48,77.13,77.13,77.89,71.52,84.56,69.48,72.58,66.43
1215.112135,79.03,86.67,84.96,79.03,86.67,84.96,79.03,86.67,84.96,70.62,71.95,82.51,68.93,83.34,82.41,80.62,77.64,75.39,80.15,77.93,77.93,78.67,72.48,85.11,70.53,73.54,67.64
1213.248466,80.5,87.57,86.12,80.5,87.57,86.12,80.5,87.57,86.12,71.62,72.92,83.11,69.99,83.9,83.06,81.27,78.43,76.25,80.83,78.71,78.71,79.46,73.43,85.66,71.58,74.51,68.83
1211.384797,81.83,88.39,87.18,81.83,88.39,87.18,81.83,88.39,87.18,72.62,73.9,83.71,71.03,84.44,83.69,81.9,79.2,77.12,81.49,79.47,79.47,80.22,74.37,86.24,72.59,75.44,69.99
1209.521128,83.01,89.13,88.11,83.01,89.13,88.11,83.01,89.13,88.11,73.6,74.83,84.3,72.03,84.97,84.31,82.5,79.94,77.97,82.13,80.2,80.2,80.95,75.25,86.8,73.56,76.3,71.08
1207.657459,84.08,89.81,88.94,84.08,89.81,88.94,84.08,89.81,88.94,74.55,75.74,84.89,73.01,85.51,84.92,83.1,80.65,78.8,82.75,80.9,80.9,81.64,76.1,87.35,74.5,77.14,72.16
1205.79379,85.08,90.45,89.71,85.08,90.45,89.71,85.08,90.45,89.71,75.47,76.63,85.45,73.97,86.04,85.51,83.7,81.39,79.61,83.39,81.62,81.62,82.33,76.95,87.91,75.42,77.97,73.24
1203.930121,86,91.03,90.4,86,91.03,90.4,86,91.03,90.4,76.38,77.51,86.01,74.93,86.57,86.11,84.3,82.13,80.41,84.04,82.34,82.34,83.04,77.8,88.48,76.35,78.81,74.33
1202.066453,86.81,91.57,90.98,86.81,91.57,90.98,86.81,91.57,90.98,77.27,78.39,86.57,75.91,87.08,86.7,84.88,82.86,81.22,84.68,83.04,83.04,83.74,78.65,89.04,77.29,79.64,75.4
1200.202784,87.59,92.08,91.55,87.59,92.08,91.55,87.59,92.08,91.55,78.19,79.28,87.14,76.87,87.6,87.28,85.48,83.62,82.03,85.32,83.73,83.73,84.44,79.49,89.62,78.22,80.47,76.45
1198.339115,88.34,92.57,92.12,88.34,92.57,92.12,88.34,92.57,92.12,79.11,80.16,87.71,77.82,88.13,87.86,86.07,84.36,82.85,85.96,84.42,84.42,85.14,80.34,90.2,79.17,81.31,77.52
1196.475446,89.05,93.05,92.61,89.05,93.05,92.61,89.05,93.05,92.61,80.01,81.02,88.28,78.76,88.65,88.43,86.65,85.09,83.65,86.6,85.12,85.12,85.82,81.18,90.77,80.1,82.15,78.58
1194.611777,89.72,93.49,93.08,89.72,93.49,93.08,89.72,93.49,93.08,80.89,81.88,88.84,79.69,89.17,88.98,87.23,85.81,84.47,87.23,85.82,85.82,86.49,81.98,91.32,80.99,82.95,79.6
1192.748108,90.36,93.91,93.55,90.36,93.91,93.55,90.36,93.91,93.55,81.74,82.71,89.38,80.58,89.66,89.48,87.77,86.47,85.23,87.85,86.48,86.48,87.13,82.74,91.85,81.83,83.7,80.57
1190.884439,90.92,94.32,94,90.92,94.32,94,90.92,94.32,94,82.52,83.48,89.86,81.39,90.1,89.93,88.24,87.06,85.93,88.41,87.06,87.06,87.73,83.45,92.34,82.59,84.4,81.46
1189.02077,91.35,94.63,94.37,91.35,94.63,94.37,91.35,94.63,94.37,83.21,84.15,90.3,82.13,90.5,90.31,88.68,87.57,86.57,88.89,87.59,87.59,88.25,84.07,92.78,83.26,85.02,82.22
1187.157101,91.65,94.84,94.67,91.65,94.84,94.67,91.65,94.84,94.67,83.81,84.73,90.69,82.76,90.86,90.64,89.06,88,87.13,89.31,88.07,88.07,88.71,84.61,93.17,83.85,85.57,82.87
1185.293432,91.82,94.98,94.87,91.82,94.98,94.87,91.82,94.98,94.87,84.31,85.21,90.98,83.27,91.15,90.91,89.37,88.32,87.59,89.69,88.48,88.48,89.11,85.06,93.51,84.33,86.03,83.39
