.wavelength	spc
650	1.56795376338389
651	1.58122237791945
652	1.59451812193754
653	1.60784758602339
654	1.62124607249751
655	1.6347736727268
656	1.64851326167409
657	1.66256343415528
658	1.67700584603866
659	1.69188136101753
660	1.70710514699421
661	1.72220379000501
662	1.73579434748074
663	1.75182987643788
664	1.77162598133252
665	1.79610181917974
666	1.82069169893973
667	1.84804747884001
668	1.87494434543756
669	1.90111925043576
670	1.93118427082795
671	1.95664431319363
672	1.98654412514857
673	2.01025927557149
674	2.0330247749001
675	2.05270481602466
676	2.07007840114579
677	2.08780679371351
678	2.10680655470615
679	2.12684016868864
680	2.14589879675857
681	2.16675196358983
682	2.18176070333413
683	2.20001357244244
684	2.21738162748207
685	2.23597498777592
686	2.26122254693769
687	2.28735022382447
688	2.32000553502119
689	2.3554495410096
690	2.39549725534895
691	2.43976298055897
692	2.4886560709915
693	2.54193446229535
694	2.59948421138535
695	2.66030009976528
696	2.72249170563151
697	2.78760312779186
698	2.85181247964918
699	2.91798649373828
700	2.98487734037003
701	3.05093695628554
702	3.11848528048652
703	3.18350711103549
704	3.24797906229631
705	3.31094682063032
706	3.37348853196798
707	3.4367655177
708	3.50420025676333
709	3.57281490923595
710	3.65083099711727
711	3.72795450980203
712	3.81801671956905
713	3.90505699947109
714	4.00451908548492
715	4.09852192255366
716	4.19871667116827
717	4.28903807448386
718	4.37106072438341
719	4.43286729171701
720	4.47211514601999
721	4.47205113748956
722	4.44778651427745
723	4.36431635372999
724	4.26567716874443
725	4.10259689079935
726	3.925845749388
727	3.70531532085921
728	3.46473156007395
729	3.20421033327872
730	2.92951899412167
731	2.64806243954916
732	2.36569421061349
733	2.08400549423893
734	1.80971905176747
735	1.54389909907086
736	1.2892837244203
737	1.04896750310141
738	0.830922392925578
739	0.626050521791753
740	0.459044935851276
741	0.306694187780561
742	0.195231340272102
743	0.104225793567792
744	0.0457255416562625
745	0.00881115110165375
746	-0.00658660283196465
747	-0.00692850308749216
748	0.00702603631932171
749	0.0260061982864035
750	0.0553707323245797
751	0.0821882352255606
752	0.116244607964394
753	0.145429593707755
754	0.17802034050799
755	0.206930151888537
756	0.236705201218397
757	0.264256584086077
758	0.291819981623183
759	0.318896161218061
760	0.346231685960538
761	0.373966250076904
762	0.402843957584672
763	0.431441055954342
764	0.46173429680368
765	0.491174551359634
766	0.52153895229118
767	0.552168505086792
768	0.58214757767074
769	0.612745561514821
770	0.642107262854673
771	0.671087227090618
772	0.698707541138877
773	0.725308493033166
774	0.75103245179924
775	0.776339748438229
776	0.801936143582352
777	0.828221003924722
778	0.855626773212092
779	0.884664773285061
780	0.914514558478249
781	0.94759031991353
782	0.980850610494358
783	1.01963002336369
784	1.05867458152319
785	1.10311365204505
786	1.14734747368648
787	1.19118313297947
788	1.22995224294089
789	1.2623393968381
790	1.2795947198025
791	1.29296936608537
792	1.28218891384719
793	1.27477220981293
794	1.24605013256715
795	1.21924990748392
796	1.18757067964376
797	1.15417072004118
798	1.12753641289084
799	1.1033738425884
800	1.08809108021811
801	1.08166027952379
802	1.08178852606008
803	1.08909187020749
804	1.10183471746709
805	1.11311757963873
806	1.12892999608344
807	1.13905794098714
808	1.15068744418062
809	1.1598720971067
810	1.16859280728548
811	1.17734933372973
812	1.18618762482458
813	1.19521889599845
814	1.20446587272273
815	1.2139003549322
816	1.22327804202663
817	1.23337260308338
818	1.24411422769403
819	1.25555720679997
820	1.26915880351379
821	1.28317772808074
822	1.29980598822875
823	1.31757546613854
824	1.33752185826499
825	1.35912876720142
826	1.38276197095096
827	1.40801144692069
828	1.4348502518557
829	1.4629704769112
830	1.49202122548932
831	1.52184258891443
832	1.55215274916689
833	1.58281677208695
834	1.61409057875294
835	1.64574759230761
836	1.67758627744326
837	1.71052357475312
838	1.74232888611387
839	1.77513295438533
840	1.80578716641247
841	1.83496774672073
842	1.86032360722954
843	1.88133506548561
844	1.89425900938163
845	1.90339270206099
846	1.89964042072711
847	1.89539109687013
848	1.87796681630909
849	1.86072531400615
850	1.83733606926617
851	1.81283413476775
852	1.78956789021719
853	1.76754143709452
854	1.75001672467401
855	1.73753448152959
856	1.7302671346153
857	1.7292725951773
858	1.73469080215783
859	1.7456870463257
860	1.7653910709391
