"","Kingdom","Phylum","Class","Order","Family","Genus"
"15621","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15622","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA
"15623","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"15624","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15625","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15626","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15627","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15628","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15629","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15630","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15631","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Candidatus_Photodesmus"
"15632","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15633","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15634","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15635","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15636","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15637","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15638","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"15639","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15640","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15641","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea"
"15642","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15643","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Mangrovibacterium"
"15644","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter"
"15645","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Halodesulfovibrio"
"15646","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15647","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15648","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15649","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"15650","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoluna"
"15651","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudopelagicola"
"15652","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15653","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"15654","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"15655","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoluna"
"15656","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"15657","Bacteria","Firmicutes","Bacilli",NA,NA,NA
"15658","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15659","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15660","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15661","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"15662","Bacteria",NA,NA,NA,NA,NA
"15663","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15664","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thiobacimonas"
"15665","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Neiella"
"15666","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15667","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15668","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"15669","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15670","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga"
"15671","Bacteria","Firmicutes","Bacilli",NA,NA,NA
"15672","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga"
"15673","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"15674","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"15675","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15676","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15677","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15678","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15679","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15680","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15681","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15682","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15683","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter"
"15684","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"15685","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15686","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15687","Bacteria","Firmicutes",NA,NA,NA,NA
"15688","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15689","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15690","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15691","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15692","Bacteria","Firmicutes",NA,NA,NA,NA
"15693","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga"
"15694","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15695","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15696","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"15697","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15698","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA
"15699","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15700","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoluna"
"15701","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thiobacimonas"
"15702","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"15703","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"15704","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15705","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15706","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15707","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15708","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"15709","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15710","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15711","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15712","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15713","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"15714","Bacteria","Firmicutes","Bacilli",NA,NA,NA
"15715","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae",NA
"15716","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15717","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15718","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA
"15719","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thiobacimonas"
"15720","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15721","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15722","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15723","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"15724","Bacteria",NA,NA,NA,NA,NA
"15725","Bacteria","Proteobacteria",NA,NA,NA,NA
"15726","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15727","Bacteria","Proteobacteria",NA,NA,NA,NA
"15728","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15729","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Stappia"
"15730","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15731","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Stappia"
"15732","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15733","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15734","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Glaciihabitans"
"15735","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15736","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15737","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15738","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15739","Bacteria","Firmicutes","Bacilli",NA,NA,NA
"15740","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15741","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA
"15742","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15743","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15744","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15745","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15746","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"15747","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15748","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"15749","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15750","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15751","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15752","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15753","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae",NA
"15754","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Paramoritella"
"15755","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15756","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15757","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15758","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15759","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15760","Bacteria",NA,NA,NA,NA,NA
"15761","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15762","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulforhopalus"
"15763","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15764","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"15765","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15766","Bacteria","Firmicutes","Bacilli",NA,NA,NA
"15767","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoluna"
"15768","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15769","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15770","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15771","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"15772","Bacteria","Proteobacteria",NA,NA,NA,NA
"15773","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15774","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella"
"15775","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15776","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15777","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"15778","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Cucumibacter"
"15779","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15780","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15781","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15782","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15783","Bacteria","Proteobacteria",NA,NA,NA,NA
"15784","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"15785","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15786","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15787","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"15788","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15789","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15790","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15791","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15792","Bacteria","Proteobacteria",NA,NA,NA,NA
"15793","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"15794","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15795","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15796","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15797","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15798","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thiobacimonas"
"15799","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15800","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15801","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15802","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"15803","Bacteria","Firmicutes","Bacilli",NA,NA,NA
"15804","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"15805","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15806","Bacteria",NA,NA,NA,NA,NA
"15807","Bacteria",NA,NA,NA,NA,NA
"15808","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15809","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15810","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15811","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfopila"
"15812","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","XY-R5"
"15813","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15814","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15815","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter"
"15816","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15817","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15818","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"15819","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15820","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15821","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"15822","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15823","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15824","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"15825","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15826","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15827","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"15828","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15829","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"15830","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15831","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"15832","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15833","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"15834","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria"
"15835","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15836","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Paramoritella"
"15837","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15838","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"15839","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter"
"15840","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15841","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15842","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15843","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15844","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15845","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15846","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"15847","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15848","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15849","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15850","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15851","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15852","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15853","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15854","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Modicisalibacter"
"15855","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15856","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"15857","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Modicisalibacter"
"15858","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15859","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15860","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"15861","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"15862","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"15863","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales","Izimaplasmataceae","Izimaplasma"
"15864","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"15865","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"15866","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Modicisalibacter"
"15867","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter"
"15868","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"15869","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15870","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15871","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"15872","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"15873","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15874","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15875","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15876","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"15877","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15878","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15879","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"15880","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15881","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"15882","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15883","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15884","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Paramoritella"
"15885","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA
"15886","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15887","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15888","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"15889","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15890","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"15891","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15892","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"15893","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"15894","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agaribacter"
"15895","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga"
"15896","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola"
"15897","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"15898","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"15899","Bacteria","Proteobacteria",NA,NA,NA,NA
"15900","Bacteria","Firmicutes","Clostridia","Clostridiales","GoM-GC232-4463-Bac1",NA
"15901","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA
"15902","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"15903","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA
"15904","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15905","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter"
"15906","Bacteria",NA,NA,NA,NA,NA
"15907","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"15908","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15909","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"15910","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA
"15911","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"15912","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
