pathway,Day01BHET1,Day01BHET2,Day01BHET3,Day03BHET1,Day03BHET2,Day03BHET3,Day07BHET1,Day07BHET2,Day07BHET3,Day14BHET1,Day14BHET2,Day14BHET3,Day21BHET1,Day21BHET2,Day21BHET3,Day30BHET1,Day30BHET2,Day30BHET3,Day42BHET1,Day42BHET2,Day42BHET3,Day01LowCrys1,Day01LowCrys2,Day01LowCrys3,Day03LowCrys1,Day03LowCrys2,Day03LowCrys3,Day07LowCrys1,Day07LowCrys2,Day07LowCrys3,Day14LowCrys1,Day14LowCrys2,Day14LowCrys3,Day21LowCrys1,Day21LowCrys2,Day21LowCrys3,Day30LowCrys1,Day30LowCrys2,Day30LowCrys3,Day42LowCrys1,Day42LowCrys3,Day01LowCrysWater1,Day01LowCrysWater2,Day01LowCrysWater3,Day03LowCrysWater1,Day03LowCrysWater2,Day03LowCrysWater3,Day07LowCrysWater1,Day07LowCrysWater2,Day07LowCrysWater3,Day14LowCrysWater1,Day14LowCrysWater2,Day14LowCrysWater3,Day21LowCrysWater1,Day21LowCrysWater2,Day21LowCrysWater3,Day30LowCrysWater1,Day30LowCrysWater2,Day30LowCrysWater3,Day42LowCrysWater1,Day42LowCrysWater2,Day42LowCrysWater3,Day01NoC1,Day01NoC2,Day01NoC3,Day03NoC1,Day03NoC2,Day03NoC3,Day07NoC1,Day07NoC2,Day07NoC3,Day14NoC1,Day14NoC2,Day14NoC3,Day21NoC1,Day21NoC2,Day21NoC3,Day30NoC1,Day30NoC2,Day30NoC3,Day42NoC1,Day42NoC2,Day42NoC3,Day01PET1,Day01PET2,Day01PET3,Day03PET1,Day03PET2,Day03PET3,Day07PET1,Day07PET2,Day07PET3,Day14PET1,Day14PET2,Day14PET3,Day21PET1,Day21PET2,Day21PET3,Day30PET1,Day30PET2,Day30PET3,Day42PET2,Day42PET3,Day01WeatherPET1,Day01WeatherPET2,Day01WeatherPET3,Day03WeatherPET1,Day03WeatherPET2,Day03WeatherPET3,Day07WeatherPET1,Day07WeatherPET2,Day07WeatherPET3,Day14WeatherPET1,Day14WeatherPET2,Day14WeatherPET3,Day21WeatherPET1,Day21WeatherPET2,Day21WeatherPET3,Day30WeatherPET1,Day30WeatherPET2,Day30WeatherPET3,Day42WeatherPET1,Day42WeatherPET2,Day42WeatherPET3,Inoc2,Inoc3,Inoc4,
PWY-7446, RXN-15296 RXN-15297 RXN-15298 RXN-15299 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524,0.0133,0.0295,0,0,0,0.0159,0,0,0.0132,0,0,0,0,0,0,0,0.0611,0.0189,0.0316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179,0,0,0,0,0.0178,0,0,0,0,0,0,0,0.0581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0
PWY-7456, ( ( 3.2.1.78-RXN RXN-15202 ) + ( -3.2.1.100-RXN RXN-15344 RXN-12977 ) )  PHOSMANMUT-RXN MANNPISOM-RXN ,0.4474,0.3801,0.4257,0.0501,0.05,0.088,0.3977,0.5851,0.6181,0.6396,1.8782,1.7591,0.6894,0.8522,1.2391,0.4786,0.0577,0.5794,0.117,0.2263,0.2265,0.0578,0.4195,0.2178,0.2804,0.0587,0.4564,1.1854,0.1121,0.1124,0.3652,0.0594,0,1.2408,0,0.4551,0.8643,0,1.221,0.3793,0.4386,0.1858,0.1048,0.0553,0,0,0,0.1536,0.0553,0.1474,0.2918,0.0597,0.233,0.3502,0,0.234,0.1772,0,0.6796,0,0,0.8234,0.1436,0.0958,0.3288,0.0568,0,0,0.1705,0.1181,0.1183,0.4119,0.4703,0,0.297,0.2382,0.0599,0.1196,0.0599,0.0599,0.1788,0.0599,0.1786,0.2193,0.3326,0.1047,0.0897,0.2268,0.0575,0.0598,0.0598,0.1789,0.0599,0,0.2975,0.1789,0.1196,0.0599,0,0,0,0,0,0.2056,0.4756,0.2224,0.1374,0.0993,0.1295,0.0597,0.1782,0,0.1778,0,0.0598,0.0599,0.1195,0.0599,0,0.0598,0,0.0598,0.2369,0,0.447,0.8571,0.6598
PWY-7527, 5.3.1.23-RXN R145-RXN R82-RXN R83-RXN R147-RXN -RXN-15650 RXN-13072  S-ADENMETSYN-RXN  SAMDECARB-RXN SPERMIDINESYN-RXN  5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN ,7.9171,8.6357,8.1126,3.984,4.234,4.416,1.7139,2.4255,2.91,1.2586,1.4808,1.6149,2.2306,1.5646,2.0056,1.7456,1.8287,1.5229,0.8996,0.97,2.224,5.7762,7.7397,4.4377,11.746,10.0287,8.1122,8.7789,10.5748,7.2117,8.5549,6.3362,5.9483,16.5379,7.46,11.1975,17.7449,14.289,16.265,20.3385,11.5271,11.0342,13.1029,11.747,6.1931,8.2501,5.395,8.7602,8.8789,7.1072,14.4396,14.8669,11.6408,16.1641,16.1185,15.1655,20.4518,17.4118,18.3305,16.2928,16.4948,17.8,17.0923,15.1819,15.3302,13.5929,8.9508,10.5735,15.1317,11.8556,14.0167,14.5215,13.5361,13.377,13.5972,13.8356,10.5986,14.3434,14.2368,14.2199,13.2686,13.0175,12.9323,9.3833,9.9938,10.8553,6.705,8.1497,6.636,6.3402,7.5726,8.1348,7.2122,8.3888,9.5691,9.9811,11.512,10.3948,6.3238,8.0851,9.3538,8.5062,13.2047,5.5766,6.5654,6.854,5.2216,3.5112,3.1859,3.7018,4.9945,5.6002,4.3504,6.1726,7.8272,8.1113,7.3765,8.9513,5.9789,7.2994,7.7813,6.3414,6.0825,6.3575,0.0923,0.2813,0.3271
PWY-7539, GTP-CYCLOHYDRO-II-RXN RXN-15730 -DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN H2NEOPTERINALDOL-RXN H2PTERIDINEPYROPHOSPHOKIN-RXN ,38.897,40.3848,38.7626,61.2867,64.4044,63.6912,54.5347,60.6264,61.3238,58.7214,58.94,58.9095,63.533,58.6818,60.1855,61.19,56.0124,60.4329,57.9846,54.9924,63.492,67.6539,61.8096,55.4651,66.8186,67.7671,59.9394,61.2871,59.2544,52.7149,73.5013,70.9378,66.1141,74.484,66.4342,65.2687,79.5424,70.1369,70.1735,70.6202,83.8398,46.9904,52.4541,47.4901,42.9694,50.2213,41.3359,45.9698,49.8333,42.6205,56.9679,65.0656,53.9336,59.8101,66.3921,56.1405,65.1088,65.6725,60.2819,56.1555,63.1305,59.467,69.1487,65.7457,67.3563,64.2956,61.1831,62.7747,64.3517,63.4951,69.5114,70.5713,71.1716,75.2436,70.3374,69.1921,79.5621,75.4658,63.6427,77.93,65.9583,62.7026,68.0137,49.1408,49.1599,48.3128,52.3384,53.1543,50.0279,72.1579,62.2431,62.0049,67.5898,66.0848,67.0141,70.4677,67.6952,65.37,64.2478,73.7085,67.7403,76.1224,79.7687,46.5844,41.6524,47.5514,52.6298,43.2789,43.3258,63.9328,56.5483,62.7191,71.1388,58.0703,59.907,70.2541,66.3152,66.5121,66.5299,64.6996,70.7341,68.6772,66.662,63.7831,58.6041,60.0567,67.0265
PWY-7560," DXS-RXN DXPREDISOM-RXN 2.7.7.60-RXN 2.7.1.148-RXN RXN0-302 RXN0-882 ( RXN0-884 , ( ISPH2-RXN IPPISOM-RXN ) ) ",31.8245,33.1345,31.8329,48.5183,51.4827,50.6749,44.4584,48.8375,49.8731,47.3742,47.5535,47.1408,52.0329,47.6677,48.9026,49.7654,45.4086,49.1189,47.6544,44.6487,51.7994,53.048,47.6414,42.2004,52.674,52.7805,46.9816,49.0962,47.5679,42.1473,59.8173,57.9611,54.0998,62.225,54.6515,55.2144,66.9513,58.1745,59.6526,58.2224,72.109,38.0921,42.8078,39.3194,33.972,39.725,32.6177,37.043,40.0021,34.1146,47.2216,53.0158,44.2099,49.756,54.3963,46.8978,54.959,53.7094,50.5662,45.7624,50.9879,49.2451,57.3684,54.8754,55.0513,52.4578,49.7613,50.7983,52.5115,52.4781,56.5053,57.1145,58.7122,59.5851,56.5914,56.622,62.722,60.6709,52.2373,62.1244,52.4406,50.1582,53.5021,39.1357,39.0628,38.7942,41.3182,42.2364,39.5682,58.5212,48.7316,49.4369,53.8215,52.4132,53.7884,56.1156,54.0942,52.5423,50.529,57.9149,53.5781,59.7952,64.1341,36.4413,33.4584,37.5013,41.331,33.8681,33.7598,49.9011,44.1597,48.877,54.5804,45.5438,47.1804,54.8053,51.8246,52.2373,51.4187,50.4601,55.108,53.1336,51.6535,49.3924,42.3444,43.3495,49.1102
PWY-7616," METHANOL-DEHYDROGENASE-RXN  ( FORMALDEHYDE-DEHYDROGENASE-RXN ,  -RXN-6581 1.2.1.66-RXN -RXN1G-129  ) RXN0-3281 ",0.0299,0.0299,0.0299,0.03,0.1495,0.2388,0.0898,0.1197,0.0599,0.0599,0.0599,0,0.03,0.1789,0.0897,0.0598,0.8721,0,0.1781,0.4125,0.03,0.0896,0.1194,0.1781,0,0.1493,0.1492,0.47,0.1195,0.3247,0.8806,0.7648,0.4656,0.9058,1.7925,0.3846,0.6245,0.7352,0.3576,0.4746,2.5622,0.03,0.1197,0.03,0.1492,0.03,0,0.1196,0.1493,0.1195,0.0898,0.0599,0.1495,0.1197,0.1197,0,0.1795,0.4751,0.1794,0.1791,0.2088,0.2979,0.4766,0.2392,0.1496,0.1197,0,0.03,0.1197,0.0899,0.3575,0.0898,0.03,0.0599,0.0599,0.1495,0.03,0.1793,0.209,0.1494,0.1493,0.1493,0.149,0.03,0,0.03,0.1195,0.2087,0.1493,0.5061,0.1491,0.4143,0.0898,0.1493,0.1791,0.1197,0.1493,0.4153,0.1492,0.1195,0.5882,0.1193,0.5614,0.1194,0.0897,0,0.0897,0.0897,0.03,0.1787,0.0598,0.0598,0.0598,0.03,0.2082,0.149,0.1786,0.2968,0.2075,0.1489,0.2371,0.1485,0.1192,0,0.1494,0.1791,0.2976
PWY-7663, RXN-16629 RXN-16630 RXN-16631 RXN-16632 ,58.4639,60.8027,56.5889,100.0157,105.1525,102.5318,93.4954,100.8037,102.9459,94.6536,94.947,93.5597,104.0257,97.2142,98.9646,100.2386,93.0996,99.7463,98.1482,92.1401,104.4636,94.8025,87.6521,77.3469,99.9663,100.5481,88.6699,91.2105,86.6534,78.0111,106.0939,106.0285,103.8016,114.9132,102.7321,108.2399,130.8064,115.456,115.2152,109.2472,131.2547,73.6453,82.9082,75.9321,66.0866,77.4094,64.8299,72.7198,78.0799,68.3108,91.0086,102.0406,90.787,97.9165,101.1078,93.3158,106.2493,100.3009,97.1047,89.8687,95.8489,97.0459,108.0822,107.0489,102.7917,98.1545,95.6477,93.8738,102.1379,101.0341,105.6184,106.0709,108.312,106.3207,102.3598,105.9489,106.7367,107.4961,96.3924,108.2086,96.2161,94.6765,97.0092,72.2042,73.1875,73.8452,80.0306,82.1259,75.4518,115.5823,94.1591,93.0751,104.0561,98.3668,98.9525,110.3784,102.3175,97.2415,97.8969,106.3451,98.9947,107.7081,114.6772,71.5199,67.7141,71.7026,81.6124,68.8163,66.5109,92.5924,84.1181,94.3841,101.9333,86.9262,89.9914,104.639,98.2511,99.5805,96.1083,95.8012,105.0774,99.5427,97.4293,94.55,83.8911,86.625,97.2735
PWY-7664, RXN-9533 RXN-16614 RXN-16615 RXN-16616 RXN-16619 RXN-16620 RXN-16621 RXN-16622 RXN-16623 RXN-16624 RXN-16625 RXN-16626 RXN-16627 RXN-16628 ,47.7001,49.5612,44.7625,81.0567,83.0721,81.8789,71.883,77.5457,76.6179,67.2857,65.7724,65.4367,75.4711,71.1733,72.6494,76.7162,70.493,76.374,75.0224,69.0812,80.5522,78.2966,68.895,63.8299,78.9536,79.0181,71.1562,74.2513,71.9303,65.3409,92.4929,89.1041,75.5183,92.0222,83.9791,79.9377,98.0434,87.0065,84.8262,90.9501,107.5663,55.8043,61.9873,54.4888,54.0197,62.3852,52.544,56.9495,61.928,54.4168,67.1909,76.5813,68.0648,72.0343,75.3071,67.4152,75.6126,75.7065,69.8792,72.4531,75.3794,73.1746,79.2327,82.3085,77.5672,75.0799,79.1829,73.3887,78.2751,79.5413,79.8569,79.4003,85.0718,84.2742,75.9889,80.2076,84.8663,78.368,72.8551,83.1213,73.5118,75.5527,77.3282,60.2404,60.5404,59.3593,66.9707,66.8426,63.4386,90.8187,70.2091,64.2438,75.3344,69.7136,67.518,78.5831,73.2459,69.0998,76.2248,78.5641,75.0661,86.9197,85.5964,61.0066,55.5015,60.4972,68.1782,58.4691,57.5738,67.6105,62.7302,70.4785,82.0405,64.1021,67.4387,77.6336,68.2758,72.6775,75.0512,74.4162,80.5995,78.6791,77.7319,76.1563,73.1156,74.3345,83.9829
PWY-841, GMP-SYN-GLUT-RXN GUANYL-KIN-RXN GDPKIN-RXN  GDPREDUCT-RXN DGDPKIN-RXN  AIRCARBOXY-RXN SAICARSYN-RXN AICARSYN-RXN AICARTRANSFORM-RXN IMPCYCLOHYDROLASE-RXN  IMP-DEHYDROG-RXN  ADENYLOSUCCINATE-SYNTHASE-RXN AMPSYN-RXN ADENYL-KIN-RXN ATPSYN-RXN  ADPREDUCT-RXN DADPKIN-RXN  PRPPAMIDOTRANS-RXN GLYRIBONUCSYN-RXN GART-RXN FGAMSYN-RXN AIRS-RXN ,38.0523,39.5042,37.9328,57.2761,60.5857,59.401,52.003,57.1864,58.5278,55.7352,56.2383,55.8907,60.7961,55.8263,57.3563,57.6173,52.7396,57.4176,54.97,52.0347,60.1407,61.3174,55.6279,48.9976,61.7864,61.9339,54.9331,57.5715,55.6031,49.3944,70.1536,67.9443,64.0776,73.3355,64.1459,65.405,78.6217,69.2343,69.5641,69.586,85.1929,45.0785,50.6342,46.4349,39.8748,46.6373,38.2053,43.5125,46.8893,40.1775,55.907,62.4143,52.418,59.0158,63.7504,55.6618,65.2242,63.1042,59.9899,54.6082,60.1437,58.3121,67.6306,64.74,64.7707,61.862,58.231,59.4834,62.0139,61.4189,66.2078,66.9675,68.3225,69.5032,66.1142,66.2928,72.5006,70.6806,61.1956,72.0596,61.4353,59.1873,62.4856,45.9477,46.0578,45.8796,48.5247,49.7971,46.4107,69.0756,57.4389,57.9843,63.185,61.4657,62.94,65.9833,63.6342,61.4841,59.2056,67.7901,62.7533,69.6761,75.1838,43.0785,39.8256,44.1959,48.62,39.9309,39.6556,58.903,52.3143,57.4844,63.5742,53.6575,55.2894,64.3991,61.014,61.3654,60.157,59.2353,64.6044,62.1554,60.4588,57.9091,53.178,55.0723,61.9159
PWY-922, ACETYL-COA-ACETYLTRANSFER-RXN HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN 1.1.1.34-RXN MEVALONATE-KINASE-RXN PHOSPHOMEVALONATE-KINASE-RXN DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN IPPISOM-RXN ,1.7561,1.3398,1.4823,0.7798,0.6288,0.6277,1.144,0.8766,1.0955,1.1349,0.893,1.6375,1.167,1.1844,1.647,1.0659,1.3586,1.719,1.121,0.9407,1.2137,0.3322,0.5755,0.6324,0.6349,0.9024,0.3246,0.5836,0.2454,0.2422,0.3564,0.619,1.0114,0.5108,0.4772,1.1062,0.6128,0.881,0.4945,0.4501,0.3595,0.2507,0.0857,0.0856,0.0313,0.1303,0.159,0.1634,0.0605,0.153,0.3531,0.6171,0.3122,0.2941,0.17,0.1654,0.2606,0.3266,0.4605,0.2951,0.3269,0.3664,0.1122,0.2133,0.302,0.2964,0.2835,0.0291,0.5168,0.2819,0.2574,0.7631,0.304,0.369,0.6001,0.792,0.404,0.3747,0.3725,0.1722,0.7269,0.6959,0.6571,0.2319,0.3568,0.0595,0.2718,0.1598,0.1171,0.2054,0.1732,0.1391,0.1732,0.2075,0.3438,0.2074,0.0697,0.3427,0.0696,0.2758,0.4736,0.2738,0.443,0.414,0.2874,0.3416,0.3722,0.0866,0.1496,0.0349,0.3779,0.0697,0.1386,0.0349,0.0697,0.3772,0.4125,0.1733,0.5088,0.2413,0,0.1731,0.1042,0.1384,2.7671,3.3274,3.7702
PWY0-1061, ( RXN-12588 +  RXN0-308  +  ALANINE-AMINOTRANSFERASE-RXN  )  BRANCHED-CHAINAMINOTRANSFERVAL-RXN VALINE-PYRUVATE-AMINOTRANSFER-RXN ALARACECAT-RXN  ,38.3758,39.5652,37.0075,64.5847,66.65,66.7134,53.5373,60.172,59.4544,50.4872,48.485,50.2204,55.3406,52.3495,54.4414,57.8306,52.2059,58.1756,52.7077,49.5638,61.2732,60.395,52.1741,48.1069,55.8003,55.6647,49.5098,52.8196,52.4671,47.0481,63.5403,63.5816,44.2288,58.4207,57.8393,47.2962,58.4525,53.9859,53.2761,59.4318,73.5745,41.5675,47.0664,39.8508,39.0552,44.1665,37.4957,39.7012,44.5991,38.067,45.9346,52.2292,42.5916,46.5834,55.3825,42.1773,49.4761,57.7333,47.0232,49.6557,56.5424,49.0095,63.2598,66.4237,63.1063,54.7699,62.3742,56.2652,55.0905,62.4713,60.1296,60.2747,69.811,67.1072,60.4436,62.6936,72.7961,64.4211,59.3746,69.5794,58.3182,58.0441,62.4433,49.1774,49.505,48.1203,49.2673,48.1417,48.0182,53.3686,53.3343,47.7877,53.6767,54.4737,53.9714,56.3928,56.5371,55.1707,57.6942,62.9823,59.2386,67.858,67.8797,47.1129,41.5983,47.5693,48.5916,41.3788,43.0755,48.5673,45.4188,52.2969,63.5366,47.1915,51.7273,58.9284,51.976,55.792,58.6861,56.1457,60.2742,61.3146,59.1079,58.0875,58.4299,59.5616,66.9141
PWY0-1241, RXN0-4301 RXN0-4341 RXN0-4361 RXN0-4342 5.1.3.20-RXN ,19.7851,19.9157,17.5495,39.6879,41.6875,42.79,32.5825,39.0728,38.9164,31.6573,31.5732,32.7957,31.0927,31.1153,31.8892,31.7014,30.4752,32.1053,27.4726,28.1138,33.1831,35.4802,26.4037,25.223,35.189,34.0248,27.7008,26.1921,29.5117,25.7445,35.6552,36.1504,28.8526,26.8555,28.1015,29.6792,37.4285,35.4813,36.6857,27.7597,47.0636,15.4679,20.4474,13.914,20.9629,24.727,19.0256,19.727,24.3164,18.8523,23.1833,31.1032,26.6253,25.6074,31.6945,25.2133,24.6956,32.1668,25.2513,24.5534,32.8663,29.3649,30.2889,26.4822,32.2886,30.8278,30.272,32.7356,32.5359,29.6849,35.6666,36.2749,32.7307,42.0544,34.8355,30.1237,44.0218,36.2449,26.6903,40.603,34.4934,27.4618,38.5962,24.2474,24.1099,22.2432,31.815,30.296,29.6234,46.5727,33.6914,29.3644,38.9944,33.2941,31.1532,38.2898,33.4849,31.5152,39.5174,39.3627,36.7617,45.6608,43.9059,26.3519,19.7302,26.0125,33.1628,26.3433,28.4112,33.1097,27.9738,34.0404,44.8828,30.0148,32.5277,38.1719,31.6654,35.2857,38.5906,36.2599,41.6738,40.4932,40.3691,39.6614,32.4119,32.5759,36.0707
PWY0-1261," RXN0-5225 ( ( RXN0-5227 RXN0-2361 ) , ( RXN0-5226 RXN0-4621 RXN0-4641 NAG6PDEACET-RXN 5.4.2.10-RXN 2.3.1.157-RXN NAG1P-URIDYLTRANS-RXN ) ) ",38.1829,40.3963,39.6656,49.9468,52.7033,53.089,43.4937,48.63,48.127,49.0943,49.9173,49.8285,53.1012,49.4096,51.1438,49.9892,46.7786,51.0691,47.9877,45.8676,52.8257,65.7222,58.3389,51.2475,67.6129,67.0324,59.8668,62.3008,61.0194,52.2725,66.5761,64.3219,62.4243,80.0145,63.7657,69.0968,91.2399,78.4255,79.2141,77.6596,73.2694,58.675,66.2578,61.8712,48.8299,56.9934,46.9495,54.2038,56.9645,48.6816,68.106,73.5767,61.0421,70.9243,78.6726,67.1794,80.1258,78.9284,72.5747,63.2821,73.2197,67.4165,87.6441,82.6457,85.6778,79.1431,73.1789,78.0182,75.4917,77.119,85.307,82.7314,82.6903,86.3252,79.7844,76.9588,91.9925,86.5913,74.4655,91.4544,72.4641,68.9225,74.8175,57.8688,58.3843,58.9099,55.4798,58.7525,54.2788,75.2823,59.8077,60.4364,69.219,66.2386,69.6116,72.6844,68.2596,69.6358,61.0124,68.7569,68.1703,66.172,79.1548,49.6709,45.6669,51.2789,54.2887,42.3034,42.5401,56.3398,51.485,57.3314,59.9633,53.7642,58.986,64.5053,59.6167,65.0446,60.0819,58.297,62.9221,61.8787,56.7273,57.1398,42.403,44.6868,49.6639
PWY0-1277," (  ( MHPHYDROXY-RXN , ( HCAMULTI-RXN PHENPRODIOLDEHYDROG-RXN ) )  1.13.11.16-RXN MHPCHYDROL-RXN -RXN-13463  + -RXN-7282 )  2-OXOPENT-4-ENOATE-HYDRATASE-RXN MHPELY-RXN ACETALD-DEHYDROG-RXN  ",0.4042,0.577,0.3404,0.256,0.4389,0.2742,0.2859,0.2459,0.2683,0.1322,0.154,0.3569,0.4023,0.3507,0.435,0.0577,0.1813,0.2714,0.1116,0.1552,0.5099,3.6092,6.4649,4.5248,2.3738,4.0895,3.4069,2.2392,1.2291,1.1911,1.6068,2.1762,1.2781,1.7051,2.6428,1.4883,1.1564,1.3368,1.0814,0.6183,3.2374,0.4875,0.495,0.4859,0.3682,0.594,0.4611,0.3919,0.3763,0.1773,0.2018,0.528,0.1981,0.11,0.1394,0,0.0595,0.2743,0.1673,0,0.2082,0.1836,0,0,0.1564,0.0752,0,0,0.0576,0,0.1226,0.1285,0.0573,0.1033,0,0.0856,0.0896,0.2042,0.195,0.1678,0.0838,0.2841,0.1866,0,0.1802,0.0535,0.1021,0,0,0.0584,0.0587,0,0.0756,0,0.2128,0,0.0587,0.1056,0,0,0.2858,0,0.8089,0.1911,0.0731,0,0.0565,0,0.1178,0,0.0552,0.0775,0.0786,0,0,0.0784,0,0.1684,0.1716,0,0.0589,0,0,0,1.3891,1.6466,1.6883
PWY0-1296, D-PPENTOMUT-RXN PPENTOMUT-RXN ADENPHOSPHOR-RXN INOPHOSPHOR-RXN XANTHOSINEPHOSPHORY-RXN RXN0-5199 ADENODEAMIN-RXN ,28.6252,30.8136,30.1781,50.6101,54.7969,54.6953,39.6845,46.6218,46.9684,37.7703,39.3254,39.6177,41.8929,41.3034,43.0025,41.2632,39.5208,45.1893,39.5575,38.4204,45.4776,40.8292,34.8141,30.6861,41.7994,41.596,35.6764,35.8718,34.7272,29.6522,32.4659,31.439,31.0608,40.5311,34.7421,38.4443,50.8401,49.0881,45.0647,43.0367,34.3466,38.4312,45.8071,41.3548,30.1144,35.8447,28.6815,32.7501,36.3622,29.986,42.3971,46.0372,37.6745,44.7929,51.9236,42.8371,52.9925,51.529,46.8768,38.9129,46.6064,40.0875,65.1542,64.9675,62.3708,53.0938,53.0313,52.4518,50.4434,55.5761,57.1043,53.8785,57.8046,56.7588,51.1054,50.2158,61.1563,56.5065,49.9285,60.1905,46.3366,43.2136,48.7744,41.1573,42.4799,42.5318,38.0436,38.8888,36.2522,50.8174,36.7658,38.3393,43.3891,37.3342,43.9467,44.4748,38.3275,43.0121,34.7305,33.7104,38.1091,29.8203,40.4821,38.3015,34.1796,38.2506,37.9346,31.4003,31.8893,38.057,34.1486,34.4016,30.0582,33.9445,38.3936,35.5621,33.891,40.1025,33.5042,30.7687,31.9762,34.9792,27.9913,30.7276,40.8246,41.2042,45.1111
PWY0-1297,"  ADDALT-RXN DEOXYINOPHOSPHOR-RXN ( DEOXYGUANPHOSPHOR-RXN , DEOXYADENPHOSPHOR-RXN )    D-PPENTOMUT-RXN DEOXYRIBOSE-P-ALD-RXN ACETALD-DEHYDROG-RXN  ",25.333,26.8052,25.5068,46.6633,50.7505,50.415,37.0761,43.5014,44.0098,35.3856,36.911,37.1249,39.0996,38.6466,40.1379,38.3808,36.7793,41.8613,36.8282,35.8828,41.9944,38.7579,32.2237,28.498,39.0526,38.8683,33.4871,33.2641,32.2514,27.3973,29.8923,28.9488,28.8228,37.0515,32.1894,35.2647,45.4073,45.1861,41.4517,36.8219,31.1694,35.211,42.0818,37.3697,27.8279,33.7954,26.7868,30.207,33.9833,27.9733,38.4953,42.8176,35.1267,37.7259,46.1403,36.6353,40.2127,44.0271,36.8624,33.857,41.1946,34.0238,53.7055,55.5946,52.5523,45.7902,48.1443,45.492,44.9256,48.5454,49.1703,47.6518,51.6904,52.9714,46.7487,45.3777,56.4307,50.9318,43.6792,54.1856,42.8588,39.2051,45.6872,38.0884,39.2406,39.1729,35.8302,36.537,33.8717,49.691,34.4202,35.5351,41.1817,34.2041,40.4942,41.7618,35.0737,39.5426,32.5212,30.8344,34.9406,27.2721,37.1597,35.9937,31.5355,35.9549,36.0134,29.4409,30.0247,35.9398,31.7882,32.2498,28.1848,31.4738,35.9491,33.1109,31.2107,37.4068,31.2433,28.3009,29.8384,32.6962,25.7976,28.5647,38.0739,38.1575,41.9282
PWY0-1298,   ( THYM-PHOSPH-RXN + CYTIDEAM-RXN )  URA-PHOSPH-RXN    D-PPENTOMUT-RXN DEOXYRIBOSE-P-ALD-RXN ACETALD-DEHYDROG-RXN  ,19.8638,21.5099,21.2407,33.8238,35.7109,36.5306,23.9839,29.4546,28.0312,26.7551,27.0704,27.5927,30.5185,28.3805,30.3119,30.5661,26.8667,32.6506,27.7027,26.2155,33.6819,29.7821,23.7678,21.2603,27.4697,28.7629,23.4545,24.6956,23.2096,19.0106,20.6744,18.5651,21.9377,28.6643,22.425,26.0307,35.6132,34.1339,32.2945,30.7136,22.4613,24.2967,31.391,27.0225,19.3786,23.5275,17.3149,21.0975,24.3757,18.3451,30.5309,33.4413,24.4951,32.2571,39.9065,30.2305,37.9001,39.266,33.9494,28.0451,35.427,29.2523,46.1629,46.4026,45.2334,38.1634,39.6896,38.8346,35.9877,41.9354,42.7335,42.1206,46.11,40.4812,39.5732,40.0084,40.3186,42.0193,39.4529,41.2963,35.5734,34.4164,34.3376,28.6317,29.6164,29.2721,26.2166,26.5253,25.0922,29.3993,27.9777,29.7663,33.441,28.3553,34.1445,34.021,28.9736,33.196,25.2924,24.8802,28.6471,21.5454,30.3533,25.813,20.5397,25.7656,25.8569,19.8301,21.9114,29.7304,25.9368,26.1439,22.4052,26.093,29.8021,26.8878,25.6416,31.04,25.319,22.7197,24.2602,26.1464,20.4472,22.9277,25.4239,26.7674,28.9782
PWY0-1319, GLYC3PDEHYDROGBIOSYN-RXN RXN-10462 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN CDPDIGLYSYN-RXN ,47.2656,48.4345,46.2769,73.1694,77.6652,76.7789,66.3718,72.8283,75.0649,66.4462,66.684,66.8397,72.1568,67.3372,69.601,69.3987,63.6098,70.4818,66.1191,62.2385,73.8427,73.1493,65.0932,58.5989,73.1159,73.0743,65.1695,69.2375,67.3136,60.6836,90.0267,87.1195,75.1041,85.3247,80.5591,79.1584,90.9455,84.5754,83.8652,80.7579,109.8669,51.8553,57.7171,52.7918,47.6836,54.5671,45.546,51.1632,55.3375,47.5603,63.6711,72.474,61.8766,67.0977,72.0927,64.3598,73.2241,71.7302,68.734,62.3876,69.3386,68.1818,75.8287,73.7314,72.5463,70.2084,69.3352,67.981,71.5799,71.5169,75.1514,75.1594,78.7785,78.0298,73.5905,74.9518,79.9349,77.3224,68.3259,79.5457,68.6365,65.8852,70.4767,52.4536,52.6512,52.3367,58.0544,59.2313,55.8175,82.055,67.1445,64.4582,72.3065,71.1337,69.6063,76.1006,74.1717,69.4415,72.2929,81.0075,74.8925,87.2619,88.3157,50.5523,47.2758,51.8419,58.0622,48.9263,48.538,64.7501,58.6861,66.7325,78.817,60.909,63.2354,75.8266,68.4508,70.0549,71.752,71.7072,77.739,74.456,74.8092,71.6761,61.4883,64.0601,71.8402
