pathway	Day01LowCrysWater3	Day21BHET2	Day21BHET3	Day21ExtractionControl	Day30NoC1	Day30NoC2	Day30NoC3	Day30LowCrysWater1	Day30LowCrysWater2	Day30LowCrysWater3	Day30LowCrys1	Day01LowCrys1	Day30LowCrys2	Day30LowCrys3	Day30PET1	Day30PET2	Day30PET3	Day30WeatherPET1	Day30WeatherPET2	Day30WeatherPET3	Day30BHET1	Day30BHET2	Day01LowCrys2	Day30BHET3	Day30ExtractionControl	Day42NoC1	Day42NoC2	Day42NoC3	Day42LowCrysWater1	Day42LowCrysWater2	Day42LowCrysWater3	Day42LowCrys1	Day01LowCrys3	Day42LowCrys3	Day42PET2	Day42PET3	Day42WeatherPET1	Day42WeatherPET2	Day42WeatherPET3	Day42BHET1	Day42BHET2	Day42BHET3	Day01PET1	Day42ExtractionControl	Day01PET2	Day01PET3	Day01WeatherPET1	Day01WeatherPET2	Day01WeatherPET3	Inoc2	Day01BHET1	Day01BHET2	Day01BHET3	Day01ExtractionControl	Day03NoC1	Day03NoC2	Day03NoC3	Day03LowCrysWater1	Day03LowCrysWater2	Day03LowCrysWater3	Inoc3	Day03LowCrys1	Day03LowCrys2	Day03LowCrys3	Day03PET1	Day03PET2	Day03PET3	Day03WeatherPET1	Day03WeatherPET2	Day03WeatherPET3	Day03BHET1	Inoc4	Day03BHET2	Day03BHET3	Day03ExtractionControl	Day07NoC1	Day07NoC2	Day07NoC3	Day07LowCrysWater1	Day07LowCrysWater2	Day07LowCrysWater3	Day07LowCrys1	Day01NoC1	Day07LowCrys2	Day07LowCrys3	Day07PET1	Day07PET2	Day07PET3	Day07WeatherPET1	Day07WeatherPET2	Day07WeatherPET3	Day07BHET1	Day07BHET2	Day01NoC2	Day07BHET3	Day07ExtractionControl	Day14NoC1	Day14NoC2	Day14NoC3	Day14LowCrysWater1	Day14LowCrysWater2	Day14LowCrysWater3	Day14LowCrys1	Day14LowCrys2	Day01NoC3	Day14LowCrys3	Day14PET1	Day14PET2	Day14PET3	Day14WeatherPET1	Day14WeatherPET2	Day14WeatherPET3	Day14BHET1	Day14BHET2	Day14BHET3	Day01LowCrysWater1	Day14ExtractionControl	Day21NoC1	Day21NoC2	Day21NoC3	Day21LowCrysWater1	Day21LowCrysWater2	Day21LowCrysWater3	Day21LowCrys1	Day21LowCrys2	Day21LowCrys3	Day01LowCrysWater2	Day21PET1	Day21PET2	Day21PET3	Day21WeatherPET1	MiSeqControl1	MiSeqControl2	MiSeqControl3	Day21WeatherPET2	Day21WeatherPET3	Day21BHET1
PWY-5743	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211	0	0.0214	0	0	0	0.02	0	0	0	0	0	0.0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463	0	0	0	0	0	0	0	0	0	0	0.1595	0	0	0	0	0	0	0.02	0	0	0	0.0758	0	0	0	0	0.0644	0.0209	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0
PWY-5744	0	0	0	0	0	0.0242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211	0	0.0253	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0519	0	0	0	0	0	0	0	0	0	0	0.159	0	0	0	0	0	0	0.02	0	0	0	0.0756	0	0	0	0	0.0635	0.0252	0	0	0	0	0	0	0	0	0	0	0	0.0239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0
PWY-5747	24.012	21.903	22.3075	17.6114	34.1919	25.3827	42.3157	24.1636	28.652	23.4952	28.0533	36.5949	28.9199	27.9151	32.4069	35.877	33.1004	33.9579	31.0709	33.9723	25.4575	23.1839	29.917	23.8084	16.4195	30.0566	26.0013	36.7585	24.167	29.1567	25.0669	28.7184	29.0936	39.6203	43.5725	39.2357	35.8033	34.867	34.1576	23.1824	21.7904	26.0532	28.7414	15.7265	28.2744	26.4556	27.6385	23.5828	27.5868	36.5158	19.2121	19.3244	17.6893	15.6284	28.0814	29.9662	30.5054	23.1342	26.543	23.1784	36.5472	31.9167	30.9077	28.5977	27.5749	26.8805	26.9606	27.7977	23.2207	24.6958	31.1149	40.9274	29.919	30.7012	20.2618	29.5751	28.1531	32.1013	23.9118	25.9073	22.9233	29.8582	32.4235	31.1221	27.2686	27.1379	27.3838	22.0684	22.618	22.0259	27.0132	24.9075	27.4498	28.7269	26.0811	13.6174	30.4801	29.8373	40.7082	24.0149	28.4075	23.7885	39.8037	37.8946	34.1361	23.8573	26.9052	27.915	25.9816	39.9361	22.1159	25.9073	21.3458	19.6554	20.6345	25.7242	16.5496	31.0405	26.2153	46.4739	22.6807	27.1827	22.3168	29.0189	32.295	24.4915	26.5082	27.7069	28.8	27.8618	31.4414	75.1263	49.6738	25.55	24.4355	28.2309	22.6513
PWY-5837	20.7547	16.11	17.2921	7.4823	25.9336	30.841	22.4401	29.2014	23.5673	27.3738	22.1858	10.9344	16.1376	19.5118	14.34	18.645	18.8939	14.3664	16.3285	14.2253	18.3101	16.378	11.0341	19.6517	5.4379	20.4251	24.9147	16.7308	19.6774	20.1579	22.4976	20.6001	9.2986	11.6579	15.485	20.0348	14.3224	14.5382	13.749	15.8942	15.5019	19.9157	15.3431	2.0877	15.9503	16.9743	12.0507	14.1379	12.2811	11.7284	10.0504	10.8175	9.9129	3.9179	22.4932	29.7807	21.2429	12.7051	12.0224	10.8314	12.2307	12.6124	11.7986	9.7042	12.1191	12.8528	12.9778	11.1305	12.76	11.4666	21.2086	13.0542	21.0199	22.4376	4.3105	20.0203	33.1144	22.3739	14.1511	13.91	11.79	10.9129	27.6647	11.8397	10.3827	11.8307	15.1317	18.227	13.8781	15.8972	13.9492	14.068	17.4088	36.0564	15.3439	3.3576	23.2883	36.0034	17.9269	22.4368	18.8628	15.7163	8.8617	9.0543	24.0938	9.6767	16.3826	20.0548	22.2285	12.4756	17.7519	15.5337	14.6033	14.374	15.0077	16.6831	3.0852	23.6763	31.5037	20.5437	24.0857	22.352	22.6273	16.0914	10.8903	13.0522	20.1876	17.924	20.5137	21.3141	15.9033	0.5287	0.1938	17.1962	18.8946	17.3668	16.7948
PWY-5838	24.8509	24.8483	26.3049	14.1889	35.2058	37.1685	31.3198	34.9807	30.1669	32.873	31.734	17.6328	24.8198	28.602	22.6699	29.3937	28.1326	24.0964	25.6359	23.8927	28.2064	24.7264	17.7187	28.5482	11.6192	28.4729	32.1998	24.2768	25.4624	26.2853	28.5978	27.3868	15.0347	18.4079	25.078	30.8161	23.8296	23.6574	22.0227	25.1408	23.9124	29.3744	20.7521	5.4751	21.1724	21.9166	17.1508	19.2468	17.806	22.5993	15.5235	16.0268	15.007	8.9551	28.6658	34.4925	26.7791	16.8734	16.4624	14.6313	23.4024	20.4521	19.1113	15.5146	17.2394	17.7304	18.0545	15.8684	17.2088	15.7683	28.5472	25.2989	28.1041	28.9681	9.721	27.1403	38.217	29.363	19.0052	19.4609	16.2283	18.1735	34.617	18.3037	15.8524	19.3301	24.1157	28.5781	24.2536	24.814	23.3883	21.3842	24.9415	40.7832	22.5763	8.2134	31.3485	43.0552	26.1872	28.7495	26.8913	21.7942	14.9612	16.8259	30.6376	18.0939	25.928	29.8196	32.7933	22.0353	26.973	24.2923	24.0477	23.5674	24.2867	21.4605	7.7079	32.6766	39.9187	29.8348	30.7154	30.3753	28.3787	26.1501	18.5386	20.749	25.0448	27.6822	30.2979	30.9556	26.3915	1.293	0.6605	28.6174	30.0885	27.4237	27.0503
PWY-5840	24.9544	10.7875	12.371	12.669	34.604	36.9575	30.6754	35.1926	29.804	32.9442	31.0872	15.2082	23.6847	27.7243	20.136	27.8602	26.9064	19.9004	22.4201	20.8271	13.9015	11.8742	16.2768	12.8568	10.5495	27.4548	31.2533	23.1204	24.9737	25.6998	28.2141	26.8598	12.7668	17.3828	23.6283	29.6129	19.3525	19.6069	18.2739	9.9864	8.889	14.1566	20.0756	5.2385	20.5344	21.4535	14.5354	17.6022	16.1524	11.2856	15.2994	15.8238	14.9704	8.3312	28.4414	33.8509	26.4931	16.0569	15.7304	13.6975	13.214	19.5124	17.8853	14.4719	15.5616	16.7032	16.7726	13.4162	12.8076	11.5125	17.9691	13.9335	18.3488	19.5887	9.1666	26.556	38.1301	28.9887	18.461	18.6432	15.357	16.9652	34.6282	17.4173	14.4009	16.5678	21.3762	26.5285	16.1275	19.1458	18.6326	9.9182	12.5335	41.256	13.4157	7.7095	30.7886	42.6964	25.2826	28.4973	26.0983	21.0442	13.8967	14.6112	30.4652	16.2151	24.2029	28.6521	31.5841	16.453	22.581	21.3582	9.7162	9.7929	10.0396	21.2128	7.3679	31.9483	39.1997	29.0067	30.4691	29.8222	28.1417	25.1917	16.5694	19.7626	24.8736	26.1765	29.1483	29.9644	23.3205	1.133	0	22.9555	26.5917	25.1428	13.542
PWY-5845	1.3682	10.7875	12.371	12.5147	8.6899	11.9523	7.9561	3.7892	6.9336	4.9731	19.1118	11.7851	17.2145	18.8942	3.6911	3.8235	7.8405	5.9994	7.4709	4.6693	13.9015	8.2401	10.6485	12.8568	9.774	5.5438	9.0525	5.9756	2.7093	2.2157	3.7987	8.929	8.276	12.1027	1.2608	3.842	3.9017	6.1057	3.4127	9.9864	8.889	14.1566	1.2477	3.4764	0.8107	0.5854	2.1276	5.0984	2.51	8.3602	1.3287	1.0178	1.0141	7.4866	1.4863	12.2243	1.1528	1.9333	1.2294	1.9946	6.7392	8.789	10.5419	7.2411	1.9374	0.805	0.9154	1.0164	6.9478	4.3803	14.9125	9.7735	13.7568	14.5893	8.1371	8.0581	15.4306	6.9644	6.2278	8.16	4.5513	11.9915	2.4694	7.3242	7.9142	3.6806	4.339	12.7724	6.5393	7.6172	5.596	9.4195	10.4482	11.5566	9.9524	6.7774	10.7043	22.9123	9.9914	10.5209	14.0935	8.4623	8.4139	9.6706	2.2404	13.3492	6.8154	5.6835	15.2692	6.0222	10.8381	8.5235	7.4171	6.7283	8.4046	2.3743	6.1139	11.7763	19.1281	9.9217	11.1913	15.5258	8.4866	19.708	10.9773	16.3132	1.1499	5.6095	4.9271	11.1697	6.5667	1.133	0	0	8.8995	8.5327	12.4359
PWY-5850	1.3682	10.7875	12.371	12.5147	8.6899	11.9523	7.9561	3.7892	6.9336	4.9731	19.1118	11.7851	17.2145	18.8942	3.6911	3.8235	7.8405	5.9994	7.4709	4.6693	13.9015	8.2401	10.6485	12.8568	9.774	5.5438	9.0525	5.9756	2.7093	2.2157	3.7987	8.929	8.276	12.1027	1.2608	3.842	3.9017	6.1057	3.4127	9.9864	8.889	14.1566	1.2477	3.2803	0.8107	0.5854	2.1276	5.0984	2.51	8.3602	1.3287	1.0178	1.0141	7.4866	1.4863	12.2243	1.1528	1.9333	1.2294	1.9946	6.7392	8.789	10.5419	7.2411	1.9374	0.805	0.9154	1.0164	6.9478	4.3803	14.9125	9.7735	13.7568	14.5893	8.1371	8.0581	15.4306	6.9644	6.2278	8.16	4.5513	11.9915	2.4694	7.3242	7.9142	3.6806	4.339	12.7724	6.5393	7.6172	5.596	9.4195	10.4482	11.5566	9.9524	6.7774	10.7043	22.9123	9.9914	10.5209	14.0935	8.4623	8.4139	9.6706	2.2404	13.3492	6.8154	5.6835	15.2692	6.0222	10.8381	8.5235	7.4171	6.7283	8.4046	2.3743	6.1139	11.7763	19.1281	9.9217	11.1913	15.5258	8.4866	19.708	10.9773	16.3132	1.1499	5.6095	4.9271	11.1697	6.5667	1.133	0	0	8.8995	8.5327	12.4359
PWY-5855	35.5432	44.7571	45.6123	84.1308	46.9842	39.0275	52.5886	41.4948	44.9855	39.1642	60.0557	57.5952	55.4879	55.4843	47.8522	47.9358	45.8588	46.259	45.7062	49.8232	46.2122	43.539	50.7405	46.1893	98.3318	44.309	40.7537	48.9364	40.4583	45.2483	42.3356	52.9014	47.0708	74.8366	55.7607	53.2991	48.4963	48.2559	46.9226	45.1767	41.6713	49.0742	38.9635	113.1405	38.2065	36.9879	39.429	34.8772	39.3092	48.0519	29.0961	30.0054	27.5183	106.4099	45.8602	44.8524	45.0876	36.9434	42.9859	36.8622	48.9848	54.6272	55.3713	51.0625	43.7831	43.9233	41.4662	45.0502	38.0523	37.3632	51.9585	55.5752	54.9888	54.1555	108.516	47.4176	42.8771	48.9711	38.2833	40.995	37.2586	52.6555	46.1739	50.9228	46.4053	58.5034	42.8732	37.7204	40.2117	37.7028	43.3395	46.4684	51.6302	43.4379	53.2428	110.3758	48.0027	46.1523	53.9631	39.7621	47.9453	42.3823	65.3613	64.854	46.2513	54.2479	46.0396	41.2044	39.2551	51.7803	37.4215	40.8911	43.3336	43.4046	43.5529	37.7167	107.4043	45.4285	43.3411	54.7279	40.1796	45.4113	38.6817	59.8273	59.1577	55.2912	38.7068	47.5202	43.084	40.7841	46.8425	131.98	108.3752	36.0504	39.3235	43.7932	46.5897
PWY-5856	35.5432	44.7571	45.6123	84.1308	46.9842	39.0275	52.5886	41.4948	44.9855	39.1642	60.0557	57.5952	55.4879	55.4843	47.8522	47.9358	45.8588	46.259	45.7062	49.8232	46.2122	43.539	50.7405	46.1893	98.3318	44.309	40.7537	48.9364	40.4583	45.2483	42.3356	52.9014	47.0708	74.8366	55.7607	53.2991	48.4963	48.2559	46.9226	45.1767	41.6713	49.0742	38.9635	113.1405	38.2065	36.9879	39.429	34.8772	39.3092	48.0519	29.0961	30.0054	27.5183	106.4099	45.8602	44.8524	45.0876	36.9434	42.9859	36.8622	48.9848	54.6272	55.3713	51.0625	43.7831	43.9233	41.4662	45.0502	38.0523	37.3632	51.9585	55.5752	54.9888	54.1555	108.516	47.4176	42.8771	48.9711	38.2833	40.995	37.2586	52.6555	46.1739	50.9228	46.4053	58.5034	42.8732	37.7204	40.2117	37.7028	43.3395	46.4684	51.6302	43.4379	53.2428	110.3758	48.0027	46.1523	53.9631	39.7621	47.9453	42.3823	65.3613	64.854	46.2513	54.2479	46.0396	41.2044	39.2551	51.7803	37.4215	40.8911	43.3336	43.4046	43.5529	37.7167	107.4043	45.4285	43.3411	54.7279	40.1796	45.4113	38.6817	59.8273	59.1577	55.2912	38.7068	47.5202	43.084	40.7841	46.8425	131.98	108.3752	36.0504	39.3235	43.7932	46.5897
PWY-5857	35.5432	44.7571	45.6123	84.1308	46.9842	39.0275	52.5886	41.4948	44.9855	39.1642	60.0557	57.5952	55.4879	55.4843	47.8522	47.9358	45.8588	46.259	45.7062	49.8232	46.2122	43.539	50.7405	46.1893	98.3318	44.309	40.7537	48.9364	40.4583	45.2483	42.3356	52.9014	47.0708	74.8366	55.7607	53.2991	48.4963	48.2559	46.9226	45.1767	41.6713	49.0742	38.9635	113.1405	38.2065	36.9879	39.429	34.8772	39.3092	48.0519	29.0961	30.0054	27.5183	106.4099	45.8602	44.8524	45.0876	36.9434	42.9859	36.8622	48.9848	54.6272	55.3713	51.0625	43.7831	43.9233	41.4662	45.0502	38.0523	37.3632	51.9585	55.5752	54.9888	54.1555	108.516	47.4176	42.8771	48.9711	38.2833	40.995	37.2586	52.6555	46.1739	50.9228	46.4053	58.5034	42.8732	37.7204	40.2117	37.7028	43.3395	46.4684	51.6302	43.4379	53.2428	110.3758	48.0027	46.1523	53.9631	39.7621	47.9453	42.3823	65.3613	64.854	46.2513	54.2479	46.0396	41.2044	39.2551	51.7803	37.4215	40.8911	43.3336	43.4046	43.5529	37.7167	107.4043	45.4285	43.3411	54.7279	40.1796	45.4113	38.6817	59.8273	59.1577	55.2912	38.7068	47.5202	43.084	40.7841	46.8425	131.98	108.3752	36.0504	39.3235	43.7932	46.5897
PWY-5860	0.9229	7.7824	9.0093	8.7935	6.0828	8.6252	5.5394	2.5853	4.8295	3.4273	14.066	8.4725	12.7015	14.0622	2.5221	2.6062	5.4941	4.1602	5.2382	3.2031	10.2339	5.852	7.6845	9.3994	6.7451	3.83	6.4177	4.1367	1.8424	1.4987	2.5991	6.267	5.904	8.5298	0.8464	2.613	2.6662	4.2372	2.3285	7.169	6.355	10.3928	0.8406	2.2093	0.5442	0.3922	1.4464	3.5793	1.7114	5.919	0.898	0.6855	0.6832	5.1149	1.0002	8.8786	0.7744	1.3137	0.8281	1.3573	4.7065	6.2012	7.5317	5.0899	1.3121	0.5401	0.615	0.6832	4.9685	3.0514	11.0692	6.917	10.0644	10.759	5.5772	5.6589	11.4094	4.8408	4.3974	5.8356	3.1749	8.6838	1.6701	5.1428	5.6227	2.5059	2.9807	9.3175	4.5581	5.3852	3.8781	6.7538	7.4981	8.2867	7.1049	4.618	7.6101	17.5694	7.0528	7.5759	10.3097	6.0245	5.8785	6.8172	1.514	9.6767	4.7433	3.9311	11.2433	4.1677	7.8456	6.0451	5.2168	4.7062	5.9533	1.6162	4.1567	8.4328	14.3723	6.981	8.0644	11.4409	6.021	14.6553	7.8291	12.0253	0.7735	3.8681	3.3872	8.014	4.5593	0.7583	0	0	6.2917	6.0143	9.0142
PWY-5861	20.9905	20.0759	21.3816	10.0424	29.0773	32.4712	25.0727	29.5659	24.7248	27.9471	25.0779	13.1895	19.2194	22.6413	17.7647	23.5699	22.7169	19.013	20.5608	18.6112	23.2601	20.1987	13.5273	23.6613	8.072	23.1427	27.2445	19.0462	20.8187	21.1406	23.6227	21.578	11.3768	13.372	19.425	24.4198	18.6679	18.6076	17.2334	20.4297	19.4792	24.1968	16.7818	3.7132	17.2142	17.9746	13.5423	15.8461	14.0936	17.8897	12.3016	12.7067	11.828	6.148	23.3128	29.9301	21.6332	13.4661	12.7229	11.4591	18.5216	15.6414	14.4992	11.6276	13.3442	13.7285	14.1768	12.12	13.7862	12.4365	23.6415	19.8472	22.8853	23.8599	6.6994	21.8194	33.6842	23.6508	15.2732	15.4763	12.8495	13.7731	28.8456	13.9667	12.0568	14.4672	19.2322	23.6002	19.2855	20.3174	18.5374	16.9593	20.0228	36.1545	17.7081	5.6227	25.5603	38.0387	20.4339	24.0388	21.5776	17.3742	10.8582	12.3875	25.0392	13.5363	20.5833	24.5324	27.4381	16.9683	22.3863	19.5366	19.2939	18.7993	19.5074	17.5929	5.2677	26.944	34.7993	23.6189	25.7697	24.8916	23.7017	20.2083	13.8899	15.7478	20.7377	22.0716	24.8148	25.6758	20.9443	0.8658	0.4413	23.682	24.8478	22.1369	21.8485
PWY-5862	0.9229	7.7824	9.0093	8.7935	6.0828	8.6252	5.5394	2.5853	4.8295	3.4273	14.066	8.4725	12.7015	14.0622	2.5221	2.6062	5.4941	4.1602	5.2382	3.2031	10.2339	5.852	7.6845	9.3994	6.7451	3.83	6.4177	4.1367	1.8424	1.4987	2.5991	6.267	5.904	8.5298	0.8464	2.613	2.6662	4.2372	2.3285	7.169	6.355	10.3928	0.8406	2.3429	0.5442	0.3922	1.4464	3.5793	1.7114	5.919	0.898	0.6855	0.6832	5.1149	1.0002	8.8786	0.7744	1.3137	0.8281	1.3573	4.7065	6.2012	7.5317	5.0899	1.3121	0.5401	0.615	0.6832	4.9685	3.0514	11.0692	6.917	10.0644	10.759	5.5772	5.6589	11.4094	4.8408	4.3974	5.8356	3.1749	8.6838	1.6701	5.1428	5.6227	2.5059	2.9807	9.3175	4.5581	5.3852	3.8781	6.7538	7.4981	8.2867	7.1049	4.618	7.6101	17.5694	7.0528	7.5759	10.3097	6.0245	5.8785	6.8172	1.514	9.6767	4.7433	3.9311	11.2433	4.1677	7.8456	6.0451	5.2168	4.7062	5.9533	1.6162	4.1567	8.4328	14.3723	6.981	8.0644	11.4409	6.021	14.6553	7.8291	12.0253	0.7735	3.8681	3.3872	8.014	4.5593	0.7583	0	0	6.2917	6.0143	9.0142
PWY-5863	19.5934	16.0693	17.0932	8.2961	25.8799	29.2518	22.4175	27.8437	22.3937	25.7384	21.9557	11.0853	15.9264	19.2399	14.9995	19.8398	19.7153	15.2597	17.1892	15.1976	18.3101	16.2697	11.344	18.6704	6.1137	20.1524	23.7866	16.4654	17.9354	18.6434	21.0567	19.5738	9.3675	11.8801	16.6631	20.6318	15.2046	15.5532	14.5824	16.2248	15.6477	19.4203	14.479	2.3724	14.7194	15.6099	10.2646	12.9471	11.6845	12.6489	10.4852	11.1692	10.4036	4.4321	21.4528	24.057	19.665	10.8146	10.4253	8.9866	13.1993	12.9528	12.0632	9.8205	10.4686	11.1834	11.3578	8.8129	8.3823	8.1298	13.8321	14.1019	12.3472	11.5025	4.8575	19.1907	28.6412	21.5581	12.7719	12.5676	10.1686	11.1781	27.1557	11.7572	10.055	12.035	15.7027	18.6805	14.4315	16.0739	14.6184	12.6716	13.6669	32.449	12.2013	3.8038	22.8242	32.5302	17.7045	21.4643	18.3153	14.5057	8.9743	9.0649	23.4259	10.1662	16.7893	20.8744	22.6141	13.5183	17.9657	15.7126	14.8662	14.6014	15.0569	15.8703	3.4935	23.5212	30.3992	20.5507	22.8068	21.7093	20.9815	16.3856	10.8306	13.3564	18.9228	18.4895	21.2973	21.6663	16.9004	0.6024	0.2154	18.1373	19.7971	17.9925	17.1445
PWY-5896	1.3682	10.7875	12.371	12.5147	8.6899	11.9523	7.9561	3.7892	6.9336	4.9731	19.1118	11.7851	17.2145	18.8942	3.6911	3.8235	7.8405	5.9994	7.4709	4.6693	13.9015	8.2401	10.6485	12.8568	9.774	5.5438	9.0525	5.9756	2.7093	2.2157	3.7987	8.929	8.276	12.1027	1.2608	3.842	3.9017	6.1057	3.4127	9.9864	8.889	14.1566	1.2477	3.2803	0.8107	0.5854	2.1276	5.0984	2.51	8.3602	1.3287	1.0178	1.0141	7.4866	1.4863	12.2243	1.1528	1.9333	1.2294	1.9946	6.7392	8.789	10.5419	7.2411	1.9374	0.805	0.9154	1.0164	6.9478	4.3803	14.9125	9.7735	13.7568	14.5893	8.1371	8.0581	15.4306	6.9644	6.2278	8.16	4.5513	11.9915	2.4694	7.3242	7.9142	3.6806	4.339	12.7724	6.5393	7.6172	5.596	9.4195	10.4482	11.5566	9.9524	6.7774	10.7043	22.9123	9.9914	10.5209	14.0935	8.4623	8.4139	9.6706	2.2404	13.3492	6.8154	5.6835	15.2692	6.0222	10.8381	8.5235	7.4171	6.7283	8.4046	2.3743	6.1139	11.7763	19.1281	9.9217	11.1913	15.5258	8.4866	19.708	10.9773	16.3132	1.1499	5.6095	4.9271	11.1697	6.5667	1.133	0	0	8.8995	8.5327	12.4359
PWY-5897	24.6325	23.8628	25.3063	13.2333	34.3679	36.9374	30.3711	34.7045	29.5356	32.5929	30.6811	16.7582	23.7774	27.5978	21.6823	28.2278	27.1503	22.9679	24.5947	22.7423	27.1646	23.8105	16.8774	27.6157	10.7139	27.6279	31.5885	23.3715	24.8701	25.5945	28.0355	26.5765	14.2967	17.4614	23.9317	29.6197	22.7044	22.5845	21.0337	24.1197	22.9773	28.3833	20.1607	4.9441	20.6076	21.4159	16.5204	18.7019	17.1492	21.3333	14.9591	15.487	14.5049	8.2002	28.0698	34.3286	26.1907	16.368	15.8738	14.1378	22.1041	19.4921	18.1868	14.7537	16.574	17.088	17.4196	15.2225	16.6437	15.2059	27.7574	23.8542	27.2926	28.2249	8.9154	26.3788	38.2029	28.631	18.461	18.8166	15.691	17.2684	34.1303	17.4949	15.1478	18.3469	23.1018	27.5364	23.0574	23.8531	22.2998	20.5216	24.0581	41.123	21.6913	7.4728	30.5546	42.9338	25.2012	28.247	26.0259	21.0988	14.1266	15.8038	30.0387	17.0129	24.8485	28.8579	31.8292	20.8643	26.024	23.3208	22.976	22.508	23.2332	21.0078	6.9991	31.8374	39.4825	28.7942	30.2071	29.6083	27.9098	24.9697	17.566	19.7754	24.6254	26.5966	29.3207	30.0533	25.1983	1.174	0.5785	27.4709	28.9416	26.3356	25.9142
PWY-5898	24.6325	23.8628	25.3063	13.2333	34.3679	36.9374	30.3711	34.7045	29.5356	32.5929	30.6811	16.7582	23.7774	27.5978	21.6823	28.2278	27.1503	22.9679	24.5947	22.7423	27.1646	23.8105	16.8774	27.6157	10.7139	27.6279	31.5885	23.3715	24.8701	25.5945	28.0355	26.5765	14.2967	17.4614	23.9317	29.6197	22.7044	22.5845	21.0337	24.1197	22.9773	28.3833	20.1607	4.9441	20.6076	21.4159	16.5204	18.7019	17.1492	21.3333	14.9591	15.487	14.5049	8.2002	28.0698	34.3286	26.1907	16.368	15.8738	14.1378	22.1041	19.4921	18.1868	14.7537	16.574	17.088	17.4196	15.2225	16.6437	15.2059	27.7574	23.8542	27.2926	28.2249	8.9154	26.3788	38.2029	28.631	18.461	18.8166	15.691	17.2684	34.1303	17.4949	15.1478	18.3469	23.1018	27.5364	23.0574	23.8531	22.2998	20.5216	24.0581	41.123	21.6913	7.4728	30.5546	42.9338	25.2012	28.247	26.0259	21.0988	14.1266	15.8038	30.0387	17.0129	24.8485	28.8579	31.8292	20.8643	26.024	23.3208	22.976	22.508	23.2332	21.0078	6.9991	31.8374	39.4825	28.7942	30.2071	29.6083	27.9098	24.9697	17.566	19.7754	24.6254	26.5966	29.3207	30.0533	25.1983	1.174	0.5785	27.4709	28.9416	26.3356	25.9142
PWY-5899	24.6325	23.8628	25.3063	13.2333	34.3679	36.9374	30.3711	34.7045	29.5356	32.5929	30.6811	16.7582	23.7774	27.5978	21.6823	28.2278	27.1503	22.9679	24.5947	22.7423	27.1646	23.8105	16.8774	27.6157	10.7139	27.6279	31.5885	23.3715	24.8701	25.5945	28.0355	26.5765	14.2967	17.4614	23.9317	29.6197	22.7044	22.5845	21.0337	24.1197	22.9773	28.3833	20.1607	4.9441	20.6076	21.4159	16.5204	18.7019	17.1492	21.3333	14.9591	15.487	14.5049	8.2002	28.0698	34.3286	26.1907	16.368	15.8738	14.1378	22.1041	19.4921	18.1868	14.7537	16.574	17.088	17.4196	15.2225	16.6437	15.2059	27.7574	23.8542	27.2926	28.2249	8.9154	26.3788	38.2029	28.631	18.461	18.8166	15.691	17.2684	34.1303	17.4949	15.1478	18.3469	23.1018	27.5364	23.0574	23.8531	22.2998	20.5216	24.0581	41.123	21.6913	7.4728	30.5546	42.9338	25.2012	28.247	26.0259	21.0988	14.1266	15.8038	30.0387	17.0129	24.8485	28.8579	31.8292	20.8643	26.024	23.3208	22.976	22.508	23.2332	21.0078	6.9991	31.8374	39.4825	28.7942	30.2071	29.6083	27.9098	24.9697	17.566	19.7754	24.6254	26.5966	29.3207	30.0533	25.1983	1.174	0.5785	27.4709	28.9416	26.3356	25.9142
